δ,Ψ,objective,ζ_total,max_u,max_dual,tail_scenarios,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1,0.5,5.33E+08,2.051524447,163.9469065,1.68E-09,"Tuple{Int64, Float64}[]",180.8884442,41.28642007,119.9838862,25,3.999996207,0.004741324,0.018961123,3.999119741,12.33934018,289.974598,23.50000841
0.8,0.5,5.31E+08,5.33E+08,2.38E+07,1.69E-09,"Tuple{Int64, Float64}[]",179.730576,43.36012714,119.1679791,25,3.999995685,0.04975513,0.198971201,3.999008726,12.13635169,286.3767617,23.59661033
0.6,0.5,5.29E+08,5.33E+08,2.38E+07,4.74E-09,"Tuple{Int64, Float64}[]",178.5244164,45.47026014,118.3090244,25,3.999987827,0.124308963,0.496993313,3.998048889,11.92638473,282.5113927,23.68793218
0.4,0.5,5.27E+08,5.33E+08,2.38E+07,5.13E-09,"Tuple{Int64, Float64}[]",177.1029243,47.75765473,117.3469417,25,3.999986873,0.126996297,0.507714413,3.997867835,11.72425221,279.5106663,23.84038328
0.2,0.5,5.25E+08,5.32E+08,2.38E+07,1.35E-08,"[(22, 1.0e-8), (16, 1.0e-8), (27, 1.0e-8), (1, 1.0e-8), (26, 1.0e-8), (4, 1.0e-8), (13, 1.0e-8), (29, 1.0e-8)]",175.769179,49.76480864,116.4795842,25,3.999964018,0.313382817,1.252199468,3.995750249,11.4759554,276.0746636,24.05679126
