delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.5,0.5,4.721077976250922e9,9000.001921243118,-2.9947372056395496,153.5708200490547,132.89237071552262,51.2692484867787,92.28464727637456,48.13708581032425,3.99999999998673,25.494516410169094,101.97806563995815,3.999999999971828,4.040218033006841,364.831708590552,90.30000500221377
