Y,T,year,PV,Wind
4,1,2012.0,0.0029000000000000002,0.6361299999999999
4,2,2012.0,0.019454545454545454,0.5273272727272726
4,3,2012.0,0.002307692307692308,0.5226153846153846
4,4,2012.0,0.03791666666666667,0.6555583333333332
4,5,2012.0,0.0,0.5741
4,6,2012.0,0.0,0.81766
4,7,2012.0,0.042499999999999996,0.92635
4,8,2012.0,0.0012857142857142856,0.8042428571428571
4,9,2012.0,0.0,0.7629111111111111
4,10,2012.0,0.021833333333333333,0.6992999999999999
4,11,2012.0,0.003,0.8796125
4,12,2012.0,0.0,0.9230799999999999
4,13,2012.0,0.08275,0.8081
4,14,2012.0,0.0026,0.7401199999999999
4,15,2012.0,0.0,0.6408999999999999
4,16,2012.0,0.0,0.46546666666666664
4,17,2012.0,0.0,0.30132000000000003
4,18,2012.0,0.029333333333333336,0.21256666666666665
4,19,2012.0,0.18075000000000002,0.32527500000000004
4,20,2012.0,0.010428571428571428,0.5990000000000001
4,21,2012.0,0.0008333333333333334,0.7254083333333333
4,22,2012.0,0.17319999999999997,0.748
4,23,2012.0,0.014857142857142857,0.6875714285714285
4,24,2012.0,0.0,0.5692750000000001
4,25,2012.0,0.0,0.4245666666666667
4,26,2012.0,0.0014,0.25304
4,27,2012.0,0.057666666666666665,0.22406666666666672
4,28,2012.0,0.013666666666666667,0.4061666666666667
4,29,2012.0,0.0,0.55301
4,30,2012.0,0.015666666666666666,0.4928666666666666
4,31,2012.0,0.13540000000000002,0.31006
4,32,2012.0,0.002428571428571429,0.25138571428571427
4,33,2012.0,0.0,0.40674444444444435
4,34,2012.0,0.022666666666666665,0.46012000000000003
4,35,2012.0,0.0,0.36360000000000003
4,36,2012.0,0.04775,0.2581375
4,37,2012.0,0.0006666666666666666,0.63395
4,38,2012.0,0.0,0.79388
4,39,2012.0,0.015333333333333332,0.6512333333333333
4,40,2012.0,0.15425,0.46535000000000004
4,41,2012.0,0.01475,0.3817875
4,42,2012.0,0.0,0.18556666666666666
4,43,2012.0,0.0575,0.06225
4,44,2012.0,0.22825,0.032475
4,45,2012.0,0.00475,0.050875000000000004
4,46,2012.0,0.010181818181818183,0.07613636363636364
4,47,2012.0,0.22759999999999997,0.06788000000000001
4,48,2012.0,0.006666666666666667,0.11566666666666665
4,49,2012.0,0.009307692307692307,0.13726923076923075
4,50,2012.0,0.23679999999999998,0.13530000000000003
4,51,2012.0,0.006833333333333334,0.18648333333333333
4,52,2012.0,0.0,0.14177
4,53,2012.0,0.04633333333333333,0.13883333333333334
4,54,2012.0,0.271,0.13608
4,55,2012.0,0.0074285714285714285,0.21347142857142856
4,56,2012.0,0.0,0.2512888888888889
4,57,2012.0,0.08725,0.21932499999999996
4,58,2012.0,0.002857142857142857,0.3973857142857143
4,59,2012.0,0.0,0.5796111111111111
4,60,2012.0,0.06128571428571429,0.5458999999999999
4,61,2012.0,0.007666666666666667,0.4398666666666667
4,62,2012.0,0.0,0.5419
4,63,2012.0,0.10437500000000001,0.5458375
4,64,2012.0,0.004166666666666667,0.7182833333333334
4,65,2012.0,0.0,0.70285
4,66,2012.0,0.008,0.4832666666666667
4,67,2012.0,0.03571428571428571,0.29054285714285716
4,68,2012.0,0.0,0.47162499999999996
4,69,2012.0,0.0,0.6880999999999999
4,70,2012.0,0.0004,0.8125199999999999
4,71,2012.0,0.05441666666666667,0.8886166666666666
4,72,2012.0,0.0009166666666666666,0.7128
4,73,2012.0,0.13633333333333333,0.7217666666666666
4,74,2012.0,0.005166666666666667,0.4791
4,75,2012.0,0.0,0.38072
4,76,2012.0,0.008,0.37505
4,77,2012.0,0.16766666666666663,0.38575000000000004
4,78,2012.0,0.006833333333333334,0.2794166666666667
4,79,2012.0,0.0,0.12632
4,80,2012.0,0.015571428571428571,0.17404285714285717
4,81,2012.0,0.0,0.2519
4,82,2012.0,0.0,0.39263750000000003
4,83,2012.0,0.026250000000000002,0.549
4,84,2012.0,0.0347,0.73559
4,85,2012.0,0.0,0.4652
4,86,2012.0,0.0,0.2469
4,87,2012.0,0.040428571428571425,0.24325714285714284
4,88,2012.0,0.0,0.24418
4,89,2012.0,0.030666666666666665,0.24963333333333337
4,90,2012.0,0.1568,0.17518
4,91,2012.0,0.004833333333333334,0.18778333333333333
4,92,2012.0,0.0018333333333333333,0.10603333333333335
4,93,2012.0,0.14866666666666667,0.050916666666666666
4,94,2012.0,0.005571428571428572,0.06864285714285714
4,95,2012.0,0.001,0.09951818181818183
4,96,2012.0,0.09649999999999999,0.16138333333333335
