delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_H2
1,0.5,4.72935351232909e9,12.067840492775499,1956.3889364313306,9.839029570653555e-10,"Tuple{Int64, Float64}[]",8999.989228761573,-9.105270777119804e-5,145.73103424056526,50.03019300918133,90.05434551621369,48.258798257690096,3.999997824891971,20.06370125865885,198.52047318549003,9.894509025338232,2.1265472753227184,224.6964528657926,105.66257118910904
