Storage,Time,Scenario,Discharge,Charge,energy_level
H2,1,10,19.509815431887596,0.0007795188873636486,2488.677274261057
H2,1,12,0.21092845047461872,2.23838656516203,3704.1869038056107
H2,1,14,19.40445922171733,0.05280416193214327,3377.525142838812
H2,1,17,4.400557031132932,0.01637580824851954,3431.0648966951944
H2,1,18,0.0008752277134632145,19.508644357738294,3899.5368986244953
H2,1,21,11.546257370216988,0.03644288796894153,3254.3986251373
H2,1,22,0.05937839879252822,8.39606570997078,3867.798589770108
H2,1,23,11.048293522385935,0.002476274686788291,3493.8592629617287
H2,1,24,0.03362928827723151,19.390612547165993,3843.355125856415
H2,1,27,0.0015581132741237886,0.0023862651403618587,3694.6956007739864
H2,1,29,15.755284568616588,0.05478954850258445,2836.4914538434273
H2,1,2,0.1329099518462178,3.1931018490107226,3726.616274023938
H2,1,6,0.05622015316722681,18.989309774628925,3984.9065806038334
H2,1,7,0.14187179804313826,2.787905650655091,3718.4301940328487
H2,1,8,3.6064464797483153,0.18238839341934324,3656.1429641218774
H2,2,10,10.632924115439971,0.01400062524076861,2044.2531747194926
H2,2,12,0.2806827660285228,3.536225069560515,3714.012039671949
H2,2,14,19.428671812528087,0.024935264216581588,2530.147513331356
H2,2,17,19.509790300567875,0.001023520214843985,2969.9337377608513
H2,2,18,0.21369009877392753,0.003132599891891857,3896.4462369776393
H2,2,21,0.45527846416727286,0.08670748314667766,3244.4265609439985
H2,2,22,0.10688775571324352,6.525276175974048,3937.772251781162
H2,2,23,9.334728967374161,0.0049189552995943155,3409.0153165072934
H2,2,24,0.3044550092379099,0.012468743461677324,3799.769164633445
H2,2,27,8.350503875569899,0.001646462550098582,3512.516642347304
H2,2,29,0.06540771825022296,16.78479347473129,3127.252309712504
H2,2,2,0.27078159247228345,5.081006647802336,3748.0669089070625
H2,2,6,0.1212454706821846,15.935452024919664,4105.184672972752
H2,2,7,0.15172593924752958,11.318051974248313,3802.544696641548
H2,2,8,0.05034678355339348,17.784531090119863,3890.9380117025266
H2,3,10,0.02408767717700727,10.24092721465221,2136.8762923209183
H2,3,12,0.08010276067817682,1.2254239908078888,3728.2551864131233
H2,3,14,19.440381558473035,0.03767718084410495,2106.3102453113734
H2,3,17,7.768923419692864,0.04705886111900074,2814.9176437894225
H2,3,18,14.644202130997506,0.0012696716257004181,3470.4473352227324
H2,3,21,16.808242573476893,0.07081091002985142,2939.3178461527077
H2,3,22,0.1545164145295187,11.517390666135821,4015.58461635471
H2,3,23,1.6898756894502887,0.001379636622070921,3350.656178461254
H2,3,24,19.510149743027945,0.0004886299904101669,2522.753564284528
H2,3,27,13.683403762597969,0.001511737614596532,3189.1045170886487
H2,3,29,0.12577104606537196,3.4927511239777393,3158.279852890005
H2,3,2,0.1692770503026202,4.7822323229006605,3781.5045779792654
H2,3,6,2.5588266607125685,0.00047590529985090945,3779.5392794637883
H2,3,7,0.18789001829585186,6.306591482729774,3839.2016763857478
H2,3,8,0.09901827043179226,7.907940099651604,3944.4932794754404
H2,4,10,0.01924378984557449,19.45570982385897,2286.3004033596544
H2,4,12,0.11973370962244594,1.6562883109720496,3740.4973655879826
H2,4,14,0.0940908990807869,2.9412711780352034,2128.964053981795
H2,4,17,2.8351040623799992,0.05139383058437221,2748.373802127424
