delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1.0,0.5,4.831240744171843e9,184.84160162491474,15271.070448921917,1.6936932157600306e-8,"[(9, 2.0e-8)]",8999.964526216267,7.999493301764878,184.4210271031658,69.12898771844402,130.41909388527282,35.078187148221005,3.9999947497460555,0.15946126890395154,0.636448783113812,3.991243688755323,17.84249350643768,350.7545586210359,19.658382304832088
0.75,0.5,4.810597410761983e9,4.819180301981763e9,1.7283757738918903e8,2.971779013941844e-9,"Tuple{Int64, Float64}[]",11250.820057117806,5.999369707570142,185.42928633201268,74.4054224154251,133.92992953754379,33.71004331800745,3.9999925999771255,0.2022489030656466,0.804276974824354,3.976669156832456,18.69316856731635,374.31895531326023,20.024371682376515
0.5,0.5,4.790085464558599e9,4.818860005355497e9,1.7240867735198116e8,4.370744301583331e-9,"Tuple{Int64, Float64}[]",13501.167433405393,3.9990678134870494,185.93197369074903,77.24058990908418,139.03312763612462,32.54692469552115,3.999989222988513,0.2513687171402749,0.997789860443033,3.969427348774756,19.211364054492826,388.47169242089706,20.220932325211333
0.25,0.5,4.769730200116648e9,4.818385041033793e9,1.7192682787369788e8,6.0622489804480716e-9,"Tuple{Int64, Float64}[]",15751.576448080128,1.9979926662441974,185.54100301572504,81.35652562692603,146.44180377737624,31.146767261581157,3.9999849294020593,0.34641201579478925,1.376129721024678,3.9725230600542516,19.205739071155445,388.50502860946966,20.22859037968262
