delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.75,0.5,4.284152679461321e9,7999.993828590884,7.996662694611821,57.60842441063167,178.97387459844012,70.62827530921928,128.6862803915458,32.99868499947793,3.999999999631474,3.07817018260863e-5,0.00012298855502085185,3.995508621184284,17.86549156898846,355.7188585168405,19.91094715436264
