delta,psi,objective,PV,Wind,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1,0.5,6.31E+08,360.6070365,206.2935155,27.24043154,3.999991693,18.8253259,48.68737415,2.586269922,31.52819021,920.2209092,29.18724174
