δ,Ψ,objective,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1.0,0.5,5.325394852937566e8,182.92014286662322,39.20586423062686,121.29029240147112,25.0,3.99999999992051,2.249945715127028e-5,8.993841071320229e-5,3.997359141090412,12.898073501867648,260.08666594732216,20.164768475668982
