δ,Ψ,objective,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.6,0.5,5.2873290919448847e8,178.86755319127582,40.69156988989038,118.08023110572567,25.0,3.9999999999964158,0.00012567007225800235,0.0005025920055058684,3.9992974976097746,12.36312917263495,242.07009848663074,19.580002368853226
0.4,0.5,5.267109394052955e8,176.70886570332905,41.395705948582886,116.49897847027934,25.0,3.9999999999816667,0.00019547398068807701,0.0007817773428802979,3.9993933726033886,12.036028119108606,234.20883673191526,19.458980521994732
