δ,Ψ,objective,ζ_total,max_u,max_dual,tail_scenarios,PV,Wind,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1,0.5,5.933260293044195e8,2.7636313893923887,2124.0681860559866,4.453444470561844e-9,"Tuple{Int64, Float64}[]",0.0002463122697634434,230.9756324450578,38.4818085082189,3.9999936604748,10.437022413004579,29.574332509273045,2.8335986394379384,20.790143055395045,467.73630649635794,22.49798403262936
