δ,Ψ,objective,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.8,0.5,5.306674648940113e8,181.23759235027285,39.094931838601624,120.09454340068521,25.0,3.999999996980269,0.00012424394895883448,0.0004962411087252256,3.9940867372916826,12.676083780046028,252.1631062884531,19.892824208482587
