δ,Ψ,objective,ζ_total,max_u,max_dual,tail_scenarios,PV,Wind,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1,0.5,6.164959841046543e8,9.381332818196393,7404.63290548823,9.977934895255569e-10,"Tuple{Int64, Float64}[]",9.14774709613211e-5,252.49417220113747,39.886066691512134,3.9999992716971797,9.124192898880908,23.057654291734394,2.5270897434185593,22.710373769467882,465.76305415903425,20.508823803913437
