δ,Ψ,objective,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.2,0.5,5.2462019175513685e8,174.45122119267606,39.15996864071362,116.64535367774383,25.0,3.9999999999855715,8.404897479001973e-5,0.000336193932681232,3.99997660317866,11.705080326688929,225.2158193722922,19.24086064226097
