Time,Scenario,price_model
1,11,129.9998977582864
1,12,0.0001101763241259199
1,13,129.99989569770705
1,19,129.9999233274647
1,1,129.99987760665914
1,22,129.99982876860307
1,23,0.0002226831199467429
1,24,0.009832140795635593
1,26,9.481502851790843e-5
1,27,129.9998210173056
1,29,0.0005422707184363483
1,30,129.99927802589855
1,4,129.99985114271894
1,7,129.9997576642565
1,8,0.0004705702377523241
2,11,129.99918645216226
2,12,129.99989886688806
2,13,129.99949002218588
2,19,0.00017772336084798956
2,1,129.99983086205876
2,22,129.99998596176522
2,23,0.0010949997447375565
2,24,129.99991375407444
2,26,2.5970437617140795e-5
2,27,129.999175442813
2,29,129.9996195830007
2,30,129.99986712314825
2,4,129.99979090887115
2,7,130.00034446326555
2,8,129.99986661791795
3,11,311.99970347383635
3,12,0.0005317308655627373
3,13,129.9997573399344
3,19,129.99986484878303
3,1,129.9998340793831
3,22,207.99873011808137
3,23,2.003403440248961e-5
3,24,129.99938898075357
3,26,0.007047309550256279
3,27,0.00010841366572224772
3,29,129.99972634488037
3,30,129.99991569853196
3,4,130.00024790957636
3,7,129.99969002208863
3,8,130.00001028925038
4,11,7.21485865452664e-5
4,12,129.9998437491749
4,13,129.99927225639132
4,19,129.99992838014404
4,1,130.0001112356241
4,22,0.0020209554047956172
4,23,0.000498934727531834
4,24,129.99986740628958
4,26,130.00000192318385
4,27,129.99994794687157
4,29,5.8920134180990996e-5
4,30,129.99992695967663
4,4,129.9996309737729
4,7,129.99997474232498
4,8,129.9997005001998
5,11,129.9998189917481
5,12,129.99933743431407
5,13,129.9998436507387
5,19,129.99961207479924
5,1,129.99923677213278
5,22,129.99991658676288
5,23,0.0016794032224302967
5,24,129.99990600456215
5,26,130.00012451153984
5,27,129.9997030208681
5,29,0.005740154193444688
5,30,129.99968989408154
5,4,0.002221293429240148
5,7,129.9991874044289
5,8,129.99966372049997
6,11,129.99992485707477
6,12,130.0000269225108
6,13,129.99992212071243
6,19,0.0007764641828463884
6,1,212.15142162186942
6,22,129.9997710461309
6,23,130.00105668065672
6,24,129.99995868574055
6,26,129.99941727995088
6,27,129.9997777148923
6,29,130.00036253566813
6,30,129.99964062044225
6,4,129.99714407845258
6,7,129.99981992885603
6,8,130.0004008752063
7,11,129.99965418316808
7,12,129.99994274685528
7,13,130.01481077139067
7,19,129.99978986563687
7,1,14.987075322832158
7,22,129.99993254765263
7,23,129.9998405785305
7,24,129.9997649888648
7,26,130.0002059022248
7,27,129.99987720308664
7,29,129.999741961613
7,30,0.0002137272560897554
7,4,130.00094528641617
7,7,0.00010355716058105903
7,8,129.99980593442316
8,11,0.00029550388217219756
8,12,129.99935353611124
8,13,129.99968701414147
8,19,15.001714842887255
8,1,130.0003679131289
8,22,130.00012063326864
8,23,0.0001872670427551904
8,24,130.00019565393129
8,26,129.9991547642218
8,27,130.00004150288865
8,29,129.99975516348738
8,30,129.99989172042126
8,4,8.86704110475231e-5
8,7,129.9998572725875
8,8,130.00326807798965
9,11,3.994037537278496e-5
9,12,129.99983955306507
9,13,130.00025821318505
9,19,270.5529261488883
9,1,129.99970259660222
9,22,129.99930622646448
9,23,129.99949052323814
9,24,129.9996256787968
9,26,129.99998103927544
9,27,129.99938169723742
9,29,130.0001780024656
9,30,129.99946320136226
9,4,129.99947853266636
9,7,129.99966057604829
9,8,129.99959502535032
10,11,0.00043747985599462236
10,12,129.9999839220217
10,13,129.99972966296534
10,19,129.9995902270591
10,1,129.9999451869066
10,22,129.99995432733706
