Storage,Time,Scenario,Discharge,Charge,energy_level
H2,1,11,1.6172912507699624,4.498719602289923e-9,95.1584704969622
H2,1,12,0.04799118619478911,0.448585878069014,163.93894670152974
H2,1,13,1.0548544435244909,1.5060296104914823e-9,91.70040716910451
H2,1,19,1.6172912521195715,3.149121206849376e-9,68.69370450165725
H2,1,1,0.2770965911112292,1.0894649735676669e-9,133.2304277102043
H2,1,22,0.39667086794762774,1.6517710185135465e-9,134.55177839357037
H2,1,23,0.07178666828595232,0.28779949622865897,159.25055918049995
H2,1,24,0.043263719833244674,0.5459074544793522,163.28254301107972
H2,1,26,0.11789542697842205,0.6940466137012664,159.8958413007064
H2,1,27,0.06425208417373053,0.49308746200513154,159.42132268874042
H2,1,29,0.028016134879424236,0.42138773963207327,163.74251465406553
H2,1,30,2.596625018141e-9,1.617291248524265,169.3627334764794
H2,1,4,1.2548190282083935,5.120485194009966e-9,134.09469952864765
H2,1,7,0.7492232292220787,5.248535280892725e-9,114.68064538160561
H2,1,8,9.447364887950014e-9,1.617291230730173,168.23062935811595
H2,2,11,1.617291246682756,8.585848330876797e-9,56.93158656259191
H2,2,12,0.08205391422923601,0.49514206250960596,167.09751484224142
H2,2,13,7.872764559453335e-9,1.6172912348200321,96.22882256934409
H2,2,19,0.010933113790395322,1.5316298052910133,95.00026637650437
H2,2,1,0.31307971866051076,2.3274935844495274e-9,120.70723899962726
H2,2,22,0.6273016488940318,2.1335368850838068e-9,107.1786155685833
H2,2,23,0.11831826295932968,0.3471035035391389,159.75182926460593
H2,2,24,0.04415978625116917,0.546478505513821,169.02518724573648
H2,2,26,0.043582955126022054,0.6308966435038121,170.04264688878322
H2,2,27,0.1110210229093134,0.5808320848854012,160.6496790135198
H2,2,29,0.12608418662070178,0.5000837241754998,164.46740244155862
H2,2,30,4.325875722963047e-9,3.7870649313222215e-9,169.36273335655093
H2,2,4,1.1761639229777479,2.226299799976378e-9,84.90966278542172
H2,2,7,1.6172912185093697,8.37552097155865e-9,70.57270314656577
H2,2,8,0.5026916310980478,1.1816572013768483e-8,156.34882727605654
H2,3,11,1.6172912458213078,9.447307731633556e-9,27.526291250153793
H2,3,12,0.1230634421021284,0.5375065423801091,168.4700406430192
H2,3,13,9.840960369475936e-10,1.61729125271265,132.45614657285086
H2,3,19,0.018869993103797566,1.4953509067686517,109.17437816565015
H2,3,1,0.33559865749073653,5.12048774821978e-9,114.60544526291169
H2,3,22,1.6172912437011877,2.635813493452233e-9,63.07067258622696
H2,3,23,0.03348083138426621,0.26116153818331217,166.09264883269316
H2,3,24,0.040053996369651165,0.5261635450048626,174.34398984978935
H2,3,26,0.07150756987807244,0.6584089856199005,174.34398973353356
H2,3,27,0.04559105045575091,0.4978537088604879,164.36814589420715
H2,3,29,0.06271681477658297,0.4684977096931122,166.82049851066498
H2,3,30,0.06467044042151529,9.675762354520591e-10,163.71876767954745
H2,3,4,1.213901335429096,4.267072167566196e-9,58.424542775539365
H2,3,7,1.6172911015584943,1.3492923632289355e-8,38.2268812192914
H2,3,8,1.040477528871793,6.400628344218592e-9,110.94617157827247
H2,4,11,0.011758288968396487,1.4854516036635597,41.78441506504288
H2,4,12,0.06545204235389779,0.5143523654407751,171.84464183714957
H2,4,13,2.8628265809851343e-9,1.6172912478328247,144.9092891239071
H2,4,19,1.6172911795150569,7.573480601173471e-8,62.125908337078144
H2,4,1,1.3905013485620619,3.200297493019518e-9,74.15449697694963
H2,4,22,1.1566847091804542e-8,1.1196874345764577e-8,63.07067246749159
H2,4,23,0.10914195084492412,0.36488361864264124,166.8903495466109
H2,4,24,4.363240827236199e-8,2.2709084828985205e-9,174.3439880617262
H2,4,26,1.4873922963309731,5.68941407556709e-9,101.3265498393613
H2,4,27,0.03988332484789086,0.495151730380951,168.47951202190018
H2,4,29,0.0237993278750631,0.42997097879513535,173.52091118882228
H2,4,30,1.5007553655744352,7.740592937392419e-10,5.584831508010373e-7
H2,4,4,2.4223869560909447e-9,1.6172912489768272,73.14189308397205
H2,4,7,1.6172911252065583,1.1417090783134407e-8,1.8194100730517337e-7
H2,4,8,6.298221547414182e-9,1.617291238909733,127.92772941505501
H2,5,11,0.0176118399610318,1.4664052971385781,50.734574692199
H2,5,12,0.06572119869863242,0.5277541116874992,174.34398973353257
H2,5,13,1.2111963075512274e-9,1.6172912521227731,174.34398985528492
H2,5,19,0.030019056906067397,1.220566962318263,70.12407603865044
H2,5,1,0.3390457723999848,6.4006106926637936e-9,69.2229221415206
H2,5,22,1.1932926005622182e-8,4.781504716696954e-9,63.070672192253944
H2,5,23,0.1284454811320852,0.3898573554620562,167.28397865062536
H2,5,24,2.2925245554565193e-8,2.4221726550035855e-9,174.34398718201751
H2,5,26,1.4558944855136262,9.600872133976968e-9,58.973255822858285
H2,5,27,0.04956732466669023,0.4847390831506713,171.22065646882706
H2,5,29,0.08642151302221462,0.5184281264050714,174.3439898480483
H2,5,30,5.120508459192137e-9,0.3930264092430884,2.7511853300846156
H2,5,4,1.8524126548270545e-9,1.6172912504572836,92.38765890715733
H2,5,7,0.006658096990975578,1.5867778906999743,27.465972496873473
