delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,LDES_H2_P,LDES_H2_E
0.25,0.5,4.71E+09,9000.001557,-4.875399305,160.0368142,143.0400932,49.51014579,89.11826242,46.46491554,4,19.92665738,195.7484004,1.49441035,162.1435024
