Y,T,PV,Windon,Windoff
15,1,0.008416666666666668,0.5032249999999999,0.7682916666666667
15,2,0.0156,0.52995,0.41841999999999996
15,3,0.00027272727272727274,0.27548181818181816,0.37835454545454544
15,4,0.04583333333333334,0.11972500000000001,0.26658333333333334
15,5,0.0,0.3327909090909091,0.35212727272727273
15,6,0.020846153846153848,0.3478230769230769,0.32968461538461535
15,7,0.008783783783783786,0.1693810810810811,0.27574324324324323
15,8,0.007200000000000001,0.4532050000000001,0.497865
15,9,0.06927272727272728,0.5482090909090909,0.7041454545454545
15,10,0.0,0.2725285714285714,0.3472714285714286
15,11,0.020125,0.65029375,0.6773312499999999
15,12,0.0,0.613,0.8044875
15,13,0.0098,0.51564,0.8388133333333332
15,14,0.0,0.4629777777777778,0.5336666666666667
15,15,0.025437500000000002,0.38719999999999993,0.6311687500000001
15,16,0.016733333333333333,0.42793333333333333,0.40535999999999994
15,17,0.0027777777777777775,0.666511111111111,0.642411111111111
15,18,0.0135625,0.6806968750000002,0.8432625
15,19,0.035625,0.43006875,0.4906875
15,20,0.0,0.4335625,0.902925
15,21,0.03486666666666667,0.39064000000000004,0.8488066666666667
15,22,0.0,0.484,0.7304333333333333
15,23,0.027818181818181822,0.3063909090909091,0.32475454545454546
15,24,0.019641509433962263,0.3130698113207547,0.651167924528302
15,25,0.0,0.15205000000000002,0.38705
15,26,0.0565,0.16970625000000003,0.45011875
15,27,0.025166666666666667,0.3362444444444444,0.35549444444444445
15,28,0.01189655172413793,0.650106896551724,0.8016896551724138
15,29,0.0,0.35005,0.7422249999999999
15,30,0.012411764705882353,0.18969999999999998,0.2659352941176471
15,31,0.0,0.1937375,0.17598750000000005
15,32,0.023133333333333332,0.14295333333333332,0.1730866666666667
15,33,0.0,0.2855000000000001,0.32047777777777786
15,34,0.0206,0.2015733333333333,0.31108666666666657
15,35,0.0,0.12945555555555555,0.15187777777777778
15,36,0.008375,0.3663499999999999,0.44213749999999996
15,37,0.0,0.36983749999999993,0.4795625
15,38,0.07457142857142858,0.3782928571428571,0.49108571428571424
15,39,0.001,0.2631666666666667,0.33194999999999997
15,40,0.055999999999999994,0.0778357142857143,0.06505000000000001
15,41,0.0005,0.14622,0.19264
15,42,0.03911111111111111,0.27728888888888886,0.4091916666666666
15,43,0.0,0.50594,0.61704
15,44,0.04806666666666667,0.6498866666666667,0.8216333333333331
15,45,0.0,0.4714222222222222,0.7799555555555554
15,46,0.09842857142857142,0.41611428571428577,0.7252571428571429
15,47,0.0,0.43898000000000004,0.6636300000000002
15,48,0.0152,0.3408066666666666,0.7621866666666667
15,49,0.0,0.2846222222222223,0.7434999999999999
15,50,0.017785714285714287,0.5730714285714285,0.858757142857143
15,51,0.0033333333333333335,0.2674916666666667,0.631725
15,52,0.037172413793103445,0.5384344827586205,0.7843241379310346
15,53,0.0036470588235294117,0.7296529411764707,0.8987058823529412
15,54,0.04006666666666667,0.8543466666666665,0.9306400000000001
15,55,0.0,0.6884888888888888,0.7217888888888888
15,56,0.036,0.522,0.84659375
15,57,0.0,0.6605,0.7911249999999999
15,58,0.0631875,0.6288124999999999,0.69196875
15,59,0.0,0.6250249999999999,0.6729375
15,60,0.0746875,0.63261875,0.59633125
15,61,0.0,0.7289375,0.891475
15,62,0.08218749999999998,0.7770812500000001,0.8838625000000001
15,63,0.0062,0.8838699999999999,0.97179
15,64,0.24900000000000003,0.7392857142857144,0.9211857142857143
15,65,0.0014285714285714286,0.38071428571428567,0.7008285714285714
15,66,0.00044444444444444447,0.19264444444444445,0.41296666666666665
15,67,0.11146153846153847,0.14854615384615383,0.1699153846153846
15,68,0.0,0.43373999999999996,0.33205
15,69,0.0436,0.60774,0.66562
15,70,0.0,0.2995777777777778,0.5036333333333334
15,71,0.04467045454545454,0.0889784090909091,0.10805113636363634
15,72,0.05448275862068966,0.07100689655172412,0.08314482758620691
15,73,0.2515,0.14731666666666665,0.17833333333333334
15,74,0.00911764705882353,0.12094705882352941,0.3070764705882354
15,75,0.302,0.08099999999999999,0.31651250000000003
15,76,0.011235294117647059,0.11064117647058824,0.4570411764705883
15,77,0.34757142857142853,0.11888571428571429,0.4492285714285714
15,78,0.005125,0.15746875,0.5669312500000001
15,79,0.32375000000000004,0.19757499999999997,0.5968500000000001
15,80,0.006714285714285714,0.2154,0.5146428571428572
15,81,0.0024444444444444444,0.13063333333333332,0.27355555555555555
15,82,0.2591428571428572,0.15982857142857143,0.3765142857142857
15,83,0.023714285714285716,0.29095714285714286,0.5778428571428572
15,84,0.01309090909090909,0.44866363636363643,0.6146454545454545
15,85,0.18183333333333332,0.5532333333333334,0.7752916666666668
15,86,0.0023636363636363633,0.2859,0.5983545454545454
15,87,0.26671428571428574,0.25325714285714285,0.39394285714285715
15,88,0.011250000000000001,0.38871874999999995,0.39131875
15,89,0.058187499999999996,0.3202875,0.40582500000000005
15,90,0.0,0.3818,0.5132625
15,91,0.1125625,0.47676250000000003,0.5655812500000001
15,92,0.0,0.380625,0.6405500000000001
15,93,0.08793333333333334,0.4309466666666666,0.48540666666666665
15,94,0.0021999999999999997,0.5080500000000001,0.5748399999999999
15,95,0.21637499999999998,0.4758875,0.47029999999999994
15,96,0.0028666666666666662,0.3408466666666667,0.49049333333333334
15,97,0.13626666666666667,0.23425333333333329,0.33451333333333333
15,98,0.0057,0.13311,0.29989999999999994
15,99,0.372,0.090775,0.18025
15,100,0.012375,0.09045,0.15984375
15,101,0.44999999999999996,0.10730000000000002,0.06764999999999999
15,102,0.0086,0.15059333333333333,0.14809333333333333
15,103,0.4033333333333333,0.2451888888888889,0.19540000000000002
15,104,0.03880645161290322,0.3540161290322581,0.36116774193548395
15,105,0.0,0.1409375,0.2725125
15,106,0.07405128205128206,0.06693846153846152,0.05696923076923077
15,107,0.0,0.10032222222222223,0.1422
15,108,0.11599999999999999,0.2047625,0.2213625
15,109,0.003777777777777778,0.3089111111111111,0.2753888888888889
15,110,0.3191428571428571,0.27845714285714285,0.2956
15,111,0.02623529411764706,0.10392352941176468,0.23444117647058818
15,112,0.4128888888888889,0.04884444444444444,0.16537777777777776
15,113,0.0015714285714285715,0.07795714285714285,0.2683285714285714
15,114,0.3435,0.10303,0.30368999999999996
15,115,0.0012857142857142859,0.22216428571428568,0.36019285714285715
15,116,0.297,0.21655555555555553,0.3052888888888889
15,117,0.014705882352941176,0.2978470588235294,0.3200882352941176
15,118,0.08672413793103449,0.6393275862068966,0.6858620689655174
15,119,0.035124999999999997,0.2941375,0.34324999999999994
15,120,0.00011111111111111112,0.13415555555555558,0.2938222222222222
15,121,0.22311111111111112,0.20758888888888885,0.5396666666666667
15,122,0.010117647058823528,0.3954823529411765,0.6785588235294115
15,123,0.06728571428571427,0.8172642857142857,0.9224857142857144
15,124,0.020300000000000002,0.6873199999999999,0.7121700000000001
15,125,0.11733333333333333,0.7153583333333332,0.8350583333333335
15,126,0.0155,0.5330333333333334,0.7120083333333334
15,127,0.14953846153846156,0.7748692307692308,0.7553307692307693
15,128,0.00044444444444444447,0.6296555555555555,0.5674444444444445
15,129,0.23733333333333334,0.5983555555555555,0.3452333333333333
15,130,0.016,0.2888588235294117,0.23225882352941174
15,131,0.20066666666666666,0.6017833333333332,0.52795
15,132,0.0115625,0.48080625,0.7247062499999999
15,133,0.12990909090909092,0.5995909090909092,0.9261818181818184
15,134,0.00015384615384615385,0.4188153846153846,0.6694076923076923
15,135,0.0766,0.7782866666666667,0.9683933333333332
15,136,0.021272727272727273,0.49255454545454536,0.8915818181818181
15,137,0.16053846153846152,0.3991076923076923,0.8135384615384614
15,138,0.020181818181818183,0.35200909090909094,0.6216454545454546
15,139,0.265,0.40771250000000003,0.4829
15,140,0.01825,0.2566125,0.31889375
15,141,0.3563333333333334,0.3421,0.24236666666666665
15,142,0.034333333333333334,0.2710444444444444,0.36014999999999997
15,143,0.3673333333333333,0.30675,0.47123333333333334
15,144,0.024294117647058827,0.2684470588235295,0.2926294117647059
15,145,0.28044444444444444,0.31137777777777775,0.2697111111111111
15,146,0.0200625,0.12539375000000003,0.14137499999999997
15,147,0.33442857142857146,0.15345714285714288,0.10565714285714285
15,148,0.06,0.13705000000000003,0.11511176470588233
15,149,0.037571428571428575,0.2814857142857143,0.27212857142857144
15,150,0.36900000000000005,0.4136428571428571,0.3089714285714286
15,151,0.03035294117647059,0.13155882352941173,0.13772941176470588
15,152,0.4362857142857142,0.07158571428571428,0.02112857142857143
15,153,0.03964705882352942,0.09938823529411767,0.20345294117647061
15,154,0.49699999999999994,0.23231666666666664,0.46878333333333333
15,155,0.03894117647058823,0.31143529411764703,0.5182941176470588
15,156,0.47574999999999995,0.4626625000000001,0.47718750000000004
15,157,0.024125,0.33936875000000005,0.44748750000000004
15,158,0.3457142857142857,0.41891428571428563,0.4090142857142857
15,159,0.027416666666666662,0.38543333333333335,0.5413583333333334
15,160,0.15033333333333332,0.26258,0.19878666666666664
15,161,0.014133333333333335,0.36250666666666664,0.44447999999999993
15,162,0.23771428571428574,0.5819428571428571,0.7398857142857144
15,163,0.011333333333333332,0.35434666666666664,0.70428
15,164,0.28955555555555557,0.48761111111111105,0.7319999999999999
15,165,0.0173125,0.4211750000000001,0.7423562500000002
15,166,0.18358333333333332,0.5805666666666667,0.8011833333333334
15,167,0.00925,0.384975,0.7069166666666667
15,168,0.2825,0.38463749999999997,0.5073125
15,169,0.0243125,0.3086625,0.45780624999999997
15,170,0.3955714285714286,0.3381285714285714,0.3928
15,171,0.039764705882352945,0.19328235294117652,0.28359411764705883
15,172,0.30912500000000004,0.1257125,0.2873875
15,173,0.028117647058823532,0.11684117647058823,0.14858235294117647
15,174,0.341125,0.1682125,0.11708750000000001
15,175,0.012866666666666667,0.11326,0.16512666666666664
15,176,0.29600000000000004,0.056787500000000005,0.19995
15,177,0.0244375,0.0662,0.10216875
15,178,0.32342857142857145,0.04914285714285714,0.0438
15,179,0.042944444444444445,0.06206111111111112,0.06097222222222223
15,180,0.4072857142857143,0.12402857142857145,0.09117142857142857
15,181,0.03682352941176471,0.12917058823529412,0.06472941176470588
15,182,0.371,0.2617333333333333,0.0626
15,183,0.04416666666666666,0.29694444444444446,0.20882222222222227
15,184,0.3325714285714286,0.5023714285714286,0.35165714285714283
15,185,0.025125,0.52430625,0.4155249999999999
15,186,0.275625,0.3234,0.389125
15,187,0.0229375,0.12425,0.17046250000000002
15,188,0.32825,0.08826250000000001,0.09078750000000001
15,189,0.04405882352941176,0.09184117647058825,0.12121176470588235
15,190,0.396,0.47285,0.3265
15,191,0.11411111111111111,0.6007222222222222,0.6678000000000001
15,192,0.0774857142857143,0.23725428571428567,0.6287714285714285
15,193,0.43842857142857133,0.514,0.35579999999999995
15,194,0.05494117647058823,0.2526294117647059,0.2038117647058824
15,195,0.30629999999999996,0.28463,0.27404
15,196,0.08510714285714285,0.5870321428571429,0.6266999999999999
15,197,0.033666666666666664,0.2761222222222222,0.29107777777777777
15,198,0.5067499999999999,0.36845,0.1893875
15,199,0.043000000000000003,0.17195,0.17484375000000002
15,200,0.35900000000000004,0.18016250000000003,0.1633375
15,201,0.035500000000000004,0.15103125,0.13261250000000002
15,202,0.44375,0.16178750000000003,0.034325
15,203,0.036875000000000005,0.08330625,0.062418749999999995
15,204,0.44199999999999995,0.04756250000000001,0.0428125
15,205,0.04775,0.05043749999999998,0.10580000000000002
15,206,0.45285714285714285,0.03358571428571429,0.05904285714285714
15,207,0.04094117647058824,0.12045294117647058,0.1639235294117647
15,208,0.3026666666666667,0.15566666666666665,0.23544444444444446
15,209,0.01442857142857143,0.1638928571428572,0.42007857142857147
15,210,0.32255555555555554,0.24801111111111115,0.43621111111111116
15,211,0.035125,0.3352,0.36550625000000003
15,212,0.3432222222222222,0.6119222222222221,0.4127555555555556
15,213,0.0232,0.36395333333333324,0.22762000000000002
15,214,0.20976923076923074,0.322776923076923,0.4129
15,215,0.027181818181818182,0.1962727272727273,0.28564545454545454
15,216,0.40700000000000003,0.08882499999999999,0.19855
15,217,0.061235294117647054,0.06667647058823531,0.11021764705882352
15,218,0.48166666666666674,0.1703,0.09331666666666667
15,219,0.056352941176470585,0.28052352941176467,0.2573764705882353
15,220,0.439625,0.27253750000000004,0.262775
15,221,0.07633333333333334,0.21686666666666665,0.20296666666666666
15,222,0.000625,0.4405375,0.5358999999999999
15,223,0.2328888888888889,0.24442222222222224,0.6659444444444443
15,224,0.04235294117647059,0.13880000000000003,0.38321176470588236
15,225,0.352,0.17441250000000003,0.3143125
15,226,0.04994117647058823,0.14848823529411767,0.23916470588235292
15,227,0.45799999999999996,0.167925,0.10938749999999998
15,228,0.03866666666666666,0.056386666666666675,0.04087333333333333
15,229,0.4366666666666667,0.07218333333333334,0.17648333333333333
15,230,0.05472222222222223,0.21008888888888894,0.5546777777777777
15,231,0.323375,0.20243750000000002,0.3624
15,232,0.09102439024390245,0.08194390243902439,0.12929756097560974
15,233,0.40477777777777785,0.07095555555555556,0.09257777777777779
15,234,0.014461538461538461,0.0721,0.09734615384615387
15,235,0.358,0.04044444444444444,0.1299888888888889
15,236,0.044562500000000005,0.05334375,0.15684375
15,237,0.3758888888888889,0.03264444444444445,0.16406666666666667
15,238,0.016384615384615383,0.07373846153846154,0.1639923076923077
15,239,0.3005454545454545,0.06807272727272727,0.06744545454545454
15,240,0.0354,0.09323333333333332,0.08497333333333333
15,241,0.35125,0.234575,0.078175
15,242,0.0515625,0.20837500000000003,0.14406875
15,243,0.48175,0.20489999999999997,0.067225
15,244,0.046733333333333335,0.11983999999999997,0.026320000000000003
15,245,0.4838888888888889,0.09182222222222222,0.03805555555555556
15,246,0.055066666666666673,0.16798666666666665,0.12688666666666668
15,247,0.4482222222222222,0.36021111111111115,0.17453333333333332
15,248,0.06231250000000001,0.27573125,0.12366250000000001
15,249,0.4635555555555555,0.413888888888889,0.1358222222222222
15,250,0.03557142857142857,0.4431,0.31692142857142863
15,251,0.48979999999999996,0.40995,0.31494999999999995
15,252,0.03464285714285714,0.16037857142857145,0.11379285714285714
15,253,0.44022222222222224,0.15261111111111114,0.12546666666666667
15,254,0.046200000000000005,0.12336666666666667,0.23567999999999997
15,255,0.4650000000000001,0.07917777777777776,0.21818888888888888
15,256,0.0743125,0.10420000000000001,0.24013124999999994
15,257,0.5462222222222223,0.11993333333333332,0.20360000000000003
15,258,0.06493333333333333,0.09480666666666666,0.18541333333333332
15,259,0.5762857142857144,0.1509714285714286,0.09858571428571429
15,260,0.09452941176470588,0.2076882352941176,0.10865294117647059
15,261,0.5325,0.2561625,0.1325125
15,262,0.05566666666666666,0.14594,0.10076666666666667
