δ,Ψ,objective,ζ_total,max_u,max_dual,tail_scenarios,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1,0.5,5.28E+08,2.204629153,175.4442313,3.04E-09,"Tuple{Int64, Float64}[]",226.5700717,237.9891515,0.000311572,25,3.999993188,0.002182855,0.008721976,3.995673,23.43772599,351.5658451,14.99999809
0.8,0.5,5.26E+08,5.28E+08,2.82E+07,2.48E-09,"Tuple{Int64, Float64}[]",224.6375892,238.7150242,0.002913348,25,3.999993731,0.019073697,0.076264316,3.998402426,23.19140418,347.8710209,14.99999819
0.6,0.5,5.24E+08,5.28E+08,2.82E+07,2.79E-09,"Tuple{Int64, Float64}[]",222.5629584,239.4371776,0.003298419,25,3.999992825,0.021265211,0.084873487,3.991189445,22.96424229,344.4635634,14.99999691
0.4,0.5,5.22E+08,5.28E+08,2.83E+07,2.14E-09,"Tuple{Int64, Float64}[]",220.5613511,240.1152491,0.002500304,25,3.999994466,0.016192642,0.064675754,3.994144642,22.73481999,341.0222548,14.99999801
0.2,0.5,5.21E+08,5.28E+08,2.83E+07,5.40E-09,"Tuple{Int64, Float64}[]",218.7128468,240.749477,0.006736721,25,3.999984775,0.042314522,0.168349214,3.978520955,22.50306828,337.5458288,14.99999131
