δ,Ψ,objective,ζ_total,max_u,max_dual,tail_scenarios,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1,0.5,5.32E+08,2.134289759,170.3978736,1.30E-09,"Tuple{Int64, Float64}[]",192.1193786,53.54287557,106.5463647,25,3.999997087,15.81516174,63.26064284,3.999999738,9.527548726,246.2177252,25.84271488
0.8,0.5,5.30E+08,5.32E+08,2.42E+07,2.61E-09,"Tuple{Int64, Float64}[]",190.2141936,55.27062162,106.1045803,25,3.999993204,14.34502067,57.37993392,3.99998963,9.743256481,251.8087197,25.84441046
0.6,0.5,5.28E+08,5.32E+08,2.42E+07,3.16E-09,"Tuple{Int64, Float64}[]",188.224675,57.19394144,105.6380826,25,3.999991996,13.06459779,52.25837131,3.999998481,9.897545816,255.4216127,25.80656028
0.4,0.5,5.26E+08,5.32E+08,2.41E+07,5.18E-09,"Tuple{Int64, Float64}[]",185.9933557,59.14051612,105.2577751,25,3.999986829,11.58361006,46.33436712,3.999993688,10.08664113,259.411941,25.71836726
0.2,0.5,5.25E+08,5.32E+08,2.41E+07,1.15E-08,"[(16, 1.0e-8), (22, 1.0e-8), (27, 1.0e-8), (1, 1.0e-8)]",183.9573498,61.13320298,104.782736,25,3.999969833,10.29436583,41.17681111,3.999936645,10.2345189,263.1132796,25.70841699
