delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1.0,0.5,4.831240744171843e9,184.84160162491474,15271.070448921917,1.6936932157600306e-8,"[(9, 2.0e-8)]",8999.964526216267,7.999493301764878,184.4210271031658,69.12898771844402,130.41909388527282,35.078187148221005,3.9999947497460555,0.15946126890395154,0.636448783113812,3.991243688755323,17.84249350643768,350.7545586210359,19.658382304832088
0.75,0.5,4.811627946447423e9,4.819400915192127e9,1.7345642973275456e8,3.1561024366830992e-9,"Tuple{Int64, Float64}[]",21375.61612701725,5.999414787140441,182.95336501878802,71.2638505339811,128.43309097227151,36.0523346426079,3.9999921875787687,0.1703831672862803,0.6768230588767487,3.972358711582938,17.43692183319655,341.48761596820793,19.584168538169454
0.5,0.5,4.7920678848157425e9,4.819339581206826e9,1.7352068617825046e8,3.5331967721883692e-9,"Tuple{Int64, Float64}[]",31050.618113263365,3.999518706075946,181.74598816965576,71.22013674275964,128.1964096222528,36.853300168689216,3.999991440402608,0.17196599684065303,0.685147048979471,3.9842007232065844,17.115822479124287,333.96522500691805,19.512075765815318
0.25,0.5,4.772546520393049e9,4.8193037855983715e9,1.735819819815812e8,4.151629069270675e-9,"Tuple{Int64, Float64}[]",36202.64109584888,1.9988522388158614,180.2897929988424,71.16071008625077,128.0893968974806,37.38528796230903,3.999989542989,0.2909302466457178,1.1579947984374404,3.980317659605864,16.842200963158703,326.68652696913534,19.39690232195557
