Time,Scenario,Residual
1,10,2.5764771162783973e-5
1,11,-0.00010039390367655443
1,12,3.118650436917392e-5
1,13,0.00013739267558410262
1,14,8.102429134027034e-5
1,15,0.00021124734682498314
1,16,-0.00036732871364097974
1,17,0.00010849821770797519
1,18,0.0014583129424723396
1,19,-9.021902022698924e-5
1,1,-0.00012019051811940074
1,20,0.00011983178317542809
1,21,6.404131867121521e-5
1,22,6.942604050763634e-5
1,23,-2.8970417645268753e-5
1,24,2.0741663354861828e-5
1,25,-0.00018151033276936346
1,26,3.489924015287471e-5
1,27,0.0001005163230614059
1,28,-8.32613052903497e-6
1,29,3.267873335666138e-5
1,2,-0.0003770951235200215
1,30,0.00010260487504787363
1,3,-0.00013862870126057913
1,4,-0.00014700450104232488
1,5,8.413078925428863e-5
1,6,0.0025871645314934355
1,7,5.173050517903732e-5
1,8,0.00010218738224754276
1,9,-0.0004095964367136773
2,10,-5.29620690450372e-5
2,11,-0.00012069820766491546
2,12,2.411551370151699e-5
2,13,-0.0032113985652539867
2,14,7.811070622931737e-5
2,15,0.00018369567531451025
2,16,-9.411739674103359e-5
2,17,0.00026630933621785147
2,18,-0.00048261380840664003
2,19,-0.0004753624627014119
2,1,-0.00023255771388441815
2,20,4.6330531167093625e-5
2,21,8.258336831179491e-5
2,22,8.302506411794752e-5
2,23,-8.678414391560807e-6
2,24,5.737129425753551e-6
2,25,0.008932119935340488
2,26,-0.0008107241760191286
2,27,0.00015383050312678392
2,28,-1.2343239467860201e-5
2,29,2.7510649468709403e-5
2,2,0.003056653449136526
2,30,0.00010413204144477106
2,3,-2.389256153811914e-5
2,4,-7.132805607490411e-6
2,5,0.00011319126171027705
2,6,-0.0006208850768176788
2,7,0.00023828083835386593
2,8,0.00011000770454483444
2,9,0.00030760853903188945
3,10,6.363908287188025e-5
3,11,0.00028022037039754366
3,12,9.11863056884954e-6
3,13,-0.00017133363519850064
3,14,5.620612622436738e-5
3,15,0.0001853223549126426
3,16,-0.00020594342892810147
3,17,-0.0001472942849467529
3,18,-0.0002986577302506177
3,19,-0.00023698336531641218
3,1,-0.0005125432412151909
3,20,7.868584100378939e-5
3,21,7.872818937038062e-5
3,22,0.00017808140660946492
3,23,-3.408280298700106e-5
3,24,2.8870442700501542e-5
3,25,-0.00045575833190625303
3,26,-7.918140828611087e-5
3,27,9.989582204106284e-6
3,28,-1.810204556473849e-5
3,29,5.3063490031313165e-5
3,2,-0.0003261138874748326
3,30,0.0003492283584947131
3,3,4.975175779531327e-5
3,4,-4.553274466267965e-5
3,5,0.00010963250851503403
3,6,-0.00045904899275583944
3,7,3.143787691772815e-5
3,8,-0.001574817953961194
3,9,-9.330795520767765e-5
4,10,-8.063735278618367e-6
4,11,-0.0006803294203798771
4,12,-9.220740118998094e-6
4,13,0.0028569928934114586
4,14,9.711571339732217e-5
4,15,-0.00023531529330433898
4,16,-0.0001043416636186123
4,17,0.00011516431714841957
4,18,-3.331973566922386e-5
4,19,-0.0003953639914460183
4,1,-0.00032143294904862785
4,20,9.729247804202146e-5
4,21,2.3217652010742995e-5
4,22,8.229103563106577e-5
4,23,2.6932627052111968e-5
4,24,1.3236702189445282e-5
4,25,-0.0007848484805279554
4,26,0.0003130965675310904
4,27,0.0001302261416480377
4,28,5.720593129865392e-6
4,29,6.932213757693262e-6
4,2,-3.3471488095848656e-5
4,30,0.00020232966972244526
4,3,5.7218161329863904e-5
4,4,-2.029379951551391e-5
4,5,0.00010558562574924935
4,6,-0.00043824197334885184
4,7,4.151173680799758e-5
4,8,0.008121859517304486
4,9,0.00030760309648680817
5,10,5.930241349894061e-5
5,11,0.00027198862322475037
