Y,T,PV,Wind_Onshore,Wind_Offshore
19,1,0.008454545454545454,0.23464545454545452,0.4735568181818182
19,2,0.024283333333333334,0.40297916666666667,0.79653575
19,3,0.014591379310344828,0.22768448275862063,0.5923470000000001
19,4,0.01984,0.4501579999999999,0.8356210799999998
19,5,0.015747999999999998,0.21915199999999999,0.7247100000000001
19,6,0.046035,0.08747,0.38187780000000004
19,7,0.0,0.1560321428571429,0.5990322857142856
19,8,0.035908333333333334,0.10216666666666667,0.3216535
19,9,0.017294736842105262,0.2059254385964913,0.6599896315789473
19,10,0.036703999999999994,0.3676900000000001,0.7128084000000001
19,11,0.027274561403508774,0.24547719298245615,0.447805789473684
19,12,0.032107142857142855,0.26301071428571426,0.37033414285714283
19,13,0.0,0.125155,0.21592530000000001
19,14,0.020423529411764705,0.08059411764705883,0.3735370588235294
19,15,0.05545555555555555,0.19656031746031744,0.6215128095238097
19,16,0.010682432432432432,0.13848513513513516,0.5028835135135136
19,17,0.007462962962962961,0.2881166666666667,0.6308080000000001
19,18,0.079534375,0.32996562500000004,0.76892775
19,19,0.0041849999999999995,0.145595,0.6354828000000001
19,20,0.30793333333333334,0.0773,0.3774785
19,21,0.012051250000000001,0.22236125,0.28290007500000003
19,22,0.05027564102564103,0.11868974358974359,0.21680623076923075
19,23,0.005213636363636364,0.14153636363636363,0.5000997272727271
19,24,0.34254999999999997,0.09994166666666666,0.4261985000000001
19,25,0.008180555555555555,0.10547222222222223,0.5394386666666668
19,26,0.42289166666666667,0.07540833333333333,0.476064
19,27,0.023168421052631578,0.06317894736842106,0.3670163684210527
19,28,0.46469000000000005,0.04099,0.1950888
19,29,0.017457894736842106,0.0573578947368421,0.13470805263157895
19,30,0.34286,0.05774,0.055332000000000006
19,31,0.009730555555555555,0.06818888888888891,0.06361633333333333
19,32,0.39008333333333334,0.04131666666666667,0.050402
19,33,0.058505454545454534,0.04897090909090909,0.07572163636363634
19,34,0.0025363636363636365,0.055413636363636366,0.16351254545454547
19,35,0.10178333333333332,0.08161666666666667,0.34668049999999995
19,36,0.0060708333333333335,0.0688,0.16046425
19,37,0.2988916666666666,0.05833333333333334,0.065859
19,38,0.0256525,0.12398,0.20025225000000005
19,39,0.37083750000000004,0.15413750000000004,0.27544199999999996
19,40,0.013519444444444445,0.12642222222222219,0.32041133333333327
19,41,0.3682357142857143,0.1994857142857143,0.20747014285714285
19,42,0.05166666666666667,0.225684126984127,0.38922971428571423
19,43,0.07553666666666667,0.3547833333333333,0.6194863999999999
19,44,0.004509090909090909,0.23692272727272726,0.6046341818181818
19,45,0.3159416666666666,0.23695833333333335,0.584785
19,46,0.009816666666666668,0.22091111111111114,0.38078933333333337
19,47,0.04117608695652174,0.3112423913043479,0.555778695652174
19,48,0.061586666666666665,0.14882333333333336,0.39945759999999997
19,49,0.05295833333333333,0.32147499999999996,0.627911625
19,50,0.009159090909090908,0.22763181818181816,0.4475912727272728
19,51,0.3680142857142857,0.18770714285714288,0.3642938571428571
19,52,0.009026470588235294,0.2058,0.36366
19,53,0.3365714285714286,0.18375,0.35226300000000005
19,54,0.05553043478260869,0.17445,0.3803299565217391
19,55,0.01631578947368421,0.3584,0.7043199473684211
19,56,0.32891000000000004,0.33846,0.7885158
19,57,0.02073125,0.15639375,0.63190275
19,58,0.025363636363636366,0.12964545454545454,0.2479341818181818
19,59,0.3461666666666667,0.17599166666666666,0.226171
19,60,0.005926470588235294,0.09839999999999999,0.1423729411764706
19,61,0.2752357142857143,0.11822857142857143,0.148248
19,62,0.044550000000000006,0.15136935483870967,0.29579719354838707
19,63,0.042812068965517244,0.333405172413793,0.582867
19,64,0.06399285714285714,0.13555535714285713,0.36424414285714285
19,65,0.45415,0.17991875,0.30079162500000006
19,66,0.005166666666666667,0.2914866666666666,0.40666699999999995
19,67,0.10064666666666668,0.3286233333333332,0.5181024
19,68,0.034229166666666665,0.2421833333333333,0.37093899999999996
19,69,0.6162799999999999,0.20784000000000002,0.2626704
19,70,0.02660833333333333,0.1406722222222222,0.16083400000000003
19,71,0.3137642857142858,0.2134857142857143,0.1716634285714286
19,72,0.02325,0.30716666666666664,0.392892
