year,T,PV,Wind,Y
2011,6525,0,0.2544,3
2011,6526,0,0.2648,3
2011,6527,0,0.2814,3
2011,6528,0,0.2791,3
2011,6529,0,0.2713,3
2011,6530,0,0.2707,3
2011,6531,0,0.2738,3
2011,6532,0,0.2709,3
2011,6533,0,0.277,3
2011,6534,0,0.2847,3
2011,6535,0.009,0.2998,3
2011,6536,0.105,0.2718,3
2011,6537,0.228,0.2203,3
2011,6538,0.338,0.2003,3
2011,6539,0.402,0.2443,3
2011,6540,0.429,0.2823,3
2011,6541,0.425,0.2853,3
2011,6542,0.393,0.2745,3
2011,6543,0.326,0.2567,3
2011,6544,0.229,0.2429,3
2011,6545,0.115,0.2439,3
2011,6546,0.02,0.2538,3
2011,6547,0,0.2538,3
2011,6548,0,0.2344,3
2011,6549,0,0.2094,3
2011,6550,0,0.1818,3
2011,6551,0,0.157,3
2011,6552,0,0.1278,3
2011,6553,0,0.1052,3
2011,6554,0,0.09,3
2011,6555,0,0.076,3
2011,6556,0,0.0657,3
2011,6557,0,0.0601,3
2011,6558,0,0.0596,3
2011,6559,0.006,0.0627,3
2011,6560,0.075,0.0615,3
2011,6561,0.173,0.0463,3
2011,6562,0.259,0.0338,3
2011,6563,0.31,0.0359,3
2011,6564,0.343,0.0527,3
2011,6565,0.355,0.0615,3
2011,6566,0.332,0.0623,3
2011,6567,0.279,0.059,3
2011,6568,0.191,0.0509,3
2011,6569,0.098,0.0497,3
2011,6570,0.016,0.0604,3
2011,6571,0,0.0708,3
2011,6572,0,0.0771,3
2011,6573,0,0.0808,3
2011,6574,0,0.0855,3
2011,6575,0,0.0868,3
2011,6576,0,0.0829,3
2011,6577,0,0.0767,3
2011,6578,0,0.0706,3
2011,6579,0,0.0649,3
2011,6580,0,0.0566,3
2011,6581,0,0.051,3
2011,6582,0,0.0516,3
2011,6583,0.004,0.0582,3
2011,6584,0.059,0.0658,3
2011,6585,0.143,0.0684,3
2011,6586,0.231,0.0724,3
2011,6587,0.315,0.0849,3
2011,6588,0.366,0.1309,3
2011,6589,0.372,0.1653,3
2011,6590,0.331,0.1753,3
2011,6591,0.261,0.1701,3
2011,6592,0.179,0.1619,3
2011,6593,0.089,0.1551,3
2011,6594,0.013,0.164,3
2011,6595,0,0.176,3
2011,6596,0,0.1866,3
2011,6597,0,0.2023,3
2011,6598,0,0.2251,3
2011,6599,0,0.2412,3
2011,6600,0,0.2629,3
2011,6601,0,0.2741,3
2011,6602,0,0.2743,3
2011,6603,0,0.2938,3
2011,6604,0,0.3173,3
2011,6605,0,0.3471,3
2011,6606,0,0.3871,3
2011,6607,0.002,0.4214,3
2011,6608,0.051,0.4425,3
2011,6609,0.128,0.489,3
2011,6610,0.215,0.5634,3
2011,6611,0.307,0.6402,3
2011,6612,0.37,0.7199,3
2011,6613,0.392,0.7677,3
2011,6614,0.38,0.7943,3
2011,6615,0.324,0.7949,3
2011,6616,0.233,0.7808,3
2011,6617,0.123,0.7557,3
2011,6618,0.015,0.7057,3
2011,6619,0,0.6465,3
2011,6620,0,0.595,3
2011,6621,0,0.5533,3
2011,6622,0,0.5412,3
2011,6623,0,0.5384,3
2011,6624,0,0.5366,3
2011,6625,0,0.5483,3
2011,6626,0,0.5631,3
2011,6627,0,0.5769,3
2011,6628,0,0.5939,3
2011,6629,0,0.6003,3
2011,6630,0,0.603,3
2011,6631,0.002,0.606,3
2011,6632,0.059,0.5923,3
2011,6633,0.136,0.6017,3
2011,6634,0.197,0.606,3
2011,6635,0.257,0.6098,3
2011,6636,0.292,0.6046,3
2011,6637,0.281,0.5981,3
2011,6638,0.235,0.5768,3
2011,6639,0.166,0.5502,3
2011,6640,0.102,0.5197,3
2011,6641,0.045,0.4785,3
2011,6642,0.004,0.4543,3
2011,6643,0,0.4297,3
2011,6644,0,0.4105,3
2011,6645,0,0.3959,3
2011,6646,0,0.4017,3
2011,6647,0,0.4108,3
2011,6648,0,0.4179,3
2011,6649,0,0.4345,3
2011,6650,0,0.4429,3
2011,6651,0,0.5173,3
2011,6652,0,0.5642,3
2011,6653,0,0.6017,3
2011,6654,0,0.6202,3
2011,6655,0.002,0.6518,3
2011,6656,0.054,0.6861,3
2011,6657,0.131,0.7107,3
2011,6658,0.201,0.7461,3
2011,6659,0.284,0.7703,3
2011,6660,0.334,0.7923,3
2011,6661,0.34,0.802,3
2011,6662,0.312,0.8043,3
2011,6663,0.254,0.793,3
2011,6664,0.169,0.7545,3
2011,6665,0.073,0.7253,3
2011,6666,0.006,0.7073,3
2011,6667,0,0.6908,3
2011,6668,0,0.657,3
2011,6669,0,0.6207,3
2011,6670,0,0.5969,3
2011,6671,0,0.6016,3
2011,6672,0,0.618,3
2011,6673,0,0.6329,3
2011,6674,0,0.6437,3
2011,6675,0,0.6568,3
2011,6676,0,0.6687,3
2011,6677,0,0.6784,3
2011,6678,0,0.6875,3
2011,6679,0.001,0.689,3
2011,6680,0.045,0.6944,3
2011,6681,0.129,0.7186,3
2011,6682,0.199,0.7392,3
2011,6683,0.233,0.7581,3
2011,6684,0.241,0.7706,3
2011,6685,0.242,0.7736,3
2011,6686,0.226,0.7613,3
2011,6687,0.189,0.7444,3
2011,6688,0.143,0.7371,3
2011,6689,0.076,0.7512,3
2011,6690,0.007,0.7528,3
2011,6691,0,0.7319,3
2011,6692,0,0.6932,3
2011,6693,0,0.6419,3
2011,6694,0,0.601,3
2011,6695,0,0.5883,3
2011,6696,0,0.5796,3
2011,6697,0,0.5596,3
2011,6698,0,0.542,3
2011,6699,0,0.5363,3
2011,6700,0,0.5159,3
2011,6701,0,0.4906,3
2011,6702,0,0.466,3
2011,6703,0,0.4391,3
2011,6704,0.034,0.4136,3
2011,6705,0.134,0.3709,3
2011,6706,0.278,0.4118,3
2011,6707,0.387,0.4161,3
2011,6708,0.436,0.4054,3
2011,6709,0.448,0.4056,3
2011,6710,0.41,0.4223,3
2011,6711,0.329,0.4306,3
2011,6712,0.213,0.4021,3
2011,6713,0.084,0.3479,3
2011,6714,0.006,0.3339,3
2011,6715,0,0.3337,3
2011,6716,0,0.3245,3
2011,6717,0,0.316,3
2011,6718,0,0.3126,3
2011,6719,0,0.3213,3
2011,6720,0,0.3258,3
2011,6721,0,0.3339,3
2011,6722,0,0.3161,3
2011,6723,0,0.2994,3
2011,6724,0,0.2773,3
2011,6725,0,0.247,3
2011,6726,0,0.2117,3
2011,6727,0,0.185,3
2011,6728,0.033,0.1591,3
2011,6729,0.1,0.1393,3
2011,6730,0.159,0.1412,3
2011,6731,0.185,0.1316,3
2011,6732,0.186,0.1215,3
2011,6733,0.175,0.1187,3
2011,6734,0.152,0.118,3
2011,6735,0.116,0.1178,3
2011,6736,0.071,0.117,3
2011,6737,0.026,0.1367,3
2011,6738,0.001,0.1807,3
2011,6739,0,0.2208,3
2011,6740,0,0.2351,3
2011,6741,0,0.2463,3
2011,6742,0,0.2821,3
2011,6743,0,0.2986,3
2011,6744,0,0.3138,3
2011,6745,0,0.3337,3
2011,6746,0,0.3703,3
2011,6747,0,0.3666,3
2011,6748,0,0.3783,3
2011,6749,0,0.4059,3
2011,6750,0,0.4358,3
2011,6751,0,0.4814,3
2011,6752,0.02,0.5088,3
2011,6753,0.072,0.5248,3
2011,6754,0.131,0.5442,3
2011,6755,0.187,0.5532,3
2011,6756,0.226,0.5658,3
2011,6757,0.229,0.562,3
2011,6758,0.209,0.5386,3
2011,6759,0.161,0.5102,3
2011,6760,0.101,0.4577,3
2011,6761,0.04,0.4114,3
2011,6762,0.001,0.3871,3
2011,6763,0,0.3643,3
2011,6764,0,0.3549,3
2011,6765,0,0.3632,3
2011,6766,0,0.3723,3
2011,6767,0,0.3861,3
2011,6768,0,0.3887,3
2011,6769,0,0.3916,3
2011,6770,0,0.3912,3
2011,6771,0,0.3813,3
2011,6772,0,0.3828,3
2011,6773,0,0.3772,3
2011,6774,0,0.3799,3
2011,6775,0,0.3865,3
2011,6776,0.039,0.3977,3
2011,6777,0.126,0.4248,3
2011,6778,0.229,0.4643,3
2011,6779,0.307,0.5033,3
2011,6780,0.354,0.5535,3
2011,6781,0.356,0.589,3
2011,6782,0.311,0.5974,3
2011,6783,0.219,0.5598,3
2011,6784,0.124,0.4931,3
2011,6785,0.05,0.4208,3
2011,6786,0.002,0.3819,3
2011,6787,0,0.3563,3
2011,6788,0,0.3529,3
2011,6789,0,0.3605,3
2011,6790,0,0.3599,3
2011,6791,0,0.3756,3
2011,6792,0,0.3981,3
2011,6793,0,0.4133,3
2011,6794,0,0.4195,3
2011,6795,0,0.4255,3
2011,6796,0,0.4232,3
2011,6797,0,0.4185,3
2011,6798,0,0.4084,3
2011,6799,0,0.395,3
2011,6800,0.026,0.3728,3
2011,6801,0.09,0.3498,3
2011,6802,0.163,0.3526,3
2011,6803,0.229,0.4039,3
2011,6804,0.291,0.4541,3
2011,6805,0.297,0.4724,3
2011,6806,0.267,0.4602,3
2011,6807,0.198,0.4088,3
2011,6808,0.127,0.3373,3
2011,6809,0.053,0.2747,3
2011,6810,0.002,0.231,3
2011,6811,0,0.1969,3
2011,6812,0,0.1683,3
2011,6813,0,0.1392,3
2011,6814,0,0.1155,3
2011,6815,0,0.0965,3
2011,6816,0,0.0806,3
2011,6817,0,0.0714,3
2011,6818,0,0.0695,3
2011,6819,0,0.0763,3
2011,6820,0,0.0819,3
2011,6821,0,0.0893,3
2011,6822,0,0.1024,3
2011,6823,0,0.1095,3
2011,6824,0.018,0.109,3
2011,6825,0.087,0.1072,3
2011,6826,0.18,0.111,3
2011,6827,0.264,0.1161,3
2011,6828,0.304,0.1153,3
2011,6829,0.316,0.1073,3
2011,6830,0.284,0.095,3
2011,6831,0.206,0.0835,3
2011,6832,0.121,0.072,3
2011,6833,0.042,0.0644,3
2011,6834,0.001,0.0695,3
2011,6835,0,0.0735,3
2011,6836,0,0.0737,3
2011,6837,0,0.0729,3
2011,6838,0,0.0713,3
2011,6839,0,0.0699,3
2011,6840,0,0.0688,3
2011,6841,0,0.0686,3
2011,6842,0,0.0698,3
2011,6843,0,0.0699,3
2011,6844,0,0.0698,3
2011,6845,0,0.0743,3
2011,6846,0,0.0845,3
2011,6847,0,0.0961,3
2011,6848,0.018,0.1027,3
2011,6849,0.078,0.093,3
2011,6850,0.155,0.0883,3
2011,6851,0.223,0.0965,3
2011,6852,0.265,0.1011,3
2011,6853,0.263,0.1104,3
2011,6854,0.222,0.1154,3
2011,6855,0.155,0.1105,3
2011,6856,0.094,0.0985,3
2011,6857,0.039,0.1102,3
2011,6858,0.001,0.1499,3
2011,6859,0,0.1854,3
2011,6860,0,0.2065,3
2011,6861,0,0.2196,3
2011,6862,0,0.2284,3
2011,6863,0,0.2385,3
2011,6864,0,0.2427,3
2011,6865,0,0.2443,3
2011,6866,0,0.2452,3
2011,6867,0,0.2455,3
2011,6868,0,0.242,3
2011,6869,0,0.2494,3
2011,6870,0,0.2551,3
2011,6871,0,0.2666,3
2011,6872,0.034,0.2638,3
2011,6873,0.13,0.2424,3
2011,6874,0.237,0.2364,3
2011,6875,0.318,0.2588,3
2011,6876,0.364,0.2884,3
2011,6877,0.381,0.3031,3
2011,6878,0.352,0.3056,3
2011,6879,0.285,0.294,3
2011,6880,0.192,0.286,3
2011,6881,0.089,0.2994,3
2011,6882,0.002,0.3345,3
2011,6883,0,0.3605,3
2011,6884,0,0.377,3
2011,6885,0,0.3841,3
2011,6886,0,0.3879,3
2011,6887,0,0.3947,3
2011,6888,0,0.3937,3
2011,6889,0,0.392,3
2011,6890,0,0.383,3
2011,6891,0,0.3826,3
2011,6892,0,0.394,3
2011,6893,0,0.3839,3
2011,6894,0,0.3821,3
2011,6895,0,0.3725,3
2011,6896,0.034,0.3463,3
2011,6897,0.13,0.3089,3
2011,6898,0.254,0.2898,3
2011,6899,0.347,0.2978,3
2011,6900,0.394,0.302,3
2011,6901,0.398,0.2984,3
2011,6902,0.362,0.2859,3
2011,6903,0.294,0.2648,3
2011,6904,0.196,0.2317,3
2011,6905,0.087,0.2214,3
2011,6906,0.001,0.2305,3
2011,6907,0,0.2251,3
2011,6908,0,0.2298,3
2011,6909,0,0.2278,3
2011,6910,0,0.2261,3
2011,6911,0,0.2231,3
2011,6912,0,0.2226,3
2011,6913,0,0.2179,3
2011,6914,0,0.2095,3
2011,6915,0,0.2004,3
2011,6916,0,0.1974,3
2011,6917,0,0.1889,3
2011,6918,0,0.1856,3
2011,6919,0,0.198,3
2011,6920,0.024,0.2061,3
2011,6921,0.126,0.1943,3
2011,6922,0.257,0.2175,3
2011,6923,0.383,0.2681,3
2011,6924,0.455,0.2871,3
2011,6925,0.445,0.3087,3
2011,6926,0.407,0.3343,3
2011,6927,0.329,0.336,3
2011,6928,0.204,0.327,3
2011,6929,0.082,0.334,3
2011,6930,0.001,0.3585,3
2011,6931,0,0.3818,3
2011,6932,0,0.4034,3
2011,6933,0,0.4371,3
2011,6934,0,0.4664,3
2011,6935,0,0.4895,3
2011,6936,0,0.5219,3
2011,6937,0,0.5446,3
2011,6938,0,0.5783,3
2011,6939,0,0.6061,3
2011,6940,0,0.6194,3
2011,6941,0,0.6356,3
2011,6942,0,0.643,3
2011,6943,0,0.642,3
2011,6944,0.02,0.6238,3
2011,6945,0.093,0.6118,3
2011,6946,0.174,0.5927,3
2011,6947,0.211,0.565,3
2011,6948,0.214,0.5569,3
2011,6949,0.182,0.5538,3
2011,6950,0.144,0.5431,3
2011,6951,0.105,0.5187,3
2011,6952,0.071,0.5069,3
2011,6953,0.025,0.5059,3
2011,6954,0,0.5342,3
2011,6955,0,0.5438,3
2011,6956,0,0.5504,3
2011,6957,0,0.5481,3
2011,6958,0,0.5422,3
2011,6959,0,0.5262,3
2011,6960,0,0.5129,3
2011,6961,0,0.5165,3
2011,6962,0,0.5285,3
2011,6963,0,0.5483,3
2011,6964,0,0.5904,3
2011,6965,0,0.6255,3
2011,6966,0,0.6471,3
2011,6967,0,0.6611,3
2011,6968,0.022,0.6677,3
2011,6969,0.104,0.6712,3
2011,6970,0.191,0.7036,3
2011,6971,0.257,0.721,3
2011,6972,0.293,0.7291,3
2011,6973,0.304,0.7429,3
2011,6974,0.269,0.7599,3
2011,6975,0.202,0.7686,3
2011,6976,0.12,0.7731,3
2011,6977,0.042,0.7648,3
2011,6978,0,0.7468,3
2011,6979,0,0.7239,3
2011,6980,0,0.697,3
2011,6981,0,0.6625,3
2011,6982,0,0.6288,3
2011,6983,0,0.603,3
2011,6984,0,0.577,3
2011,6985,0,0.5449,3
2011,6986,0,0.5106,3
2011,6987,0,0.4724,3
2011,6988,0,0.4198,3
2011,6989,0,0.3821,3
2011,6990,0,0.362,3
2011,6991,0,0.3496,3
2011,6992,0.02,0.3361,3
2011,6993,0.126,0.3025,3
2011,6994,0.246,0.3041,3
2011,6995,0.326,0.3478,3
2011,6996,0.348,0.3645,3
2011,6997,0.333,0.3832,3
2011,6998,0.292,0.3975,3
2011,6999,0.229,0.387,3
2011,7000,0.148,0.3434,3
2011,7001,0.055,0.3031,3
2011,7002,0,0.2964,3
2011,7003,0,0.2916,3
2011,7004,0,0.2838,3
2011,7005,0,0.2735,3
2011,7006,0,0.2604,3
2011,7007,0,0.2463,3
2011,7008,0,0.2356,3
2011,7009,0,0.2252,3
2011,7010,0,0.2193,3
2011,7011,0,0.2188,3
2011,7012,0,0.2159,3
2011,7013,0,0.2096,3
2011,7014,0,0.1951,3
2011,7015,0,0.1769,3
2011,7016,0.017,0.1599,3
2011,7017,0.097,0.1383,3
2011,7018,0.204,0.1216,3
2011,7019,0.282,0.1343,3
2011,7020,0.317,0.1594,3
2011,7021,0.276,0.1815,3
2011,7022,0.211,0.1977,3
2011,7023,0.141,0.2094,3
2011,7024,0.081,0.2321,3
2011,7025,0.025,0.2645,3
2011,7026,0,0.3003,3
2011,7027,0,0.3349,3
2011,7028,0,0.3755,3
2011,7029,0,0.4169,3
2011,7030,0,0.4492,3
2011,7031,0,0.455,3
2011,7032,0,0.4466,3
2011,7033,0,0.4322,3
2011,7034,0,0.4185,3
2011,7035,0,0.4152,3
2011,7036,0,0.4065,3
2011,7037,0,0.4401,3
2011,7038,0,0.467,3
2011,7039,0,0.4968,3
2011,7040,0.01,0.5328,3
2011,7041,0.056,0.5692,3
2011,7042,0.122,0.5949,3
2011,7043,0.189,0.6209,3
2011,7044,0.238,0.6334,3
2011,7045,0.246,0.6279,3
2011,7046,0.216,0.598,3
2011,7047,0.151,0.5495,3
2011,7048,0.083,0.4946,3
2011,7049,0.021,0.4589,3
2011,7050,0,0.4382,3
2011,7051,0,0.4237,3
2011,7052,0,0.4233,3
2011,7053,0,0.4285,3
2011,7054,0,0.4378,3
2011,7055,0,0.4587,3
2011,7056,0,0.4884,3
2011,7057,0,0.5125,3
2011,7058,0,0.5284,3
2011,7059,0,0.5477,3
2011,7060,0,0.5635,3
2011,7061,0,0.5749,3
2011,7062,0,0.5831,3
2011,7063,0,0.5892,3
2011,7064,0.023,0.5973,3
2011,7065,0.12,0.5993,3
2011,7066,0.229,0.6467,3
2011,7067,0.315,0.6803,3
2011,7068,0.361,0.6837,3
2011,7069,0.363,0.6712,3
2011,7070,0.333,0.6492,3
2011,7071,0.262,0.6212,3
2011,7072,0.158,0.5877,3
2011,7073,0.055,0.5569,3
2011,7074,0,0.5422,3
2011,7075,0,0.5302,3
2011,7076,0,0.5161,3
2011,7077,0,0.5124,3
2011,7078,0,0.5043,3
2011,7079,0,0.4832,3
2011,7080,0,0.4555,3
2011,7081,0,0.4379,3
2011,7082,0,0.4291,3
2011,7083,0,0.4121,3
2011,7084,0,0.3909,3
2011,7085,0,0.3703,3
2011,7086,0,0.3567,3
2011,7087,0,0.3403,3
2011,7088,0.009,0.3263,3
2011,7089,0.061,0.3159,3
2011,7090,0.127,0.3033,3
2011,7091,0.193,0.3164,3
2011,7092,0.232,0.3256,3
2011,7093,0.23,0.3797,3
2011,7094,0.198,0.4512,3
2011,7095,0.146,0.5065,3
2011,7096,0.078,0.5628,3
2011,7097,0.021,0.6194,3
2011,7098,0,0.6693,3
2011,7099,0,0.7171,3
2011,7100,0,0.7542,3
2011,7101,0,0.7722,3
2011,7102,0,0.7845,3
2011,7103,0,0.7904,3
2011,7104,0,0.7841,3
2011,7105,0,0.7759,3
2011,7106,0,0.7661,3
2011,7107,0,0.76,3
2011,7108,0,0.7541,3
2011,7109,0,0.7464,3
2011,7110,0,0.7345,3
2011,7111,0,0.7227,3
2011,7112,0.008,0.7114,3
2011,7113,0.069,0.696,3
2011,7114,0.167,0.6921,3
2011,7115,0.254,0.6918,3
2011,7116,0.31,0.6891,3
2011,7117,0.324,0.6919,3
2011,7118,0.28,0.705,3
2011,7119,0.193,0.7193,3
2011,7120,0.1,0.73,3
2011,7121,0.02,0.7448,3
2011,7122,0,0.7595,3
2011,7123,0,0.7663,3
2011,7124,0,0.7577,3
2011,7125,0,0.749,3
2011,7126,0,0.7331,3
2011,7127,0,0.7145,3
2011,7128,0,0.6965,3
2011,7129,0,0.682,3
2011,7130,0,0.668,3
2011,7131,0,0.6566,3
2011,7132,0,0.6345,3
2011,7133,0,0.6026,3
2011,7134,0,0.5629,3
2011,7135,0,0.5085,3
2011,7136,0.003,0.4695,3
2011,7137,0.04,0.4189,3
2011,7138,0.099,0.3829,3
2011,7139,0.182,0.3556,3
2011,7140,0.232,0.3406,3
2011,7141,0.239,0.3301,3
2011,7142,0.21,0.3268,3
2011,7143,0.148,0.322,3
2011,7144,0.074,0.3174,3
2011,7145,0.017,0.3116,3
2011,7146,0,0.3121,3
2011,7147,0,0.2999,3
2011,7148,0,0.2744,3
2011,7149,0,0.2381,3
2011,7150,0,0.2044,3
2011,7151,0,0.1705,3
2011,7152,0,0.1477,3
2011,7153,0,0.1387,3
2011,7154,0,0.1314,3
2011,7155,0,0.129,3
2011,7156,0,0.13,3
2011,7157,0,0.1266,3
2011,7158,0,0.1303,3
2011,7159,0,0.1339,3
2011,7160,0.003,0.1393,3
2011,7161,0.04,0.1526,3
2011,7162,0.1,0.164,3
2011,7163,0.157,0.1891,3
2011,7164,0.204,0.2209,3
2011,7165,0.222,0.2486,3
2011,7166,0.2,0.2533,3
2011,7167,0.147,0.2381,3
2011,7168,0.082,0.2219,3
2011,7169,0.019,0.2265,3
2011,7170,0,0.2486,3
2011,7171,0,0.2633,3
2011,7172,0,0.2778,3
2011,7173,0,0.2809,3
2011,7174,0,0.2758,3
2011,7175,0,0.2767,3
2011,7176,0,0.2902,3
2011,7177,0,0.3092,3
2011,7178,0,0.3289,3
2011,7179,0,0.3453,3
2011,7180,0,0.3477,3
2011,7181,0,0.3521,3
2011,7182,0,0.3546,3
2011,7183,0,0.354,3
2011,7184,0.001,0.3399,3
2011,7185,0.029,0.3125,3
2011,7186,0.077,0.2876,3
2011,7187,0.122,0.2634,3
2011,7188,0.149,0.2386,3
2011,7189,0.148,0.2103,3
2011,7190,0.123,0.1752,3
2011,7191,0.086,0.1488,3
2011,7192,0.044,0.1442,3
2011,7193,0.01,0.1519,3
2011,7194,0,0.1664,3
2011,7195,0,0.1829,3
2011,7196,0,0.2034,3
2011,7197,0,0.2297,3
2011,7198,0,0.2581,3
2011,7199,0,0.2806,3
2011,7200,0,0.2898,3
2011,7201,0,0.2892,3
2011,7202,0,0.2834,3
2011,7203,0,0.2772,3
2011,7204,0,0.2656,3
2011,7205,0,0.251,3
2011,7206,0,0.2444,3
2011,7207,0,0.2323,3
2011,7208,0.017,0.2145,3
2011,7209,0.127,0.1913,3
2011,7210,0.26,0.1656,3
2011,7211,0.36,0.1871,3
2011,7212,0.39,0.2521,3
2011,7213,0.36,0.3192,3
2011,7214,0.295,0.3274,3
2011,7215,0.215,0.3514,3
2011,7216,0.118,0.3818,3
2011,7217,0.027,0.4145,3
2011,7218,0,0.4355,3
2011,7219,0,0.4647,3
2011,7220,0,0.4919,3
2011,7221,0,0.5053,3
2011,7222,0,0.5061,3
2011,7223,0,0.5054,3
2011,7224,0,0.5043,3
2011,7225,0,0.5006,3
2011,7226,0,0.4919,3
2011,7227,0,0.4881,3
2011,7228,0,0.4947,3
2011,7229,0,0.5102,3
2011,7230,0,0.5275,3
2011,7231,0,0.5488,3
2011,7232,0.003,0.5503,3
2011,7233,0.034,0.5469,3
2011,7234,0.095,0.5484,3
2011,7235,0.166,0.5743,3
2011,7236,0.207,0.6,3
2011,7237,0.195,0.6219,3
2011,7238,0.164,0.6357,3
2011,7239,0.121,0.6463,3
2011,7240,0.062,0.6485,3
2011,7241,0.008,0.6404,3
2011,7242,0,0.608,3
2011,7243,0,0.5714,3
2011,7244,0,0.5402,3
2011,7245,0,0.5129,3
2011,7246,0,0.5035,3
2011,7247,0,0.5162,3
2011,7248,0,0.5141,3
2011,7249,0,0.5091,3
2011,7250,0,0.4989,3
2011,7251,0,0.505,3
2011,7252,0,0.5008,3
2011,7253,0,0.4662,3
2011,7254,0,0.4386,3
2011,7255,0,0.4043,3
2011,7256,0.002,0.3625,3
2011,7257,0.038,0.3231,3
2011,7258,0.102,0.2967,3
2011,7259,0.154,0.3199,3
2011,7260,0.187,0.3533,3
2011,7261,0.194,0.3787,3
2011,7262,0.168,0.3878,3
2011,7263,0.123,0.3812,3
2011,7264,0.061,0.3673,3
2011,7265,0.011,0.3752,3
2011,7266,0,0.3833,3
2011,7267,0,0.3687,3
2011,7268,0,0.3514,3
2011,7269,0,0.3506,3
2011,7270,0,0.3556,3
2011,7271,0,0.36,3
2011,7272,0,0.3707,3
2011,7273,0,0.3809,3
2011,7274,0,0.3853,3
2011,7275,0,0.3867,3
2011,7276,0,0.3861,3
2011,7277,0,0.4097,3
2011,7278,0,0.4492,3
2011,7279,0,0.489,3
2011,7280,0.002,0.5048,3
2011,7281,0.029,0.5138,3
2011,7282,0.068,0.5197,3
2011,7283,0.105,0.5242,3
2011,7284,0.129,0.5596,3
2011,7285,0.134,0.5949,3
2011,7286,0.122,0.6304,3
2011,7287,0.089,0.6357,3
2011,7288,0.047,0.6227,3
2011,7289,0.008,0.589,3
2011,7290,0,0.5417,3
2011,7291,0,0.5001,3
2011,7292,0,0.4479,3
2011,7293,0,0.3823,3
2011,7294,0,0.3324,3
2011,7295,0,0.3007,3
2011,7296,0,0.2636,3
2011,7297,0,0.2261,3
2011,7298,0,0.1992,3
2011,7299,0,0.1951,3
2011,7300,0,0.2039,3
2011,7301,0,0.2142,3
2011,7302,0,0.2169,3
2011,7303,0,0.2135,3
2011,7304,0.001,0.2084,3
2011,7305,0.048,0.1971,3
2011,7306,0.156,0.1872,3
2011,7307,0.3,0.2129,3
2011,7308,0.398,0.2458,3
2011,7309,0.413,0.2599,3
2011,7310,0.378,0.2566,3
2011,7311,0.293,0.233,3
2011,7312,0.165,0.2148,3
2011,7313,0.027,0.2238,3
2011,7314,0,0.2393,3
2011,7315,0,0.2588,3
2011,7316,0,0.2889,3
2011,7317,0,0.3119,3
2011,7318,0,0.3247,3
2011,7319,0,0.3214,3
2011,7320,0,0.3208,3
2011,7321,0,0.319,3
2011,7322,0,0.333,3
2011,7323,0,0.353,3
2011,7324,0,0.3731,3
2011,7325,0,0.4078,3
2011,7326,0,0.4468,3
2011,7327,0,0.4823,3
2011,7328,0.004,0.509,3
2011,7329,0.057,0.5258,3
2011,7330,0.153,0.5479,3
2011,7331,0.244,0.6027,3
2011,7332,0.301,0.6368,3
2011,7333,0.323,0.6536,3
2011,7334,0.289,0.6405,3
2011,7335,0.191,0.6216,3
2011,7336,0.075,0.614,3
2011,7337,0.005,0.6189,3
2011,7338,0,0.6231,3
2011,7339,0,0.6299,3
2011,7340,0,0.6406,3
2011,7341,0,0.6379,3
2011,7342,0,0.6248,3
2011,7343,0,0.5932,3
2011,7344,0,0.5552,3
2011,7345,0,0.5211,3
2011,7346,0,0.4935,3
2011,7347,0,0.478,3
2011,7348,0,0.4544,3
2011,7349,0,0.4534,3
2011,7350,0,0.4489,3
2011,7351,0,0.4336,3
2011,7352,0,0.4502,3
2011,7353,0.021,0.4224,3
2011,7354,0.065,0.4023,3
2011,7355,0.103,0.393,3
2011,7356,0.122,0.4055,3
2011,7357,0.122,0.4099,3
2011,7358,0.107,0.4135,3
2011,7359,0.08,0.4214,3
2011,7360,0.039,0.4281,3
2011,7361,0.004,0.4398,3
2011,7362,0,0.4382,3
2011,7363,0,0.4387,3
2011,7364,0,0.4234,3
2011,7365,0,0.3937,3
2011,7366,0,0.3732,3
2011,7367,0,0.3497,3
2011,7368,0,0.3198,3
2011,7369,0,0.2868,3
2011,7370,0,0.2475,3
2011,7371,0,0.2213,3
2011,7372,0,0.2014,3
2011,7373,0,0.1753,3
2011,7374,0,0.1538,3
2011,7375,0,0.1425,3
2011,7376,0,0.1328,3
2011,7377,0.017,0.1251,3
2011,7378,0.056,0.1118,3
2011,7379,0.1,0.1006,3
2011,7380,0.142,0.1019,3
2011,7381,0.168,0.1073,3
2011,7382,0.169,0.1115,3
2011,7383,0.131,0.1101,3
2011,7384,0.064,0.1181,3
2011,7385,0.007,0.1493,3
2011,7386,0,0.1723,3
2011,7387,0,0.1795,3
2011,7388,0,0.1743,3
2011,7389,0,0.1652,3
2011,7390,0,0.148,3
2011,7391,0,0.124,3
2011,7392,0,0.1043,3
2011,7393,0,0.0898,3
2011,7394,0,0.0778,3
2011,7395,0,0.0663,3
2011,7396,0,0.0592,3
2011,7397,0,0.0596,3
2011,7398,0,0.0649,3
2011,7399,0,0.0709,3
2011,7400,0,0.0733,3
2011,7401,0.024,0.0683,3
2011,7402,0.082,0.0622,3
2011,7403,0.146,0.0639,3
2011,7404,0.198,0.0743,3
2011,7405,0.22,0.095,3
2011,7406,0.216,0.1123,3
2011,7407,0.156,0.1195,3
2011,7408,0.081,0.1293,3
2011,7409,0.01,0.1536,3
2011,7410,0,0.1815,3
