year,T,PV,Wind,Y
2016,625,0,0.2931,8
2016,626,0,0.2654,8
2016,627,0,0.2575,8
2016,628,0,0.2816,8
2016,629,0,0.335,8
2016,630,0,0.3868,8
2016,631,0,0.4533,8
2016,632,0,0.495,8
2016,633,0.006,0.5139,8
2016,634,0.022,0.5304,8
2016,635,0.038,0.5428,8
2016,636,0.057,0.5481,8
2016,637,0.062,0.5556,8
2016,638,0.061,0.553,8
2016,639,0.041,0.5209,8
2016,640,0.014,0.5176,8
2016,641,0,0.5468,8
2016,642,0,0.5558,8
2016,643,0,0.5571,8
2016,644,0,0.543,8
2016,645,0,0.5161,8
2016,646,0,0.5276,8
2016,647,0,0.5247,8
2016,648,0,0.5285,8
2016,649,0,0.538,8
2016,650,0,0.5367,8
2016,651,0,0.5328,8
2016,652,0,0.5309,8
2016,653,0,0.5359,8
2016,654,0,0.5351,8
2016,655,0,0.5438,8
2016,656,0,0.5609,8
2016,657,0.042,0.5782,8
2016,658,0.107,0.5929,8
2016,659,0.151,0.6056,8
2016,660,0.153,0.6376,8
2016,661,0.125,0.6641,8
2016,662,0.092,0.685,8
2016,663,0.054,0.7126,8
2016,664,0.02,0.7486,8
2016,665,0,0.7839,8
2016,666,0,0.7922,8
2016,667,0,0.7941,8
2016,668,0,0.7857,8
2016,669,0,0.7797,8
2016,670,0,0.7726,8
2016,671,0,0.7594,8
2016,672,0,0.7798,8
2016,673,0,0.8253,8
2016,674,0,0.8675,8
2016,675,0,0.8999,8
2016,676,0,0.9211,8
2016,677,0,0.9399,8
2016,678,0,0.9536,8
2016,679,0,0.9644,8
2016,680,0,0.9625,8
2016,681,0.006,0.9649,8
2016,682,0.057,0.9603,8
2016,683,0.133,0.9433,8
2016,684,0.189,0.925,8
2016,685,0.19,0.9069,8
2016,686,0.154,0.8789,8
2016,687,0.077,0.8464,8
2016,688,0.017,0.8232,8
2016,689,0,0.8165,8
2016,690,0,0.8145,8
2016,691,0,0.8248,8
2016,692,0,0.8484,8
2016,693,0,0.8657,8
2016,694,0,0.8635,8
2016,695,0,0.8559,8
2016,696,0,0.8315,8
2016,697,0,0.8045,8
2016,698,0,0.7943,8
2016,699,0,0.8009,8
2016,700,0,0.7929,8
2016,701,0,0.7705,8
2016,702,0,0.7624,8
2016,703,0,0.7653,8
2016,704,0,0.768,8
2016,705,0.012,0.766,8
2016,706,0.055,0.7737,8
2016,707,0.106,0.8024,8
2016,708,0.143,0.8314,8
2016,709,0.154,0.8459,8
2016,710,0.136,0.8454,8
2016,711,0.082,0.8398,8
2016,712,0.025,0.8311,8
2016,713,0,0.8093,8
2016,714,0,0.7842,8
2016,715,0,0.7542,8
2016,716,0,0.7189,8
2016,717,0,0.6778,8
2016,718,0,0.6466,8
2016,719,0,0.6162,8
2016,720,0,0.5911,8
2016,721,0,0.5346,8
2016,722,0,0.4796,8
2016,723,0,0.4511,8
2016,724,0,0.4174,8
2016,725,0,0.3679,8
2016,726,0,0.3312,8
2016,727,0,0.3028,8
2016,728,0,0.2697,8
2016,729,0.003,0.249,8
2016,730,0.025,0.2319,8
2016,731,0.049,0.2183,8
2016,732,0.078,0.2102,8
2016,733,0.088,0.2076,8
2016,734,0.086,0.2011,8
2016,735,0.06,0.1893,8
2016,736,0.021,0.1854,8
2016,737,0,0.1876,8
2016,738,0,0.1817,8
2016,739,0,0.1987,8
2016,740,0,0.242,8
2016,741,0,0.3022,8
2016,742,0,0.3756,8
2016,743,0,0.4538,8
2016,744,0,0.5421,8
2016,745,0,0.6509,8
2016,746,0,0.6797,8
2016,747,0,0.7213,8
2016,748,0,0.7605,8
2016,749,0,0.7989,8
2016,750,0,0.8456,8
2016,751,0,0.8761,8
2016,752,0,0.895,8
2016,753,0.012,0.9191,8
2016,754,0.053,0.9349,8
2016,755,0.109,0.9404,8
2016,756,0.156,0.9448,8
2016,757,0.176,0.9487,8
2016,758,0.149,0.9499,8
2016,759,0.102,0.9493,8
2016,760,0.037,0.9452,8
2016,761,0.001,0.9394,8
2016,762,0,0.9342,8
2016,763,0,0.9353,8
2016,764,0,0.938,8
2016,765,0,0.9399,8
2016,766,0,0.9402,8
2016,767,0,0.939,8
2016,768,0,0.9362,8
2016,769,0,0.9326,8
2016,770,0,0.9284,8
2016,771,0,0.9244,8
2016,772,0,0.92,8
2016,773,0,0.9151,8
2016,774,0,0.9064,8
2016,775,0,0.8947,8
2016,776,0,0.883,8
2016,777,0.035,0.8717,8
2016,778,0.115,0.8661,8
2016,779,0.197,0.8729,8
2016,780,0.24,0.8755,8
2016,781,0.245,0.8716,8
2016,782,0.217,0.8569,8
2016,783,0.149,0.8288,8
2016,784,0.063,0.7922,8
2016,785,0.003,0.7501,8
2016,786,0,0.7107,8
2016,787,0,0.6732,8
2016,788,0,0.6334,8
2016,789,0,0.607,8
2016,790,0,0.6016,8
2016,791,0,0.5957,8
2016,792,0,0.5818,8
2016,793,0,0.5632,8
2016,794,0,0.5424,8
2016,795,0,0.5133,8
2016,796,0,0.4773,8
2016,797,0,0.4403,8
2016,798,0,0.4199,8
2016,799,0,0.4017,8
2016,800,0,0.3707,8
2016,801,0.035,0.3469,8
2016,802,0.12,0.3287,8
2016,803,0.208,0.3202,8
2016,804,0.258,0.3452,8
2016,805,0.272,0.3538,8
2016,806,0.23,0.3418,8
2016,807,0.158,0.3185,8
2016,808,0.062,0.2997,8
2016,809,0.003,0.2788,8
2016,810,0,0.2641,8
2016,811,0,0.2592,8
2016,812,0,0.2595,8
2016,813,0,0.2633,8
2016,814,0,0.2716,8
2016,815,0,0.284,8
2016,816,0,0.2776,8
2016,817,0,0.2471,8
2016,818,0,0.2234,8
2016,819,0,0.2453,8
2016,820,0,0.3065,8
2016,821,0,0.3475,8
2016,822,0,0.4066,8
2016,823,0,0.4396,8
2016,824,0,0.431,8
2016,825,0.022,0.3937,8
2016,826,0.08,0.3342,8
2016,827,0.143,0.274,8
2016,828,0.191,0.258,8
2016,829,0.196,0.2381,8
2016,830,0.153,0.2014,8
2016,831,0.09,0.179,8
2016,832,0.034,0.1956,8
2016,833,0.001,0.2504,8
2016,834,0,0.3001,8
2016,835,0,0.3264,8
2016,836,0,0.34,8
2016,837,0,0.3555,8
2016,838,0,0.3782,8
2016,839,0,0.4213,8
2016,840,0,0.4472,8
2016,841,0,0.4655,8
2016,842,0,0.4707,8
2016,843,0,0.486,8
2016,844,0,0.5048,8
2016,845,0,0.5372,8
2016,846,0,0.5749,8
2016,847,0,0.6156,8
2016,848,0,0.6407,8
2016,849,0.012,0.653,8
2016,850,0.041,0.6602,8
2016,851,0.071,0.667,8
2016,852,0.097,0.6884,8
2016,853,0.103,0.6795,8
2016,854,0.075,0.6463,8
2016,855,0.043,0.5785,8
2016,856,0.016,0.4954,8
2016,857,0,0.4293,8
2016,858,0,0.3896,8
2016,859,0,0.3702,8
2016,860,0,0.3671,8
2016,861,0,0.3666,8
2016,862,0,0.3621,8
2016,863,0,0.3703,8
2016,864,0,0.3768,8
2016,865,0,0.3589,8
2016,866,0,0.3346,8
2016,867,0,0.3433,8
2016,868,0,0.3477,8
2016,869,0,0.3354,8
2016,870,0,0.3344,8
2016,871,0,0.3468,8
2016,872,0,0.3925,8
2016,873,0.004,0.4432,8
2016,874,0.017,0.4829,8
2016,875,0.032,0.5428,8
2016,876,0.043,0.5788,8
2016,877,0.048,0.5957,8
2016,878,0.041,0.5866,8
2016,879,0.026,0.5663,8
2016,880,0.009,0.5596,8
2016,881,0,0.5688,8
2016,882,0,0.5779,8
2016,883,0,0.6067,8
2016,884,0,0.6182,8
2016,885,0,0.6094,8
2016,886,0,0.6066,8
2016,887,0,0.6,8
2016,888,0,0.5794,8
2016,889,0,0.5606,8
2016,890,0,0.552,8
2016,891,0,0.5496,8
2016,892,0,0.56,8
2016,893,0,0.5881,8
2016,894,0,0.6212,8
2016,895,0,0.6598,8
2016,896,0,0.7023,8
2016,897,0.032,0.7356,8
2016,898,0.092,0.7809,8
2016,899,0.138,0.8119,8
2016,900,0.155,0.8193,8
2016,901,0.156,0.8208,8
2016,902,0.127,0.8201,8
2016,903,0.071,0.8203,8
2016,904,0.021,0.8104,8
2016,905,0,0.7822,8
2016,906,0,0.7347,8
2016,907,0,0.7007,8
2016,908,0,0.6813,8
2016,909,0,0.6748,8
2016,910,0,0.6639,8
2016,911,0,0.632,8
2016,912,0,0.6102,8
2016,913,0,0.5924,8
2016,914,0,0.5712,8
2016,915,0,0.5415,8
2016,916,0,0.5092,8
2016,917,0,0.4877,8
2016,918,0,0.4573,8
2016,919,0,0.419,8
2016,920,0,0.3802,8
2016,921,0.012,0.339,8
2016,922,0.042,0.3183,8
2016,923,0.078,0.3139,8
2016,924,0.109,0.3336,8
2016,925,0.119,0.3619,8
2016,926,0.105,0.3896,8
2016,927,0.072,0.4161,8
2016,928,0.032,0.4405,8
2016,929,0.002,0.4644,8
2016,930,0,0.4716,8
2016,931,0,0.4744,8
2016,932,0,0.4752,8
2016,933,0,0.4767,8
2016,934,0,0.4706,8
2016,935,0,0.477,8
2016,936,0,0.485,8
2016,937,0,0.4882,8
2016,938,0,0.4954,8
2016,939,0,0.4706,8
2016,940,0,0.4478,8
2016,941,0,0.4225,8
2016,942,0,0.4014,8
2016,943,0,0.383,8
2016,944,0.001,0.3522,8
2016,945,0.031,0.3236,8
2016,946,0.092,0.3045,8
2016,947,0.153,0.2989,8
2016,948,0.206,0.3042,8
2016,949,0.213,0.2965,8
2016,950,0.188,0.2997,8
2016,951,0.134,0.2968,8
2016,952,0.056,0.2934,8
2016,953,0.005,0.3152,8
2016,954,0,0.3494,8
2016,955,0,0.3806,8
2016,956,0,0.4149,8
2016,957,0,0.4281,8
2016,958,0,0.4359,8
2016,959,0,0.4324,8
2016,960,0,0.4174,8
2016,961,0,0.3998,8
2016,962,0,0.3898,8
2016,963,0,0.3789,8
2016,964,0,0.3639,8
2016,965,0,0.3358,8
2016,966,0,0.31,8
2016,967,0,0.2957,8
2016,968,0.001,0.2759,8
2016,969,0.077,0.2571,8
2016,970,0.202,0.2285,8
2016,971,0.302,0.2336,8
2016,972,0.372,0.2702,8
2016,973,0.376,0.2965,8
2016,974,0.33,0.3128,8
2016,975,0.244,0.3069,8
2016,976,0.125,0.2924,8
2016,977,0.018,0.2917,8
2016,978,0,0.293,8
2016,979,0,0.2907,8
2016,980,0,0.286,8
2016,981,0,0.2791,8
2016,982,0,0.2803,8
2016,983,0,0.279,8
2016,984,0,0.2711,8
2016,985,0,0.2625,8
2016,986,0,0.2537,8
2016,987,0,0.238,8
2016,988,0,0.2169,8
2016,989,0,0.1967,8
2016,990,0,0.1808,8
2016,991,0,0.1701,8
2016,992,0.003,0.1611,8
2016,993,0.078,0.1531,8
2016,994,0.174,0.1307,8
2016,995,0.275,0.116,8
2016,996,0.33,0.1165,8
2016,997,0.337,0.1058,8
2016,998,0.303,0.0927,8
2016,999,0.229,0.0809,8
2016,1000,0.118,0.0726,8
2016,1001,0.017,0.0732,8
2016,1002,0,0.0779,8
2016,1003,0,0.0881,8
2016,1004,0,0.1033,8
2016,1005,0,0.1208,8
2016,1006,0,0.1368,8
2016,1007,0,0.1475,8
2016,1008,0,0.1515,8
2016,1009,0,0.1551,8
2016,1010,0,0.1579,8
2016,1011,0,0.1597,8
2016,1012,0,0.1679,8
2016,1013,0,0.179,8
2016,1014,0,0.1906,8
2016,1015,0,0.2033,8
2016,1016,0.002,0.2193,8
2016,1017,0.059,0.2267,8
2016,1018,0.145,0.219,8
2016,1019,0.222,0.2198,8
2016,1020,0.275,0.2309,8
2016,1021,0.288,0.2327,8
2016,1022,0.255,0.2263,8
2016,1023,0.176,0.2114,8
2016,1024,0.082,0.2053,8
2016,1025,0.012,0.23,8
2016,1026,0,0.2651,8
2016,1027,0,0.2808,8
2016,1028,0,0.2891,8
2016,1029,0,0.2934,8
2016,1030,0,0.3026,8
2016,1031,0,0.3022,8
2016,1032,0,0.3028,8
2016,1033,0,0.3017,8
2016,1034,0,0.3032,8
2016,1035,0,0.3087,8
2016,1036,0,0.3165,8
2016,1037,0,0.3236,8
2016,1038,0,0.3365,8
2016,1039,0,0.3592,8
2016,1040,0.002,0.3713,8
2016,1041,0.05,0.3527,8
2016,1042,0.122,0.3379,8
2016,1043,0.188,0.3717,8
2016,1044,0.226,0.3867,8
2016,1045,0.221,0.3671,8
2016,1046,0.186,0.3407,8
2016,1047,0.128,0.3114,8
2016,1048,0.061,0.2874,8
2016,1049,0.009,0.2867,8
2016,1050,0,0.2899,8
2016,1051,0,0.2745,8
2016,1052,0,0.2768,8
2016,1053,0,0.274,8
2016,1054,0,0.2763,8
2016,1055,0,0.2714,8
2016,1056,0,0.2702,8
2016,1057,0,0.2689,8
2016,1058,0,0.2625,8
2016,1059,0,0.2598,8
2016,1060,0,0.2559,8
2016,1061,0,0.2521,8
2016,1062,0,0.2486,8
2016,1063,0,0.2507,8
2016,1064,0.004,0.2509,8
2016,1065,0.073,0.2362,8
2016,1066,0.175,0.2331,8
2016,1067,0.266,0.2726,8
2016,1068,0.315,0.3034,8
2016,1069,0.321,0.3204,8
2016,1070,0.29,0.3304,8
2016,1071,0.217,0.3247,8
2016,1072,0.113,0.3222,8
2016,1073,0.022,0.3389,8
2016,1074,0,0.3699,8
2016,1075,0,0.3794,8
2016,1076,0,0.3693,8
2016,1077,0,0.3591,8
2016,1078,0,0.3487,8
2016,1079,0,0.3401,8
2016,1080,0,0.3414,8
2016,1081,0,0.3527,8
2016,1082,0,0.3562,8
2016,1083,0,0.3487,8
2016,1084,0,0.3404,8
2016,1085,0,0.3325,8
2016,1086,0,0.3179,8
2016,1087,0,0.3002,8
2016,1088,0.009,0.2846,8
2016,1089,0.134,0.2478,8
2016,1090,0.276,0.2076,8
2016,1091,0.381,0.2099,8
2016,1092,0.432,0.1946,8
2016,1093,0.429,0.1619,8
2016,1094,0.386,0.1291,8
2016,1095,0.29,0.0975,8
2016,1096,0.156,0.0717,8
2016,1097,0.032,0.0687,8
2016,1098,0,0.0785,8
2016,1099,0,0.0943,8
2016,1100,0,0.1216,8
2016,1101,0,0.1561,8
2016,1102,0,0.1992,8
2016,1103,0,0.2374,8
2016,1104,0,0.264,8
2016,1105,0,0.2943,8
2016,1106,0,0.3244,8
2016,1107,0,0.3564,8
2016,1108,0,0.3936,8
2016,1109,0,0.4289,8
2016,1110,0,0.4777,8
2016,1111,0,0.543,8
2016,1112,0.019,0.577,8
2016,1113,0.114,0.6081,8
2016,1114,0.203,0.6527,8
2016,1115,0.281,0.7131,8
2016,1116,0.321,0.768,8
2016,1117,0.321,0.7979,8
2016,1118,0.284,0.8156,8
2016,1119,0.207,0.8229,8
2016,1120,0.105,0.8203,8
2016,1121,0.021,0.8177,8
2016,1122,0,0.8091,8
2016,1123,0,0.7866,8
2016,1124,0,0.7501,8
2016,1125,0,0.6984,8
2016,1126,0,0.6106,8
2016,1127,0,0.511,8
2016,1128,0,0.4278,8
2016,1129,0,0.3791,8
2016,1130,0,0.3413,8
2016,1131,0,0.3021,8
2016,1132,0,0.2733,8
2016,1133,0,0.2474,8
2016,1134,0,0.2327,8
2016,1135,0,0.2199,8
2016,1136,0.003,0.2074,8
2016,1137,0.019,0.1926,8
2016,1138,0.047,0.1772,8
2016,1139,0.073,0.1684,8
2016,1140,0.092,0.1569,8
2016,1141,0.099,0.1518,8
2016,1142,0.09,0.1487,8
2016,1143,0.068,0.1374,8
2016,1144,0.037,0.1244,8
2016,1145,0.008,0.1205,8
2016,1146,0,0.1233,8
2016,1147,0,0.1252,8
2016,1148,0,0.1304,8
2016,1149,0,0.1345,8
2016,1150,0,0.1397,8
2016,1151,0,0.1492,8
2016,1152,0,0.1633,8
2016,1153,0,0.1802,8
2016,1154,0,0.1955,8
2016,1155,0,0.2064,8
2016,1156,0,0.206,8
2016,1157,0,0.2053,8
2016,1158,0,0.2055,8
2016,1159,0,0.2016,8
2016,1160,0.013,0.1994,8
2016,1161,0.112,0.1842,8
2016,1162,0.228,0.1657,8
2016,1163,0.312,0.1835,8
2016,1164,0.36,0.1982,8
2016,1165,0.361,0.2092,8
2016,1166,0.317,0.2124,8
2016,1167,0.242,0.2052,8
2016,1168,0.136,0.2008,8
2016,1169,0.032,0.2158,8
2016,1170,0,0.2347,8
2016,1171,0,0.2429,8
2016,1172,0,0.2376,8
2016,1173,0,0.2334,8
2016,1174,0,0.227,8
2016,1175,0,0.2185,8
2016,1176,0,0.2176,8
2016,1177,0,0.221,8
2016,1178,0,0.2142,8
2016,1179,0,0.2081,8
2016,1180,0,0.208,8
2016,1181,0,0.2162,8
2016,1182,0,0.2441,8
2016,1183,0,0.2794,8
2016,1184,0.006,0.3249,8
2016,1185,0.057,0.3583,8
2016,1186,0.125,0.4092,8
2016,1187,0.19,0.5116,8
2016,1188,0.196,0.608,8
2016,1189,0.183,0.6771,8
2016,1190,0.133,0.7194,8
2016,1191,0.071,0.7268,8
2016,1192,0.022,0.7104,8
2016,1193,0.003,0.7048,8
2016,1194,0,0.7127,8
2016,1195,0,0.731,8
2016,1196,0,0.7493,8
2016,1197,0,0.7507,8
2016,1198,0,0.7518,8
2016,1199,0,0.745,8
2016,1200,0,0.7382,8
2016,1201,0,0.7303,8
2016,1202,0,0.7118,8
2016,1203,0,0.7043,8
2016,1204,0,0.695,8
2016,1205,0,0.684,8
2016,1206,0,0.682,8
2016,1207,0,0.6841,8
2016,1208,0.002,0.6819,8
2016,1209,0.034,0.6822,8
2016,1210,0.075,0.6854,8
2016,1211,0.102,0.6945,8
2016,1212,0.108,0.7109,8
2016,1213,0.108,0.7255,8
2016,1214,0.103,0.7286,8
2016,1215,0.076,0.7272,8
2016,1216,0.041,0.732,8
2016,1217,0.008,0.7407,8
2016,1218,0,0.7381,8
2016,1219,0,0.7315,8
2016,1220,0,0.74,8
2016,1221,0,0.7472,8
2016,1222,0,0.7512,8
2016,1223,0,0.7556,8
2016,1224,0,0.7541,8
2016,1225,0,0.7481,8
2016,1226,0,0.7306,8
2016,1227,0,0.7075,8
2016,1228,0,0.6773,8
2016,1229,0,0.6402,8
2016,1230,0,0.6014,8
2016,1231,0,0.5653,8
2016,1232,0.002,0.5502,8
2016,1233,0.03,0.5366,8
2016,1234,0.071,0.5505,8
2016,1235,0.116,0.5997,8
2016,1236,0.151,0.6447,8
2016,1237,0.163,0.6843,8
2016,1238,0.15,0.709,8
2016,1239,0.113,0.7001,8
2016,1240,0.064,0.6845,8
2016,1241,0.017,0.6681,8
2016,1242,0,0.6508,8
2016,1243,0,0.6413,8
2016,1244,0,0.6343,8
2016,1245,0,0.6374,8
2016,1246,0,0.6517,8
2016,1247,0,0.6552,8
2016,1248,0,0.6592,8
2016,1249,0,0.6512,8
2016,1250,0,0.6436,8
2016,1251,0,0.6325,8
2016,1252,0,0.6149,8
2016,1253,0,0.5892,8
2016,1254,0,0.5559,8
2016,1255,0,0.5021,8
2016,1256,0.019,0.4411,8
2016,1257,0.105,0.3631,8
2016,1258,0.196,0.3306,8
2016,1259,0.276,0.3572,8
2016,1260,0.327,0.3577,8
2016,1261,0.34,0.3512,8
2016,1262,0.316,0.3408,8
2016,1263,0.257,0.3215,8
2016,1264,0.154,0.2733,8
2016,1265,0.048,0.2488,8
2016,1266,0,0.2563,8
2016,1267,0,0.2524,8
2016,1268,0,0.2484,8
2016,1269,0,0.2486,8
2016,1270,0,0.2517,8
2016,1271,0,0.2566,8
2016,1272,0,0.2593,8
2016,1273,0,0.2618,8
2016,1274,0,0.262,8
2016,1275,0,0.2623,8
2016,1276,0,0.2494,8
2016,1277,0,0.2371,8
2016,1278,0,0.2352,8
2016,1279,0,0.2298,8
2016,1280,0.02,0.2212,8
2016,1281,0.131,0.1926,8
2016,1282,0.271,0.178,8
2016,1283,0.382,0.2084,8
2016,1284,0.432,0.1987,8
2016,1285,0.433,0.1864,8
2016,1286,0.396,0.1812,8
2016,1287,0.317,0.1744,8
2016,1288,0.201,0.1576,8
2016,1289,0.068,0.1515,8
2016,1290,0.001,0.1596,8
2016,1291,0,0.1567,8
2016,1292,0,0.1451,8
2016,1293,0,0.1343,8
2016,1294,0,0.1252,8
2016,1295,0,0.119,8
2016,1296,0,0.1173,8
2016,1297,0,0.1153,8
2016,1298,0,0.1103,8
2016,1299,0,0.1064,8
2016,1300,0,0.1023,8
2016,1301,0,0.0968,8
2016,1302,0,0.092,8
2016,1303,0,0.089,8
2016,1304,0.043,0.086,8
2016,1305,0.153,0.0748,8
2016,1306,0.27,0.0736,8
2016,1307,0.36,0.0793,8
2016,1308,0.406,0.0813,8
2016,1309,0.393,0.0838,8
2016,1310,0.341,0.0872,8
2016,1311,0.266,0.0892,8
2016,1312,0.17,0.0877,8
2016,1313,0.06,0.0956,8
2016,1314,0,0.1086,8
2016,1315,0,0.1163,8
2016,1316,0,0.1211,8
2016,1317,0,0.1257,8
2016,1318,0,0.1281,8
2016,1319,0,0.1299,8
2016,1320,0,0.1336,8
2016,1321,0,0.1386,8
2016,1322,0,0.1434,8
2016,1323,0,0.1457,8
2016,1324,0,0.1469,8
2016,1325,0,0.1446,8
2016,1326,0,0.1397,8
2016,1327,0,0.1298,8
2016,1328,0.037,0.1122,8
2016,1329,0.152,0.0857,8
2016,1330,0.276,0.0783,8
2016,1331,0.364,0.0754,8
2016,1332,0.381,0.0712,8
2016,1333,0.378,0.0708,8
2016,1334,0.324,0.0713,8
2016,1335,0.248,0.067,8
2016,1336,0.144,0.0574,8
2016,1337,0.041,0.0546,8
2016,1338,0,0.0509,8
2016,1339,0,0.0455,8
2016,1340,0,0.0411,8
2016,1341,0,0.0398,8
2016,1342,0,0.0438,8
2016,1343,0,0.0516,8
2016,1344,0,0.0601,8
2016,1345,0,0.0671,8
2016,1346,0,0.0708,8
2016,1347,0,0.0719,8
2016,1348,0,0.0702,8
2016,1349,0,0.0694,8
2016,1350,0,0.0731,8
2016,1351,0,0.0816,8
2016,1352,0.015,0.0933,8
2016,1353,0.085,0.0927,8
2016,1354,0.186,0.0829,8
2016,1355,0.286,0.0975,8
2016,1356,0.341,0.1013,8
2016,1357,0.334,0.0959,8
2016,1358,0.285,0.0893,8
2016,1359,0.205,0.0847,8
2016,1360,0.116,0.0833,8
2016,1361,0.038,0.0964,8
2016,1362,0,0.1191,8
2016,1363,0,0.1336,8
2016,1364,0,0.1372,8
2016,1365,0,0.1335,8
2016,1366,0,0.1235,8
2016,1367,0,0.1122,8
2016,1368,0,0.1018,8
2016,1369,0,0.0939,8
2016,1370,0,0.0898,8
2016,1371,0,0.0894,8
2016,1372,0,0.0929,8
2016,1373,0,0.0963,8
2016,1374,0,0.1008,8
2016,1375,0,0.1054,8
2016,1376,0.037,0.1091,8
2016,1377,0.153,0.0963,8
2016,1378,0.274,0.0882,8
2016,1379,0.363,0.0913,8
2016,1380,0.404,0.0897,8
2016,1381,0.397,0.0875,8
2016,1382,0.346,0.0888,8
2016,1383,0.258,0.0937,8
2016,1384,0.153,0.0971,8
2016,1385,0.051,0.1073,8
2016,1386,0.001,0.1199,8
2016,1387,0,0.1244,8
2016,1388,0,0.1224,8
2016,1389,0,0.1176,8
2016,1390,0,0.115,8
2016,1391,0,0.1136,8
2016,1392,0,0.1108,8
2016,1393,0,0.1076,8
2016,1394,0,0.1075,8
2016,1395,0,0.1127,8
2016,1396,0,0.1184,8
2016,1397,0,0.1228,8
2016,1398,0,0.1237,8
2016,1399,0,0.1205,8
2016,1400,0.043,0.1136,8
2016,1401,0.167,0.0976,8
2016,1402,0.307,0.0866,8
2016,1403,0.422,0.089,8
2016,1404,0.478,0.0881,8
2016,1405,0.492,0.0837,8
2016,1406,0.466,0.081,8
2016,1407,0.388,0.0803,8
2016,1408,0.26,0.0791,8
2016,1409,0.099,0.0786,8
2016,1410,0.002,0.0849,8
2016,1411,0,0.0945,8
2016,1412,0,0.1018,8
2016,1413,0,0.1094,8
2016,1414,0,0.1178,8
2016,1415,0,0.1349,8
2016,1416,0,0.1598,8
2016,1417,0,0.1822,8
2016,1418,0,0.1999,8
2016,1419,0,0.2172,8
2016,1420,0,0.2254,8
2016,1421,0,0.2456,8
2016,1422,0,0.2564,8
2016,1423,0,0.2588,8
2016,1424,0.025,0.2646,8
2016,1425,0.079,0.2824,8
2016,1426,0.151,0.3225,8
2016,1427,0.235,0.4163,8
2016,1428,0.294,0.4753,8
2016,1429,0.335,0.5065,8
2016,1430,0.32,0.5118,8
2016,1431,0.23,0.4945,8
2016,1432,0.127,0.4901,8
2016,1433,0.041,0.51,8
2016,1434,0,0.5286,8
2016,1435,0,0.5421,8
2016,1436,0,0.5565,8
2016,1437,0,0.5668,8
2016,1438,0,0.5719,8
2016,1439,0,0.581,8
2016,1440,0,0.603,8
2016,1441,0,0.6252,8
2016,1442,0,0.6576,8
2016,1443,0,0.6787,8
2016,1444,0,0.6938,8
2016,1445,0,0.6939,8
2016,1446,0,0.6705,8
2016,1447,0,0.6444,8
2016,1448,0.002,0.6211,8
2016,1449,0.021,0.6041,8
2016,1450,0.05,0.5531,8
2016,1451,0.092,0.5272,8
2016,1452,0.169,0.5536,8
2016,1453,0.243,0.589,8
2016,1454,0.248,0.5849,8
2016,1455,0.201,0.5562,8
2016,1456,0.11,0.5306,8
2016,1457,0.031,0.5617,8
2016,1458,0,0.6064,8
2016,1459,0,0.6243,8
2016,1460,0,0.6095,8
2016,1461,0,0.568,8
2016,1462,0,0.5252,8
2016,1463,0,0.4927,8
2016,1464,0,0.4639,8
2016,1465,0,0.4532,8
2016,1466,0,0.498,8
2016,1467,0,0.5233,8
2016,1468,0,0.5122,8
2016,1469,0,0.4698,8
2016,1470,0,0.4137,8
2016,1471,0,0.3844,8
2016,1472,0.023,0.3688,8
2016,1473,0.081,0.3539,8
2016,1474,0.145,0.3782,8
2016,1475,0.189,0.4078,8
2016,1476,0.222,0.4406,8
2016,1477,0.237,0.4655,8
2016,1478,0.224,0.48,8
2016,1479,0.194,0.4976,8
2016,1480,0.125,0.5319,8
2016,1481,0.044,0.5716,8
2016,1482,0.001,0.5935,8
2016,1483,0,0.5939,8
2016,1484,0,0.5867,8
2016,1485,0,0.5702,8
2016,1486,0,0.543,8
2016,1487,0,0.5021,8
2016,1488,0,0.441,8
2016,1489,0,0.3935,8
2016,1490,0,0.3536,8
2016,1491,0,0.3181,8
2016,1492,0,0.3001,8
2016,1493,0,0.2911,8
2016,1494,0,0.2789,8
2016,1495,0,0.2518,8
2016,1496,0.035,0.2036,8
2016,1497,0.132,0.1427,8
2016,1498,0.247,0.1052,8
2016,1499,0.334,0.0762,8
2016,1500,0.386,0.0609,8
2016,1501,0.401,0.0624,8
2016,1502,0.36,0.0715,8
2016,1503,0.266,0.0804,8
2016,1504,0.138,0.0833,8
2016,1505,0.04,0.0999,8
2016,1506,0.001,0.1485,8
2016,1507,0,0.2004,8
2016,1508,0,0.2222,8
2016,1509,0,0.2183,8
2016,1510,0,0.2296,8
2016,1511,0,0.2402,8
2016,1512,0,0.2484,8
2016,1513,0,0.2616,8
2016,1514,0,0.2777,8
2016,1515,0,0.3008,8
2016,1516,0,0.326,8
2016,1517,0,0.3567,8
2016,1518,0,0.3776,8
2016,1519,0,0.3816,8
2016,1520,0.043,0.3709,8
2016,1521,0.13,0.3622,8
2016,1522,0.219,0.3827,8
2016,1523,0.291,0.4122,8
2016,1524,0.322,0.4171,8
2016,1525,0.318,0.422,8
2016,1526,0.292,0.4309,8
2016,1527,0.232,0.4359,8
2016,1528,0.149,0.4049,8
2016,1529,0.057,0.3686,8
2016,1530,0.003,0.3705,8
2016,1531,0,0.3502,8
2016,1532,0,0.3317,8
2016,1533,0,0.3197,8
2016,1534,0,0.3171,8
2016,1535,0,0.3081,8
2016,1536,0,0.3024,8
2016,1537,0,0.3019,8
2016,1538,0,0.3033,8
