delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_PHS
1.0,0.5,4.814870564109322e9,62.89064699151854,1723.8229579780575,2.5159996471756723e-9,"Tuple{Int64, Float64}[]",8999.924515655433,-0.002032433448549479,77.98330260825145,41.017718054514454,73.83200197883285,50.92926432597068,3.999994388056246,0.7030105602316666,2.812003585613325,3.9999450146050033,7.786743698050848,1217.3670050517396,156.33839410387515
0.75,0.5,4.795611821472743e9,4.810368594977631e9,1.9401503261740863e8,3.650992054151418e-9,"Tuple{Int64, Float64}[]",8999.177247002852,-0.005609313672167787,77.18897910444917,40.80101125743204,73.4418116500501,51.29330856164834,3.9999917446422923,1.3932860744438775,5.572703519303514,3.9996836410841383,7.443394314928856,1155.2195910380065,155.20064397516043
0.5,0.5,4.77635890031757e9,4.810480006651022e9,1.9430566639359492e8,5.5083240922215e-9,"Tuple{Int64, Float64}[]",8997.941542851382,-0.011241200886305421,75.85965736778103,40.7048840648739,73.2687812437228,51.540334212120136,3.9999874833038094,1.3739020509278415,5.494316202143175,3.9990596115877994,7.32081642702168,1125.2579337471388,153.70661796595908
0.25,0.5,4.75707674795876e9,4.810515673391156e9,1.944987567183078e8,1.0933913083151963e-8,"[(64, 1.0e-8), (65, 1.0e-8), (66, 1.0e-8)]",8992.46687484984,-0.044879381940591836,74.92045801317428,40.59503878618944,73.07104963644112,51.67030022284057,3.9999747641198744,1.8230360845061049,7.2868806913145825,3.997112702949452,7.2241017616755965,1113.3682865589963,154.11857740785143
