δ,Ψ,objective,ζ_total,max_u,max_dual,tail_scenarios,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1,0.5,5.32E+08,1.994967055,159.582766,2.16E-09,"Tuple{Int64, Float64}[]",180.0958443,43.15534316,120.6055631,25,3.999995106,0.09510376,0.380409945,3.999946421,11.5227126,239.3000287,20.76768179
0.8,0.5,5.30E+08,5.32E+08,2.38E+07,2.63E-09,"Tuple{Int64, Float64}[]",178.9316013,45.31581047,119.7852095,25,3.999993312,0.381620761,1.526432401,3.999867291,11.20737045,233.8399328,20.86483478
0.6,0.5,5.29E+08,5.32E+08,2.38E+07,3.97E-09,"Tuple{Int64, Float64}[]",177.6172284,47.3698759,119.0159471,25,3.999989895,0.382912282,1.531562632,3.99977411,10.97779184,230.2008526,20.96968643
0.4,0.5,5.27E+08,5.32E+08,2.38E+07,5.13E-09,"Tuple{Int64, Float64}[]",176.2497958,49.31874518,118.2963322,25,3.999986951,0.368115247,1.472330913,3.999646642,10.76806509,226.52354,21.03660575
0.2,0.5,5.25E+08,5.32E+08,2.38E+07,1.30E-08,"[(22, 1.0e-8), (16, 1.0e-8), (27, 1.0e-8), (1, 1.0e-8), (26, 1.0e-8), (4, 1.0e-8), (13, 1.0e-8), (29, 1.0e-8)]",175.0353885,51.25097637,117.5253518,25,3.999965741,0.662072119,2.64710008,3.998205036,10.48540401,221.3347555,21.10884381
