delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1,0.5,4.749470628815972e9,9000.02733750008,-0.10568824142229163,117.89154090549775,61.82546863422316,34.233500399157556,61.620300718483605,65.83328755867107,3.999999999999999,2.3595103425671614e-10,9.437601658449363e-10,3.999813642766743,4.428570652802371e-11,1.6666778813873475e-8,376.34668430381356
