Storage,Scenario,dualcvarstorage
H2,11,2.2110970313492837e-12
H2,12,1.0654442316111437e-12
H2,13,0.0999999999982425
H2,19,2.6104377686754993e-12
H2,1,0.0999999999984954
H2,22,0.09999999999834808
H2,23,2.34881574639252e-12
H2,24,0.09999999999507675
H2,26,7.889724025895277e-12
H2,27,0.05000000537464814
H2,29,0.09999999999825306
H2,30,0.09999999999691363
H2,4,0.09999999999610841
H2,7,1.1959925082864464e-12
H2,8,1.8417881755877257e-12
BESS,11,5.650162355553477e-12
BESS,12,2.516480862970254e-12
BESS,13,0.0999999999980904
BESS,19,5.367097073977103e-12
BESS,1,0.09999999999792694
BESS,22,0.09999999999884712
BESS,23,1.7232290957001015e-12
BESS,24,0.09999999998757617
BESS,26,0.05000000374263687
BESS,27,2.1566876417956394e-12
BESS,29,0.09999999999835961
BESS,30,0.0999999999913547
BESS,4,0.09999999999103776
BESS,7,9.1568541574139e-13
BESS,8,1.2769421050532716e-11
