Storage,Time,Scenario,Dual_discharge,Dual_charge,Dual_energy
H2,1,11,-109.19989909891939,-3.5707548455487937e-7,-7.525438303401369e-9
H2,1,12,-3.8137651417299165e-7,-5.275031897254965e-7,-6.103441021081667e-8
H2,1,13,-1.1075295444297968e-6,-3.5707664602220383e-7,-6.973823769790372e-9
H2,1,19,-155.99984737517417,-3.5707589136457975e-7,-5.5942053488850685e-9
H2,1,1,-3.935565944826091e-7,-3.570766998305893e-7,-2.0807397709563993e-8
H2,1,22,-4.2572492121874466e-7,-3.5707662719733915e-7,-1.948580402834937e-8
H2,1,23,-3.944893446581557e-7,-4.7243998152597485e-7,-3.8293628438136566e-8
H2,1,24,-3.768364777601299e-7,-7.549179139957967e-7,-1.0203016310634899e-7
H2,1,26,-4.060240663070277e-7,-6.586761111657165e-7,-4.4060060173490974e-8
H2,1,27,-6.926352814530529e-7,-3.791531807274659e-7,-1.934328361850495e-8
H2,1,29,-3.646785209293909e-7,-4.717937694278677e-7,-6.424757838715543e-8
H2,1,30,-3.562637595366024e-7,-169.95326557599938,-2.4235629503154664e-7
H2,1,4,-7.447240035891125e-6,-3.564393564911899e-7,-1.3453038680087558e-8
H2,1,7,-4.4938747445844004e-7,-3.5707525865169166e-7,-1.7135490663992838e-8
H2,1,8,-3.5626379321533836e-7,-20.019881528810878,-1.6417658862275603e-7
H2,2,11,-3.7563549743093327e-7,-1.068474328902833e-6,-8.383383381778233e-9
H2,2,12,-3.923797346381633e-7,-5.575576751934965e-7,-7.967950759334599e-8
H2,2,13,-3.562637686736124e-7,-56.05568151358928,-7.377805317219896e-9
H2,2,19,-3.611678530313489e-7,-1.0656467776741456e-5,-7.515221108708856e-9
H2,2,1,-3.8213418754007767e-7,-3.570765399134171e-7,-1.802237895013779e-8
H2,2,22,-2.699190054920619e-6,-3.5707656496850557e-7,-6.344005890703563e-9
H2,2,23,-4.1025776421495686e-7,-5.042378949971261e-7,-3.5938669052186314e-8
H2,2,24,-3.982632956377709e-7,-3.837369256999794e-7,-5.762359082955221e-8
H2,2,26,-3.728806501284087e-7,-5.962405027933269e-7,-1.4447691879716322e-7
H2,2,27,-3.902865312513988e-7,-1.093390605535202e-6,-2.1542851962147384e-8
H2,2,29,-3.9536436355780006e-7,-5.155842316777757e-7,-6.688874865210467e-8
H2,2,30,-3.570762815522496e-7,-3.5707635153102763e-7,-2.4235619884799235e-7
H2,2,4,-4.7220035337500797e-7,-3.57076552983102e-7,-9.695869866754347e-9
H2,2,7,-13.364395540259137,-3.570743161808309e-7,-7.4141312580123385e-9
H2,2,8,-3.949774142122987e-7,-3.5643876004738777e-7,-7.914217737606475e-8
H2,3,11,-51.99986322576354,-3.564389068729551e-7,-5.8735127847834175e-9
H2,3,12,-4.0361806364531313e-7,-5.851238106202038e-7,-9.072290428848672e-8
H2,3,13,-3.562637567439466e-7,-448.44547747521256,-1.3755357542105895e-8
H2,3,19,-3.652584999686864e-7,-5.760251365736113e-6,-9.171175802811272e-9
H2,3,1,-4.048448915109915e-7,-3.5643935649046186e-7,-1.623471109640194e-8
H2,3,22,-220.8345820857466,-3.570765745516644e-7,-4.271670192546359e-9
H2,3,23,-3.700024520641499e-7,-4.4768316856304345e-7,-5.947031132089214e-8
H2,3,24,-3.7111828968613723e-7,-8.788984532008438e-7,-20.966277763496553
H2,3,26,-3.7922019405700605e-7,-6.230704157407311e-7,-2.860000971045884
H2,3,27,-3.7204265710792094e-7,-1.0088662655487627e-6,-3.1590068104928975e-8
H2,3,29,-3.74143241339376e-7,-5.00058118508628e-7,-8.758156637560295e-8
H2,3,30,-4.21471156982239e-7,-3.5962571042834223e-7,-2.426270178215071e-8
H2,3,4,-7.051194251962108e-6,-3.5643937916236934e-7,-6.2022337491479435e-9
H2,3,7,-3.1957552207833464,-3.564386561328704e-7,-5.237305403431023e-9
