Time,Scenario,price_model
1,10,0.28851100830130855
1,11,130.00896532322577
1,12,0.05156734034710748
1,13,130.00561770684857
1,14,0.2959936456136847
1,15,0.013788369276545552
1,16,123.56064134563023
1,17,129.9962177270667
1,18,0.0025697538072129394
1,19,130.00266155467637
1,1,129.99718951760102
1,20,130.000671483591
1,21,129.9970697013514
1,22,129.97004354842645
1,23,0.08858131658294038
1,24,2.2374638120287154
1,25,0.04097391646471173
1,26,0.041309572659293234
1,27,129.96889976891973
1,28,129.99152474392704
1,29,0.22532351599346623
1,2,0.47821992074816716
1,30,129.6851996621548
1,3,0.0022869968274492627
1,4,129.98593192650864
1,5,130.00707872106156
1,6,0.0024138368944712383
1,7,129.92459650952952
1,8,0.21239931914152668
1,9,129.56168884691155
2,10,0.11822093997465155
2,11,129.6398890815712
2,12,130.0015072241483
2,13,129.8809887693725
2,14,129.9963120697661
2,15,130.00349640171146
2,16,0.021706007662150285
2,17,130.00780731539095
2,18,0.00580587762834764
2,19,0.01266635420398697
2,1,129.97211112677297
2,20,129.99899813700057
2,21,130.0076630426483
2,22,130.07076769146545
2,23,0.34471543460173604
2,24,130.0152871004037
2,25,0.017452341277410546
2,26,0.012105278877635541
2,27,129.6267429795426
2,28,130.0010721268556
2,29,129.86105757529893
2,2,0.0014446123910906176
2,30,129.9918964578288
2,3,0.018062955113472577
2,4,129.9492001078604
2,5,0.01703603137988142
2,6,130.00793834970779
2,7,130.2784924874611
2,8,129.99373404239753
2,9,0.009515360204342195
3,10,0.004162196598645992
3,11,311.99744481229857
3,12,0.24716100265178095
3,13,129.92233832992233
3,14,130.03333193112925
3,15,129.9112103929079
3,16,0.4230165117593129
3,17,129.99297346348007
3,18,130.02038137071423
3,19,129.99720261929923
3,1,129.97891934174467
3,20,129.99628690913357
3,21,129.2175530212725
3,22,207.6562242014409
3,23,0.009133690024832103
3,24,129.6828130616487
3,25,0.02101073612327176
3,26,1.2508818185878934
3,27,0.0513911609408457
3,28,129.96269081768034
3,29,129.90759871965284
3,2,0.006191898695692172
3,30,130.0209813717988
3,3,0.0033067083237694264
3,4,130.21940744105157
3,5,129.98363916340654
3,6,130.00048937321247
3,7,129.9007881026416
3,8,130.07274837323985
3,9,0.03745395727814165
4,10,0.035476075365669275
4,11,0.035700178540261696
4,12,129.97537277226542
4,13,129.65697611495287
4,14,130.01023971201622
4,15,130.11484711713646
4,16,0.37275655313684414
4,17,130.00395140615498
4,18,0.2315538589034679
4,19,130.0035561728955
4,1,130.12229912450755
4,20,130.03345406819787
4,21,130.7532992523559
4,22,0.745718497849319
4,23,0.2025049701993972
4,24,129.99211678193623
4,25,129.98944603417098
4,26,130.0626139956163
4,27,130.02980011463976
4,28,130.01738731324556
4,29,0.02787486776050415
4,2,129.9660369699079
4,30,130.02682043160834
4,3,0.014996903191189022
4,4,129.84792028757477
4,5,130.00133020724152
4,6,130.00838355712668
4,7,130.05112951063086
4,8,129.90536981647196
4,9,129.9768110970153
5,10,129.97997336082807
5,11,129.9652642097794
5,12,129.70809229991784
5,13,129.97878318729104
5,14,129.9969427419066
5,15,129.9559904953663
5,16,129.95348943220685
5,17,130.02490161871634
5,18,0.005308171075455413
5,19,129.97156853025024
5,1,129.67460090448742
5,20,129.9564651098688
5,21,129.9929983647436
5,22,130.0157825054212
5,23,0.5986715160280048
5,24,130.01477703655954
5,25,0.006799075596778216
5,26,130.1412164312777
5,27,129.90629454486168
5,28,130.00200898423043
5,29,1.7672756997246144
5,2,0.023252445827478672
5,30,129.89636702279336
5,3,129.99760796914055
5,4,0.9286637298429492
5,5,129.9953784554472
5,6,130.014321677719
5,7,129.35519271299313
5,8,129.81316959579632
5,9,42.567567077253834
6,10,0.005420391881481929
6,11,130.02525818964986
6,12,130.08113035226438
6,13,130.03027556594492
6,14,130.00333064107673
6,15,130.01083363894634
6,16,0.06224089307261196
6,17,129.968981797162
6,18,130.02696663182203
6,19,0.06782922463091882
6,1,219.685787877486
6,20,130.02908505529598
6,21,130.01179073248437
6,22,129.93791549527407
6,23,130.83472663432116
6,24,130.0434603321504
6,25,0.011258022566889254
6,26,129.753260503843
6,27,129.94218122344816
6,28,130.12835226128232
6,29,130.2341459753774
6,2,0.11148375989400564
6,30,129.8552984166215
6,3,130.00244359433472
6,4,128.41195889445052
6,5,129.96594895331566
6,6,0.43708362288774755
6,7,129.96231938422702
6,8,130.48135079400006
6,9,0.002326737816385559
7,10,129.98086912870912
7,11,129.86778767436903
7,12,130.03335395386503
7,13,477.8945254374743
7,14,130.01104720227463
7,15,130.00102544378348
7,16,130.0507599263545
7,17,130.0009328160889
7,18,129.9801176272101
7,19,129.98802309038902
7,1,4.148894308539811
7,20,129.9543089766956
7,21,129.9755317265317
7,22,130.030794525109
7,23,129.96915718260067
7,24,129.94661972764962
7,25,0.15851650719276159
7,26,130.17299192052076
7,27,130.00054645531944
7,28,129.93098566228113
7,29,129.92325425731693
7,2,0.012169852273756186
7,30,0.10153177162368532
7,3,129.9891886539416
7,4,130.55986987109196
7,5,130.02989632559067
7,6,129.98383218326
7,7,0.048704432041046665
7,8,129.98332928672997
7,9,0.025177023039151713
8,10,129.9955294214918
8,11,0.13548618941804366
8,12,129.73138973522612
8,13,129.9414800286822
8,14,129.99361592750506
8,15,129.99256100419868
8,16,129.7528970082253
8,17,130.00784416970066
8,18,129.99167885547345
