Time,Scenario,price_model
1,10,0.49892887638470557
1,11,130.00188416036846
1,12,0.012944963856635834
1,13,130.0013680877174
1,14,0.44493800797929006
1,15,0.022581390962780126
1,16,125.61150076454328
1,17,129.99370588811294
1,18,0.004370351468748294
1,19,130.00487316357047
1,1,129.99915272304884
1,20,130.00081117561638
1,21,129.99516323568412
1,22,129.99283372913322
1,23,0.024469540210655286
1,24,0.6901070861128525
1,25,0.07042650147126384
1,26,0.010859018996409597
1,27,129.99199451920535
1,28,129.98764680468992
1,29,0.06060225144786529
1,2,0.9753281885523712
1,30,129.91928711401403
1,3,0.00393138733699096
1,4,129.99593607780508
1,5,130.01211903566082
1,6,0.004066429131532951
1,7,129.98296173745567
1,8,0.05588689419489052
1,9,129.76303770452606
2,10,0.214970600327925
2,11,129.9141412671916
2,12,130.00037020033747
2,13,129.95761673051356
2,14,129.99484401421503
2,15,130.0079423125028
2,16,0.005573483329248032
2,17,130.0122199063207
2,18,0.009878466174900515
2,19,0.02125240899844335
2,1,129.99314132862833
2,20,129.99801912384015
2,21,130.0127557864113
2,22,130.0138868037386
2,23,0.10204418379533903
2,24,130.0034911337469
2,25,0.03030525701759937
2,26,0.0030671422196353773
2,27,129.89888786761216
2,28,130.00191010332907
2,29,129.96328122607295
2,2,0.00248664622460086
2,30,129.99788342309807
2,3,0.032129868146973536
2,4,129.98796164921512
2,5,0.027848495356476276
2,6,130.01503628401815
2,7,130.0616606085628
2,8,129.9974787984593
2,9,0.01617465484086863
3,10,0.006969423492681636
3,11,311.98584255372396
3,12,0.06726350013694168
3,13,129.98185114093567
3,14,130.050645737913
3,15,129.87976499570937
3,16,0.12038620975410713
3,17,129.98851707601918
3,18,130.04149070256238
3,19,129.99681063228252
3,1,129.9939515571574
3,20,129.9937323040002
3,21,129.62073858506642
3,22,207.8520774304186
3,23,0.002334688799738283
3,24,129.92625427848495
3,25,0.03539648706875576
3,26,0.4869511056622868
3,27,0.01325833930229392
3,28,129.94861256311611
3,29,129.97694024964485
3,2,0.010693664015638527
3,30,130.00423612413783
3,3,0.00570908401599227
3,4,130.0491355921831
3,5,129.9760005999198
3,6,130.00182267936205
3,7,129.97501406385564
3,8,130.01651531768246
3,9,0.06367186607439557
4,10,0.06210659064684572
4,11,0.009250595299266579
4,12,129.9939044912835
4,13,129.9163139564632
4,14,130.01455143518362
4,15,130.16207013059017
4,16,0.10546705868550242
4,17,130.00586922936947
4,18,0.42447232683014996
4,19,130.0059678553674
4,1,130.02896180605646
4,20,130.04879212275569
4,21,130.39063136643892
4,22,0.27576415379787034
4,23,0.05464257970248239
4,24,129.99789013061073
4,25,129.99377265699678
4,26,130.01514247678807
4,27,130.00729385717867
4,28,130.02508998842293
4,29,0.007057654036345777
4,2,129.98554654752627
4,30,130.00569768240294
4,3,0.026176243139732814
4,4,129.96491888380407
4,5,130.00220508693175
4,6,130.01290175413166
4,7,130.0117292179152
4,8,129.9765198874389
4,9,129.98476844520326
5,10,129.98560000897098
5,11,129.99092186288505
5,12,129.92782181175158
5,13,129.99474649855298
5,14,129.9950793416625
5,15,129.93075096394637
5,16,129.9882310081529
5,17,130.0380967295514
5,18,0.00916053059134056
5,19,129.96143369267983
5,1,129.91902484955526
5,20,129.93090326907256
5,21,129.98764784205196
5,22,130.00374047492602
5,23,0.1823225716821433
5,24,130.00291977902415
5,25,0.011516092825338093
5,26,130.0318573893375
5,27,129.9767689357379
5,28,130.00267653957354
5,29,0.6100420062782125
5,2,0.039981578339244886
5,30,129.97453785105074
5,3,129.9979633478109
5,4,0.2597482664235563
5,5,129.99283739616664
5,6,130.0294017358405
5,7,129.85947180599248
5,8,129.9651851426907
5,9,124.53224162334773
6,10,0.00917270566050931
6,11,130.0054592084437
6,12,130.01869949888965
6,13,130.0051613654055
6,14,130.0056199486826
6,15,130.01790642201013
6,16,0.016036732096482636
6,17,129.95085963594542
6,18,130.05302276101781
6,19,0.09907821113812892
6,1,218.74939286890339
6,20,130.04616332890058
6,21,130.0184124754532
6,22,129.98525876667063
6,23,130.15645708097404
6,24,130.00945033130702
6,25,0.019610133769157823
6,26,129.9395109080668
6,27,129.9858866352573
6,28,130.16297294525995
6,29,130.0587045866862
6,2,0.2174081596314849
6,30,129.96463687483254
6,3,130.00468796922323
6,4,129.54163756534533
6,5,129.9449081004128
6,6,0.5382998832983875
6,7,129.99064512523498
6,8,130.08468489300967
6,9,0.003940587174511036
7,10,129.97552433059454
7,11,129.96757799888934
7,12,130.00760929392035
7,13,234.73280890586565
7,14,130.01790692857762
7,15,130.00147133183668
7,16,130.01182523379742
