delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1.0,0.5,4.831240744171843e9,184.84160162491474,15271.070448921917,1.6936932157600306e-8,"[(9, 2.0e-8)]",8999.964526216267,7.999493301764878,184.4210271031658,69.12898771844402,130.41909388527282,35.078187148221005,3.9999947497460555,0.15946126890395154,0.636448783113812,3.991243688755323,17.84249350643768,350.7545586210359,19.658382304832088
0.75,0.5,4.811747414800255e9,4.819521259181111e9,1.7345031616307747e8,3.546630298921981e-9,"Tuple{Int64, Float64}[]",11250.971586989548,5.999640532812623,178.985846395354,72.10345713344074,129.78635922307538,35.31127003832963,3.999991621836635,0.11316776935277241,0.44787931424130634,3.9576578808861544,17.33250010941478,337.12989658312284,19.45073673474252
0.5,0.5,4.792257442984713e9,4.819549307280435e9,1.7351017009059665e8,3.816593733418834e-9,"Tuple{Int64, Float64}[]",13501.046357813766,3.999336520055327,175.39327369563944,72.47551342054625,130.45603865677487,35.48891805544235,3.9999903017091656,0.25065785445509986,0.9966031466266717,3.9759502002966056,16.85690269480495,326.5624534303536,19.37262493251476
0.25,0.5,4.772760484123126e9,4.819563524138831e9,1.735785952154416e8,6.4802576007545006e-9,"Tuple{Int64, Float64}[]",15751.840761782994,1.9988410050890728,171.23304308554194,72.83610793090332,131.10509933700723,35.667833551455026,3.9999831583880026,0.41460963509442883,1.6544047876095838,3.9902709623059947,16.37362699008759,316.5995439856801,19.33594457583197
