delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_PHS
1.0,0.5,4.824034448263482e9,68.70251946754269,5663.417557922273,6.285888427516209e-10,"Tuple{Int64, Float64}[]",8999.978901031589,-0.00014691846779924062,61.28190257504235,31.39635139759584,56.51339454296796,62.39313748468346,3.9999985964581652,0.00910486644757703,0.036405977906683276,3.9985186071973153,0.0019901909753785793,0.47076475780884924,236.54250452989777
0.75,0.5,4.804722612990789e9,4.811987952944232e9,1.7444168989471826e8,2.515516575897979e-9,"Tuple{Int64, Float64}[]",8999.804208976562,-0.001244090558106073,60.265215546671485,31.382351926609637,56.48822846152924,62.38488358550575,3.999994107857885,0.06652241195148376,0.26591101518082755,3.9973147001158384,0.014975368558469242,3.606248117712309,240.81197759054913
0.5,0.5,4.785409951234417e9,4.811981483209822e9,1.744513874078299e8,3.994362497170461e-9,"Tuple{Int64, Float64}[]",8999.306219358048,-0.004416519433425174,59.361195510609356,31.345024315317925,56.42103732660938,62.36563105583951,3.999990309857086,0.15267662301284451,0.6098986855763588,3.994709036268432,0.03529036397358288,8.601778835842941,243.74299007745935
0.25,0.5,4.766074368182468e9,4.811951223722969e9,1.7446261637413293e8,8.091309941825773e-9,"Tuple{Int64, Float64}[]",8997.352194681365,-0.018425933420945492,58.488477503126134,31.328955626552478,56.392106539683816,62.30828921977903,3.9999795505609574,0.3020614889400999,1.2045331023998802,3.987708286238185,0.07201921294385223,17.66645110881882,245.3019185670909
