delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_PHS
1.0,0.5,4.749468174407936e9,11.78502068828213,1909.6105300323136,4.5011989425817335e-10,"Tuple{Int64, Float64}[]",8999.995041770715,-1.4860263082180991e-5,61.56522895350955,34.28216448041125,61.70789519280311,65.82280667436682,3.999999003766307,0.0010452585677887154,0.004178339767266775,3.997422165221963,9.550138048908796e-5,0.0022242569156136188,23.29031166065462
0.75,0.5,4.739419304131287e9,4.731488737411039e9,5.577114459739014e7,1.984292898831795e-9,"Tuple{Int64, Float64}[]",8999.929760700204,-0.0010125783099907593,61.695141667095676,34.16509812128745,61.49717315321874,66.1881549728245,3.9999946140074973,0.05263319351361503,0.20993645763392424,3.9886703355672,0.005016044069667262,0.1157352831800794,23.073019609207037
0.5,0.5,4.729370493993076e9,4.731425456028474e9,5.5711795049304456e7,3.896773864120145e-9,"Tuple{Int64, Float64}[]",8999.885218092162,-0.003308067695164066,61.62566193030547,34.039021877936555,61.270231709666625,66.65018163892364,3.999987724302326,0.11559381775185942,0.46144516261824947,3.991953649362245,0.01118673106878935,0.25594227632487954,22.879094415610915
0.25,0.5,4.719307453926373e9,4.731329338436094e9,5.565861548669e7,7.52591178626856e-9,"Tuple{Int64, Float64}[]",8999.55543879864,-0.013166325153218944,61.69411959338955,33.9228288707655,61.06107630412043,67.11344899271488,3.9999755009826115,0.23121286588371825,0.9214738898607616,3.985391930240551,0.02312795682292162,0.5101297499895397,22.056844618628876
