Y,T,Load
24,1,0.6266080845238096
24,2,0.6260452785789474
24,3,0.6616970969999999
24,4,0.6795347610869564
24,5,0.7081999178636365
24,6,0.8746092210000002
24,7,0.6164622335555555
24,8,0.8687808448666667
24,9,0.6252671390000001
24,10,0.8917547053571427
24,11,0.6340714192
24,12,0.8690310434
24,13,0.6238347522222223
24,14,0.8466870579333333
24,15,0.6903972048723405
24,16,0.6110480877272727
24,17,0.8838106593846154
24,18,0.625111182
24,19,0.7951360003333333
24,20,0.9135910720000001
24,21,0.6644536601
24,22,0.7887347866724139
24,23,0.6804702013124999
24,24,0.8068743850714286
24,25,0.6142594435
24,26,0.9168915326666667
24,27,0.6760553689999999
24,28,0.9313967961999999
24,29,0.6694313612222224
24,30,0.9293664346666666
24,31,0.6709033627777777
24,32,0.9171642490666668
24,33,0.7756756415714284
24,34,0.6006699066
24,35,0.7172369204545455
24,36,0.8878494419999998
24,37,0.7994444148076923
24,38,0.7082125902857143
24,39,0.9101724493000001
24,40,0.6524074315555555
24,41,0.8904098880000001
24,42,0.8443139242424241
24,43,0.6494154735
24,44,0.7899762625625002
24,45,0.615514345875
24,46,0.7742045248000001
24,47,0.6861289899166666
24,48,0.9260622941428572
24,49,0.6657878441249999
24,50,0.9160763543749999
24,51,0.6561661443750001
24,52,0.9156192727333333
24,53,0.6659744505555556
24,54,0.90503673225
24,55,0.65441866375
24,56,0.8913825348666667
24,57,0.6601984644545454
24,58,0.7939852257333332
24,59,0.7124365191818183
24,60,0.6230549666666667
24,61,0.8830284037333332
24,62,0.6438714896666666
24,63,0.8845677506250001
24,64,0.625337768
24,65,0.9007487193333331
24,66,0.6429916245555556
24,67,0.8931451841999999
24,68,0.6461065971111111
24,69,0.841798692352941
24,70,0.6029994642222222
24,71,0.7720815897692307
24,72,0.5873036724545454
24,73,0.7420860972040817
24,74,0.8580811018000001
24,75,0.7419264041111112
24,76,0.8430236144285714
24,77,0.7181269985294119
24,78,0.8584966102857143
24,79,0.8276913550000001
24,80,0.647028162
24,81,0.8488300088571429
24,82,0.6980693269999999
24,83,0.7460761262857144
24,84,0.6661791474705882
24,85,0.744168808875
24,86,0.7524649520000002
24,87,0.8771303568461537
24,88,0.6341533592222222
24,89,0.8585564791333334
24,90,0.6150819714444444
24,91,0.8299796297777777
24,92,0.7372980980588236
24,93,0.8318370562857142
24,94,0.6744607438750001
24,95,0.7245527924285715
24,96,0.6374832082352943
24,97,0.689938263625
24,98,0.6755207533529413
24,99,0.8611241421666667
24,100,0.746206885
24,101,0.8518752829999999
24,102,0.7468328722941175
24,103,0.8640014260000001
24,104,0.75096417
24,105,0.8544688595
24,106,0.8595179565714286
24,107,0.6869150559512196
24,108,0.6387666364615385
24,109,0.8501998460714285
24,110,0.6276313071999999
24,111,0.8217785367333332
24,112,0.6083974990000001
24,113,0.8142988495999999
24,114,0.6957057879999999
24,115,0.7959859803333333
24,116,0.6944687345999999
24,117,0.8125887423333333
24,118,0.703629675387097
24,119,0.5715411608181818
24,120,0.7320389725777778
24,121,0.8433156318
24,122,0.6512015502727273
24,123,0.8299230372857143
24,124,0.7059053124666667
24,125,0.8278362617777777
24,126,0.7174150363529411
