Y,T,PV,Windon,Windoff
20,1,0.026424242424242423,0.10451515151515152,0.1111636363636364
20,2,0.05823076923076923,0.12064615384615385,0.3509307692307692
20,3,0.0,0.09252222222222221,0.1392777777777778
20,4,0.0716875,0.15230000000000002,0.11268124999999998
20,5,0.0,0.19430000000000003,0.312425
20,6,0.015687499999999997,0.17751875,0.25313749999999996
20,7,0.0,0.23106666666666667,0.38575
20,8,0.06458823529411764,0.19244117647058823,0.5446823529411766
20,9,0.0,0.21138888888888888,0.21704444444444448
20,10,0.07862500000000001,0.26551874999999997,0.15908125
20,11,0.017619047619047618,0.09597142857142855,0.19754761904761903
20,12,0.014942857142857143,0.2360514285714286,0.1081057142857143
20,13,0.0685625,0.28986875000000006,0.1297625
20,14,0.0,0.5394874999999999,0.2980375
20,15,0.035937500000000004,0.7367125,0.52535625
20,16,0.0,0.752925,0.7727124999999999
20,17,0.015148148148148148,0.8456703703703703,0.8962259259259261
20,18,0.024749999999999998,0.5126333333333334,0.6258416666666667
20,19,0.0,0.2664111111111111,0.41115555555555555
20,20,0.0275625,0.12786250000000002,0.24983124999999998
20,21,0.027687499999999997,0.09706250000000001,0.1215375
20,22,0.001,0.41417142857142863,0.42651428571428573
20,23,0.005076923076923077,0.6528692307692308,0.6709423076923079
20,24,0.0,0.41171428571428575,0.5803571428571429
20,25,0.02442857142857143,0.521,0.6132571428571428
20,26,0.055444444444444435,0.5509277777777778,0.7672333333333332
20,27,0.0012000000000000001,0.85301,0.8636900000000001
20,28,0.029476190476190475,0.6023666666666665,0.6910428571428571
20,29,0.0,0.48863333333333325,0.6730777777777778
20,30,0.018375,0.3204937499999999,0.6826187499999999
20,31,0.0,0.41626250000000004,0.6864375
20,32,0.04785714285714286,0.43019285714285715,0.5615928571428572
20,33,0.058894736842105264,0.27672105263157903,0.29537368421052634
20,34,0.0,0.49050000000000005,0.641
20,35,0.03205555555555555,0.6697222222222224,0.8566666666666667
20,36,0.003833333333333333,0.5129833333333333,0.4436833333333334
20,37,0.0004166666666666667,0.2564,0.2873416666666667
20,38,0.054461538461538464,0.3736461538461538,0.7203538461538461
20,39,0.0,0.2554222222222222,0.31325555555555556
20,40,0.04405882352941177,0.27908235294117645,0.34458823529411764
20,41,0.0,0.5800428571428571,0.7854571428571429
20,42,0.03433333333333333,0.45552000000000004,0.6899066666666667
20,43,0.0,0.1674,0.30316666666666675
20,44,0.045375000000000006,0.10858749999999999,0.056156250000000005
20,45,0.0,0.3288,0.1724
20,46,0.026052631578947372,0.13625263157894738,0.1822842105263158
20,47,0.0007499999999999999,0.244,0.3012333333333333
20,48,0.029181818181818184,0.5702227272727273,0.5988363636363637
20,49,0.04080000000000001,0.6657066666666667,0.69776
20,50,0.0,0.6001222222222222,0.7378111111111112
20,51,0.06286666666666667,0.6422333333333333,0.7993066666666666
20,52,0.006090909090909091,0.516209090909091,0.7734181818181818
20,53,0.12553846153846154,0.47652307692307694,0.7806230769230769
20,54,0.0,0.34506666666666663,0.703588888888889
20,55,0.0436,0.4768733333333334,0.6879799999999998
20,56,0.0,0.5813666666666667,0.49026666666666663
20,57,0.07859999999999999,0.38337999999999994,0.3887799999999999
20,58,0.02889473684210526,0.20034561403508777,0.19878070175438595
20,59,0.06493333333333334,0.3212733333333333,0.2758866666666666
20,60,0.0,0.37928888888888884,0.4255555555555556
20,61,0.0808,0.4017133333333333,0.43650000000000005
20,62,0.03607142857142858,0.08727857142857143,0.211702380952381
20,63,0.003882352941176471,0.24157647058823528,0.5892823529411766
20,64,0.25883333333333336,0.15316666666666667,0.5645833333333333
20,65,0.0404179104477612,0.1803641791044777,0.3169895522388059
20,66,0.12433333333333331,0.05781666666666666,0.195075
20,67,0.005909090909090909,0.10114545454545455,0.11964545454545457
20,68,0.10041666666666667,0.1824916666666667,0.08845833333333332
20,69,0.029938775510204078,0.3105183673469388,0.3491877551020408
20,70,0.0035454545454545456,0.33742727272727274,0.5142454545454545
