Y,T,PV,Windon,Windoff
16,1,0.00011111111111111112,0.4623777777777777,0.45616666666666666
16,2,0.006272727272727274,0.8089272727272728,0.8818772727272727
16,3,0.03315384615384615,0.7710846153846155,0.8609153846153845
16,4,0.0,0.5307454545454546,0.749190909090909
16,5,0.033133333333333334,0.6934733333333334,0.6906666666666667
16,6,0.023875,0.83874375,0.90189375
16,7,0.009142857142857144,0.5981,0.6642000000000001
16,8,0.0,0.626,0.5041999999999999
16,9,0.012083333333333335,0.779975,0.7655083333333333
16,10,0.0018461538461538461,0.5509307692307692,0.6077153846153845
16,11,0.030272727272727274,0.8490181818181817,0.7954636363636364
16,12,0.0,0.90987,0.95573
16,13,0.013062500000000001,0.6085375,0.9648
16,14,0.0,0.7092,0.9452875
16,15,0.033933333333333336,0.8612866666666668,0.9302866666666666
16,16,0.0,0.6831888888888887,0.8754222222222223
16,17,0.026888888888888886,0.6177,0.7584
16,18,0.002388888888888889,0.8864944444444443,0.9489999999999998
16,19,0.0325,0.5576041666666668,0.5989458333333334
16,20,0.011461538461538464,0.8906384615384615,0.9225923076923077
16,21,0.001,0.9014300000000001,0.8562199999999999
16,22,0.042923076923076925,0.7625153846153847,0.8562769230769229
16,23,0.006000000000000001,0.5032833333333334,0.7060666666666667
16,24,0.03842857142857143,0.18489523809523808,0.2265333333333333
16,25,0.030249999999999996,0.40114999999999995,0.4846875000000001
16,26,0.0,0.5074,0.5575375
16,27,0.018733333333333334,0.5468200000000001,0.4950733333333333
16,28,0.0,0.5365555555555555,0.4509333333333333
16,29,0.051071428571428566,0.5679714285714286,0.5698285714285715
16,30,0.0,0.69407,0.71716
16,31,0.0240625,0.6309437500000001,0.8286187499999998
16,32,0.020785714285714286,0.5124714285714285,0.6749
16,33,0.0111,0.77784,0.9152699999999999
16,34,0.0012000000000000001,0.49163999999999997,0.75146
16,35,0.06166666666666667,0.33905,0.43124999999999997
16,36,0.001,0.7715749999999999,0.6503000000000001
16,37,0.011555555555555557,0.8363166666666668,0.9084861111111109
16,38,0.12222222222222223,0.4673888888888889,0.7403777777777778
16,39,0.0,0.24123333333333333,0.45976666666666666
16,40,0.0,0.1292111111111111,0.25235555555555556
16,41,0.0416875,0.19431874999999998,0.21087500000000003
16,42,0.0039,0.33093000000000006,0.50254
16,43,0.24283333333333335,0.36178333333333335,0.54955
16,44,0.0036875000000000002,0.36990624999999994,0.75556875
16,45,0.044625,0.23175625000000005,0.5639250000000001
16,46,0.0408,0.23182400000000006,0.34157600000000005
16,47,0.024066666666666667,0.35467666666666664,0.5746199999999999
16,48,0.047142857142857146,0.4220428571428571,0.6558071428571429
16,49,0.0,0.25395,0.3561700000000001
16,50,0.0426875,0.20276249999999998,0.22288125000000003
16,51,0.0,0.2672,0.23162500000000003
16,52,0.047,0.48090625,0.38159999999999994
16,53,0.0,0.5298375,0.46549999999999997
16,54,0.05335714285714286,0.5310214285714286,0.6169857142857144
