Storage,Scenario,dualcvarstorage
BESS,10,0.03999999998620371
BESS,12,2.422823811280551e-12
BESS,14,3.2326072901634016e-12
BESS,17,5.1241422347262805e-12
BESS,18,0.039999999994834015
BESS,21,0.03999999998758565
BESS,22,0.019999999100543665
BESS,23,2.7432805552747172e-11
BESS,24,5.8641867277147216e-12
BESS,27,3.1175158459000117e-12
BESS,29,0.039999999988564246
BESS,2,0.03999999999640272
BESS,6,0.039999999997108154
BESS,7,6.6595254411403675e-12
BESS,8,0.03999999999140751
H2,10,0.03999999999696982
H2,12,3.6398704349909736e-13
H2,14,5.064365798140074e-13
H2,17,1.9362997562363925e-12
H2,18,0.03999999999649502
H2,21,0.0399999999985285
H2,22,9.798948301014193e-13
H2,23,0.03999999999443488
H2,24,1.3614355503500288e-12
H2,27,1.797316533512841e-13
H2,29,0.03999999999771089
H2,2,0.039999999998705266
H2,6,0.03999999999896479
H2,7,0.019999999734073924
H2,8,1.882787801011097e-12
