delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Gas_CCS,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_H2
0.6,0.5,1.0909935184070124e10,20300.79413761326,0.9730931112938235,138.3969563855117,53.94359708177348,44.99999999999998,94.43910566633713,7.9999999999999964,35.88158256854708,5.9999999999999964,11.31571522923911,172.19566654036296,15.217391305095765,18.830610608912664,3912.836907408924,207.79129199118748
