delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Gas_CCS,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_H2
1,0.5,1.09E+10,20299.97356,1.000152174,,59.28838695,44.99988457,92.99789286,7.999983871,36.95886712,5.999989244,9.977650914,158.560887,15.89160499,19.21539902,4030.955432,209.7773473
0.9,0.5,1.09E+10,20300.25801,0.957098568,127.4348156,57.97999366,45,93.29177178,8,36.39142488,6,10.36543374,162.1153836,15.63999999,19.23405232,4004.083593,208.1768068
0.8,0.5,1.09E+10,20300.47061,0.944665448,130.7635862,57.39495261,45,93.53477281,8,36.27826427,6,10.66525881,166.0591623,15.57010151,19.0124724,3935.169165,206.9782973
0.7,0.5,1.09E+10,20300.68421,0.942597109,134.3637406,56.51921442,45,93.81358437,8,36.19661351,6,11.01086689,169.5506346,15.39848191,18.80761818,3889.966734,206.8293123
0.6,0.5,1.09E+10,20300.79414,0.973093111,138.3969564,53.94359708,45,94.43910567,8,35.88158257,6,11.31571523,172.1956665,15.21739131,18.83061061,3912.836907,207.791292
0.5,0.5,1.09E+10,20300.79542,0.989963308,142.8378523,49.79032429,45,95.39622599,8,35.23656254,6,11.61677519,176.7770141,15.21739133,18.96428556,3974.581419,209.5824494
0.4,0.5,1.09E+10,20300.84173,0.975440271,149.661747,47.08018942,45,95.87902197,8,34.67342477,6,11.69619231,177.9855352,15.21739131,19.37674211,3984.054698,205.610142
0.3,0.5,1.09E+10,20300.86556,0.969809419,160.8572075,43.96728453,45,96.39922643,8,33.96200556,6,12.51498067,190.4453581,15.21739131,19.46736703,3928.744703,201.8118166
0.2,0.5,1.09E+10,20300.98146,0.995911326,177.2460293,41.89633611,45,96.66321636,8,33.3672559,6,12.93346408,196.8135839,15.21739131,19.7268926,3884.467205,196.9122702
