Storage,Scenario,dualcvarstorage
BESS,10,0.02666666666525148
BESS,12,2.286656772502043e-13
BESS,14,2.9101349104501376e-13
BESS,17,4.614760065255146e-13
BESS,18,0.026666666666176765
BESS,21,0.02666666666495339
BESS,22,0.013333330933690702
BESS,23,2.1585533624407987e-12
BESS,24,4.891328510295927e-13
BESS,27,2.6226038034424385e-13
BESS,29,0.02666666666523979
BESS,2,0.026666666666294508
BESS,6,0.02666666666637348
BESS,7,5.57060816029764e-13
BESS,8,0.026666666665856587
H2,10,0.026666666666440665
H2,12,3.430128256286498e-14
H2,14,4.62256467685828e-14
H2,17,1.7521848703885253e-13
H2,18,0.026666666666452853
H2,21,0.02666666666651989
H2,22,1.068864418660359e-13
H2,23,0.02666666666618165
H2,24,1.2480580006870986e-13
H2,27,1.6050519503449067e-14
H2,29,0.026666666666428935
H2,2,0.026666666666538934
H2,6,0.02666666666656743
H2,7,0.013333334052633096
H2,8,2.1371350117000972e-13
