delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Gas_CCS,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_H2
0.2,0.5,1.087122632580623e10,20300.981455300414,0.995911325619808,177.24602926942904,41.89633611471605,44.99999999990291,96.66321636469898,7.999999999982618,33.36725590264782,5.99999999998562,12.933464084757162,196.81358392521082,15.217391306414733,19.72689260273669,3884.467205494588,196.91227015428169
