delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Gas_CCS,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_H2
0.8,0.5,1.091727033847677e10,20300.470611389766,0.944665448390781,130.76358617438402,57.394952610742926,44.99999999999257,93.5347728050313,7.999999999998715,36.27826427390926,5.999999999998935,10.665258810034947,166.0591622564391,15.570101505665662,19.012472396997005,3935.169164934626,206.9782973389711
