Storage,Scenario,dualcvarstorage
BESS,10,0.09333333330903941
BESS,12,2.8602265608130603e-12
BESS,14,7.624761704370978e-12
BESS,17,1.1210317856507548e-10
BESS,18,0.09333333330278475
BESS,21,0.0933333333248441
BESS,22,6.303369868593021e-11
BESS,23,0.09333333330511798
BESS,24,2.1446969113893713e-11
BESS,27,6.045097309173218e-12
BESS,29,0.09333333332228934
BESS,2,0.09333333332906606
BESS,6,0.09333333332971133
BESS,7,1.971010730100807e-11
BESS,8,0.046666666515929
H2,10,0.04666666613210148
H2,12,5.200353233940462e-13
H2,14,1.6885189403831715e-12
H2,17,0.09333333332549956
H2,18,8.16193186378374e-12
H2,21,0.09333333333216504
H2,22,1.4414792562954418e-12
H2,23,0.09333333333139823
H2,24,3.05031431222845e-11
H2,27,3.071125389190204e-13
H2,29,0.09333333333180942
H2,2,0.09333333333222044
H2,6,0.09333333333233211
H2,7,0.09333333332965596
H2,8,2.626127955426273e-12
