delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.5,0.5,4.885099239644958e9,8999.994194914796,0.975587301813091,109.13244916818418,75.00207986630085,49.99999999995589,98.9687570246724,33.65755426348097,11.999999999998371,9.841243549402183,149.75805401864528,15.217391304957848,8.89879131494487,1480.1191271792204,166.32810848069542
