Y,T,PV,Wind_Onshore,Wind_Offshore
24,1,0.002818181818181818,0.36229090909090905,0.639809090909091
24,2,0.014267605633802818,0.2744084507042253,0.4410098591549295
24,3,0.07054545454545455,0.1387,0.31494545454545453
24,4,0.0,0.08485000000000001,0.12445999999999999
24,5,0.056600000000000004,0.08836000000000001,0.14488000000000004
24,6,0.0,0.15278888888888892,0.31441111111111114
24,7,0.0722,0.1669533333333333,0.4820466666666667
24,8,0.0,0.2631777777777778,0.5005000000000001
24,9,0.09533333333333333,0.26233999999999996,0.5071733333333335
24,10,0.0,0.19627777777777777,0.2693444444444445
24,11,0.04646666666666666,0.26718,0.39466
24,12,0.027833333333333328,0.2909444444444444,0.535625
24,13,0.061727272727272735,0.1728,0.4508181818181818
24,14,0.0,0.09645000000000001,0.13529
24,15,0.075,0.19280624999999996,0.08986250000000001
24,16,0.0,0.38426250000000006,0.27835
24,17,0.04566666666666667,0.5245866666666666,0.5723599999999999
24,18,0.0,0.6274444444444445,0.7718444444444444
24,19,0.0194375,0.6855812499999999,0.77678125
24,20,0.0,0.6544,0.7630625
24,21,0.037733333333333334,0.7663466666666667,0.8179533333333334
24,22,0.0,0.8576666666666667,0.8971111111111111
24,23,0.0432,0.8447400000000002,0.8279200000000001
24,24,0.02847826086956522,0.6501086956521739,0.6261608695652174
24,25,0.00016666666666666666,0.8659,0.8909750000000001
24,26,0.033,0.7086666666666668,0.7547250000000002
24,27,0.0,0.5128900000000001,0.4794899999999999
24,28,0.051000000000000004,0.2753857142857143,0.3412428571428571
24,29,0.005888888888888889,0.4062666666666666,0.6267222222222222
24,30,0.0,0.17338750000000003,0.5277125
24,31,0.028142857142857143,0.1617785714285714,0.46442142857142865
24,32,0.0,0.24555999999999994,0.55282
24,33,0.021533333333333335,0.4668066666666667,0.7854133333333332
24,34,0.0,0.29465555555555556,0.6350111111111111
24,35,0.023071428571428573,0.13617857142857143,0.47748571428571424
24,36,0.0,0.1575,0.27611
24,37,0.04357142857142857,0.4983357142857142,0.5578428571428571
24,38,0.0023333333333333335,0.24486666666666668,0.515625
24,39,0.2605,0.16249999999999998,0.3624666666666667
24,40,0.010666666666666666,0.3842833333333333,0.29075
24,41,0.0007499999999999999,0.5500999999999999,0.3426666666666667
24,42,0.04321428571428572,0.5841,0.5512071428571429
24,43,0.0,0.689875,0.7515499999999999
24,44,0.07771428571428572,0.7075785714285715,0.7120142857142857
24,45,0.0,0.41536,0.48068999999999995
24,46,0.053593749999999996,0.6250312499999998,0.5645875000000001
24,47,0.014474999999999998,0.8597500000000002,0.9113049999999999
24,48,0.06992857142857142,0.6344285714285715,0.8839285714285715
24,49,0.0013333333333333333,0.5729166666666666,0.776625
24,50,0.07084615384615385,0.7873692307692308,0.8982076923076925
24,51,0.0041818181818181815,0.3857909090909091,0.7252181818181819
24,52,0.05557142857142857,0.3102,0.29879285714285714
24,53,0.0,0.3452375,0.5391625
24,54,0.05606250000000001,0.40709999999999996,0.49246249999999997
24,55,0.0,0.672375,0.7094625
24,56,0.03786666666666667,0.6671933333333334,0.8337999999999999
24,57,0.0,0.5998,0.8779555555555556
24,58,0.0503125,0.5287999999999998,0.7859249999999999
24,59,0.0,0.6395875,0.6859375
24,60,0.19312500000000002,0.6798375,0.8108000000000001
24,61,0.013166666666666667,0.4307,0.8175666666666667
24,62,0.006416666666666667,0.29275,0.6280833333333333
24,63,0.14376923076923076,0.10565384615384617,0.2639076923076923
24,64,0.0015454545454545456,0.34942727272727275,0.26192727272727273
24,65,0.02542857142857143,0.4175357142857143,0.4950142857142857
24,66,0.025869565217391303,0.3250521739130434,0.30334347826086955
24,67,0.0,0.4951999999999999,0.46456666666666674
24,68,0.043285714285714295,0.43766428571428573,0.5436642857142856
24,69,0.05905882352941177,0.2260529411764706,0.5043294117647059
24,70,0.01782352941176471,0.15209411764705882,0.16633529411764703
24,71,0.06385714285714288,0.5502928571428571,0.43291428571428575
24,72,0.0,0.23356,0.28801000000000004
24,73,0.07075,0.06331875000000001,0.109775
24,74,0.0,0.030875,0.040725
24,75,0.08662499999999998,0.03235,0.06459999999999999
24,76,0.0060999999999999995,0.07969000000000001,0.17017000000000002
24,77,0.2735,0.12078333333333334,0.1941166666666667
24,78,0.009235294117647059,0.13653529411764706,0.1972470588235294
24,79,0.34462499999999996,0.0707875,0.18109999999999998
24,80,0.003625,0.10260625000000001,0.2835687499999999
24,81,0.39325000000000004,0.1137375,0.2665375
24,82,0.01922222222222222,0.32251111111111114,0.42018888888888895
24,83,0.3245,0.3845166666666667,0.2710166666666667
24,84,0.013999999999999999,0.2530352941176471,0.30466470588235295
