year,hour_of_year,PV,Wind
2010,6116.0,0.0,0.2046
2010,6117.0,0.0,0.224
2010,6118.0,0.0,0.2475
2010,6119.0,0.0,0.2768
2010,6120.0,0.0,0.2887
2010,6121.0,0.0,0.314
2010,6122.0,0.0,0.3473
2010,6123.0,0.0,0.3927
2010,6124.0,0.0,0.4535
2010,6125.0,0.0,0.499
2010,6126.0,0.0,0.5052
2010,6127.0,0.01,0.5028
2010,6128.0,0.046,0.4574
2010,6129.0,0.093,0.4303
2010,6130.0,0.133,0.4222
2010,6131.0,0.167,0.4415
2010,6132.0,0.209,0.4751
2010,6133.0,0.235,0.5057
2010,6134.0,0.207,0.54
2010,6135.0,0.142,0.584
2010,6136.0,0.078,0.6468
2010,6137.0,0.042,0.696
2010,6138.0,0.018,0.734
2010,6139.0,0.0,0.7531
2010,6140.0,0.0,0.7537
2010,6141.0,0.0,0.7318
2010,6142.0,0.0,0.6958
2010,6143.0,0.0,0.6445
2010,6144.0,0.0,0.5848
2010,6145.0,0.0,0.5469
2010,6146.0,0.0,0.5187
2010,6147.0,0.0,0.529
2010,6148.0,0.0,0.5579
2010,6149.0,0.0,0.5953
2010,6150.0,0.0,0.6287
2010,6151.0,0.023,0.6594
2010,6152.0,0.082,0.6742
2010,6153.0,0.146,0.7096
2010,6154.0,0.215,0.7679
2010,6155.0,0.288,0.7971
2010,6156.0,0.315,0.8108
2010,6157.0,0.318,0.8135
2010,6158.0,0.311,0.8065
2010,6159.0,0.266,0.7909
2010,6160.0,0.207,0.7764
2010,6161.0,0.138,0.739
2010,6162.0,0.056,0.6998
2010,6163.0,0.002,0.6786
2010,6164.0,0.0,0.6637
2010,6165.0,0.0,0.6523
2010,6166.0,0.0,0.6409
2010,6167.0,0.0,0.6335
2010,6168.0,0.0,0.6372
2010,6169.0,0.0,0.6517
2010,6170.0,0.0,0.6964
2010,6171.0,0.0,0.7437
2010,6172.0,0.0,0.7718
2010,6173.0,0.0,0.7907
2010,6174.0,0.0,0.8039
2010,6175.0,0.035,0.8106
2010,6176.0,0.134,0.8048
2010,6177.0,0.244,0.8115
2010,6178.0,0.354,0.7968
2010,6179.0,0.431,0.7572
2010,6180.0,0.445,0.6995
2010,6181.0,0.427,0.643
2010,6182.0,0.402,0.6105
2010,6183.0,0.336,0.5897
2010,6184.0,0.243,0.569
2010,6185.0,0.142,0.5174
2010,6186.0,0.058,0.4489
2010,6187.0,0.001,0.4214
2010,6188.0,0.0,0.4018
2010,6189.0,0.0,0.3847
2010,6190.0,0.0,0.4069
2010,6191.0,0.0,0.4245
2010,6192.0,0.0,0.4286
2010,6193.0,0.0,0.4403
2010,6194.0,0.0,0.4443
2010,6195.0,0.0,0.4418
2010,6196.0,0.0,0.4378
2010,6197.0,0.0,0.4308
2010,6198.0,0.0,0.4205
2010,6199.0,0.034,0.4036
2010,6200.0,0.144,0.3944
2010,6201.0,0.273,0.4304
2010,6202.0,0.401,0.4507
2010,6203.0,0.478,0.4591
2010,6204.0,0.506,0.4704
2010,6205.0,0.493,0.4873
2010,6206.0,0.456,0.5055
2010,6207.0,0.388,0.5233
2010,6208.0,0.276,0.5278
2010,6209.0,0.164,0.5022
2010,6210.0,0.063,0.4659
2010,6211.0,0.002,0.4541
2010,6212.0,0.0,0.4444
2010,6213.0,0.0,0.426
2010,6214.0,0.0,0.4215
2010,6215.0,0.0,0.4139
2010,6216.0,0.0,0.4158
2010,6217.0,0.0,0.4203
2010,6218.0,0.0,0.4214
2010,6219.0,0.0,0.4203
2010,6220.0,0.0,0.4164
2010,6221.0,0.0,0.411
2010,6222.0,0.0,0.4028
2010,6223.0,0.032,0.387
2010,6224.0,0.161,0.3685
2010,6225.0,0.304,0.4199
2010,6226.0,0.417,0.4266
2010,6227.0,0.497,0.4073
2010,6228.0,0.535,0.3884
2010,6229.0,0.535,0.3751
2010,6230.0,0.493,0.3654
2010,6231.0,0.405,0.3593
2010,6232.0,0.284,0.3501
2010,6233.0,0.149,0.3242
2010,6234.0,0.044,0.2989
2010,6235.0,0.001,0.2808
2010,6236.0,0.0,0.2562
2010,6237.0,0.0,0.2421
2010,6238.0,0.0,0.2329
2010,6239.0,0.0,0.225
2010,6240.0,0.0,0.2319
2010,6241.0,0.0,0.2362
2010,6242.0,0.0,0.2393
2010,6243.0,0.0,0.2421
2010,6244.0,0.0,0.2458
2010,6245.0,0.0,0.2357
2010,6246.0,0.0,0.226
2010,6247.0,0.023,0.2129
2010,6248.0,0.117,0.1807
2010,6249.0,0.236,0.1897
2010,6250.0,0.343,0.2155
2010,6251.0,0.402,0.2076
2010,6252.0,0.428,0.1938
2010,6253.0,0.407,0.1856
2010,6254.0,0.37,0.1892
2010,6255.0,0.289,0.1954
2010,6256.0,0.204,0.1916
2010,6257.0,0.108,0.16
2010,6258.0,0.032,0.1252
2010,6259.0,0.0,0.1143
2010,6260.0,0.0,0.1097
2010,6261.0,0.0,0.1057
2010,6262.0,0.0,0.1043
2010,6263.0,0.0,0.102
2010,6264.0,0.0,0.1011
2010,6265.0,0.0,0.1059
2010,6266.0,0.0,0.112
2010,6267.0,0.0,0.1201
2010,6268.0,0.0,0.1288
2010,6269.0,0.0,0.1425
2010,6270.0,0.0,0.1598
2010,6271.0,0.005,0.1686
2010,6272.0,0.037,0.1679
2010,6273.0,0.09,0.1752
2010,6274.0,0.161,0.2073
2010,6275.0,0.233,0.2266
2010,6276.0,0.272,0.2376
2010,6277.0,0.28,0.2458
2010,6278.0,0.247,0.2486
2010,6279.0,0.194,0.2451
2010,6280.0,0.121,0.2313
2010,6281.0,0.057,0.2044
2010,6282.0,0.015,0.1962
2010,6283.0,0.0,0.2128
2010,6284.0,0.0,0.2356
2010,6285.0,0.0,0.2463
2010,6286.0,0.0,0.2505
2010,6287.0,0.0,0.252
2010,6288.0,0.0,0.2515
2010,6289.0,0.0,0.2591
2010,6290.0,0.0,0.2628
2010,6291.0,0.0,0.264
2010,6292.0,0.0,0.2971
2010,6293.0,0.0,0.3351
2010,6294.0,0.0,0.3502
2010,6295.0,0.021,0.3557
2010,6296.0,0.113,0.3456
2010,6297.0,0.239,0.3756
2010,6298.0,0.378,0.3985
2010,6299.0,0.467,0.3978
2010,6300.0,0.505,0.3856
2010,6301.0,0.509,0.3574
2010,6302.0,0.479,0.3204
2010,6303.0,0.405,0.2753
2010,6304.0,0.289,0.2258
2010,6305.0,0.16,0.159
2010,6306.0,0.051,0.1029
2010,6307.0,0.0,0.0844
2010,6308.0,0.0,0.0688
2010,6309.0,0.0,0.0553
2010,6310.0,0.0,0.0501
2010,6311.0,0.0,0.0509
2010,6312.0,0.0,0.0569
2010,6313.0,0.0,0.0671
2010,6314.0,0.0,0.0794
2010,6315.0,0.0,0.0926
2010,6316.0,0.0,0.1089
2010,6317.0,0.0,0.1269
2010,6318.0,0.0,0.1449
2010,6319.0,0.013,0.1599
2010,6320.0,0.073,0.1523
2010,6321.0,0.151,0.1389
2010,6322.0,0.227,0.142
2010,6323.0,0.296,0.1701
2010,6324.0,0.341,0.2021
2010,6325.0,0.347,0.2335
2010,6326.0,0.311,0.2543
2010,6327.0,0.249,0.2548
2010,6328.0,0.172,0.2426
2010,6329.0,0.089,0.2367
2010,6330.0,0.024,0.2494
2010,6331.0,0.0,0.2658
2010,6332.0,0.0,0.2702
2010,6333.0,0.0,0.275
2010,6334.0,0.0,0.2716
2010,6335.0,0.0,0.2681
2010,6336.0,0.0,0.2659
2010,6337.0,0.0,0.2587
2010,6338.0,0.0,0.252
2010,6339.0,0.0,0.2492
2010,6340.0,0.0,0.2466
2010,6341.0,0.0,0.2458
2010,6342.0,0.0,0.2507
2010,6343.0,0.01,0.2565
2010,6344.0,0.065,0.2397
2010,6345.0,0.147,0.2214
2010,6346.0,0.238,0.2425
2010,6347.0,0.3,0.2566
2010,6348.0,0.313,0.2726
2010,6349.0,0.298,0.2944
2010,6350.0,0.271,0.3081
2010,6351.0,0.218,0.3101
2010,6352.0,0.14,0.2856
2010,6353.0,0.071,0.2571
2010,6354.0,0.018,0.2557
2010,6355.0,0.0,0.2638
2010,6356.0,0.0,0.2527
2010,6357.0,0.0,0.243
2010,6358.0,0.0,0.2304
2010,6359.0,0.0,0.2127
2010,6360.0,0.0,0.2075
2010,6361.0,0.0,0.2048
2010,6362.0,0.0,0.2014
2010,6363.0,0.0,0.1976
2010,6364.0,0.0,0.1974
2010,6365.0,0.0,0.1959
2010,6366.0,0.0,0.1941
2010,6367.0,0.007,0.1898
2010,6368.0,0.057,0.1895
2010,6369.0,0.133,0.1917
2010,6370.0,0.196,0.2112
2010,6371.0,0.23,0.2355
2010,6372.0,0.237,0.2486
2010,6373.0,0.213,0.2653
2010,6374.0,0.187,0.2954
2010,6375.0,0.161,0.34
2010,6376.0,0.122,0.3788
2010,6377.0,0.072,0.3993
2010,6378.0,0.02,0.4098
2010,6379.0,0.0,0.4229
2010,6380.0,0.0,0.4416
2010,6381.0,0.0,0.4518
2010,6382.0,0.0,0.4577
2010,6383.0,0.0,0.4655
2010,6384.0,0.0,0.4752
2010,6385.0,0.0,0.4831
2010,6386.0,0.0,0.4877
2010,6387.0,0.0,0.491
2010,6388.0,0.0,0.4993
2010,6389.0,0.0,0.5147
2010,6390.0,0.0,0.5104
2010,6391.0,0.011,0.5114
2010,6392.0,0.094,0.5061
2010,6393.0,0.203,0.5464
2010,6394.0,0.31,0.5712
2010,6395.0,0.377,0.5538
2010,6396.0,0.411,0.5271
2010,6397.0,0.41,0.503
2010,6398.0,0.39,0.4813
2010,6399.0,0.338,0.4612
2010,6400.0,0.246,0.4465
2010,6401.0,0.14,0.4154
2010,6402.0,0.038,0.3753
2010,6403.0,0.0,0.366
2010,6404.0,0.0,0.356
2010,6405.0,0.0,0.3403
2010,6406.0,0.0,0.3272
2010,6407.0,0.0,0.3257
2010,6408.0,0.0,0.319
2010,6409.0,0.0,0.3148
2010,6410.0,0.0,0.3175
2010,6411.0,0.0,0.3125
2010,6412.0,0.0,0.3033
2010,6413.0,0.0,0.2938
2010,6414.0,0.0,0.2865
2010,6415.0,0.015,0.2808
2010,6416.0,0.126,0.2673
2010,6417.0,0.263,0.2833
2010,6418.0,0.369,0.3085
2010,6419.0,0.441,0.3043
2010,6420.0,0.5,0.2934
2010,6421.0,0.512,0.2843
2010,6422.0,0.485,0.2801
2010,6423.0,0.407,0.2778
2010,6424.0,0.299,0.2715
2010,6425.0,0.161,0.2503
2010,6426.0,0.044,0.2347
2010,6427.0,0.0,0.241
2010,6428.0,0.0,0.24
2010,6429.0,0.0,0.2303
2010,6430.0,0.0,0.2261
2010,6431.0,0.0,0.2239
2010,6432.0,0.0,0.224
2010,6433.0,0.0,0.2229
2010,6434.0,0.0,0.2195
2010,6435.0,0.0,0.2172
2010,6436.0,0.0,0.2115
2010,6437.0,0.0,0.2052
2010,6438.0,0.0,0.1952
2010,6439.0,0.01,0.1867
2010,6440.0,0.098,0.1687
2010,6441.0,0.216,0.1552
2010,6442.0,0.319,0.1656
2010,6443.0,0.374,0.159
2010,6444.0,0.402,0.1465
2010,6445.0,0.399,0.1378
2010,6446.0,0.361,0.1343
2010,6447.0,0.301,0.1326
2010,6448.0,0.209,0.1247
2010,6449.0,0.113,0.1142
2010,6450.0,0.03,0.117
2010,6451.0,0.0,0.1294
2010,6452.0,0.0,0.1341
2010,6453.0,0.0,0.1329
2010,6454.0,0.0,0.1341
2010,6455.0,0.0,0.1327
2010,6456.0,0.0,0.1361
2010,6457.0,0.0,0.1314
2010,6458.0,0.0,0.1291
2010,6459.0,0.0,0.1259
2010,6460.0,0.0,0.1298
2010,6461.0,0.0,0.1369
2010,6462.0,0.0,0.1414
2010,6463.0,0.003,0.1466
2010,6464.0,0.055,0.1426
2010,6465.0,0.127,0.1295
2010,6466.0,0.19,0.1418
2010,6467.0,0.228,0.1462
2010,6468.0,0.237,0.1394
2010,6469.0,0.227,0.1311
2010,6470.0,0.201,0.1233
2010,6471.0,0.159,0.1156
2010,6472.0,0.104,0.1061
2010,6473.0,0.051,0.096
2010,6474.0,0.011,0.1071
2010,6475.0,0.0,0.1375
2010,6476.0,0.0,0.1551
2010,6477.0,0.0,0.1597
2010,6478.0,0.0,0.164
2010,6479.0,0.0,0.1751
2010,6480.0,0.0,0.1797
2010,6481.0,0.0,0.1834
2010,6482.0,0.0,0.1826
2010,6483.0,0.0,0.1807
2010,6484.0,0.0,0.182
2010,6485.0,0.0,0.1897
2010,6486.0,0.0,0.2019
2010,6487.0,0.002,0.2171
2010,6488.0,0.042,0.2181
2010,6489.0,0.109,0.23
2010,6490.0,0.182,0.2642
2010,6491.0,0.227,0.2778
2010,6492.0,0.254,0.2821
2010,6493.0,0.251,0.2776
2010,6494.0,0.231,0.2636
2010,6495.0,0.187,0.2363
2010,6496.0,0.116,0.2084
2010,6497.0,0.055,0.1968
2010,6498.0,0.01,0.2049
2010,6499.0,0.0,0.2136
2010,6500.0,0.0,0.2208
2010,6501.0,0.0,0.2163
2010,6502.0,0.0,0.2135
2010,6503.0,0.0,0.2104
2010,6504.0,0.0,0.209
2010,6505.0,0.0,0.2121
2010,6506.0,0.0,0.2199
2010,6507.0,0.0,0.2292
2010,6508.0,0.0,0.2417
2010,6509.0,0.0,0.2448
2010,6510.0,0.0,0.2462
2010,6511.0,0.0,0.2486
2010,6512.0,0.019,0.2508
2010,6513.0,0.053,0.2599
2010,6514.0,0.097,0.2649
2010,6515.0,0.137,0.2627
2010,6516.0,0.172,0.253
2010,6517.0,0.193,0.249
2010,6518.0,0.196,0.2378
2010,6519.0,0.173,0.2158
2010,6520.0,0.128,0.1922
2010,6521.0,0.068,0.1642
2010,6522.0,0.017,0.149
2010,6523.0,0.0,0.1552
2010,6524.0,0.0,0.1526
2010,6525.0,0.0,0.1375
2010,6526.0,0.0,0.1192
2010,6527.0,0.0,0.1043
2010,6528.0,0.0,0.0966
2010,6529.0,0.0,0.0954
2010,6530.0,0.0,0.0969
2010,6531.0,0.0,0.0957
2010,6532.0,0.0,0.0925
2010,6533.0,0.0,0.0872
2010,6534.0,0.0,0.0827
2010,6535.0,0.007,0.078
2010,6536.0,0.083,0.0678
2010,6537.0,0.189,0.0567
2010,6538.0,0.294,0.0568
2010,6539.0,0.364,0.0661
2010,6540.0,0.404,0.0764
2010,6541.0,0.396,0.0895
2010,6542.0,0.361,0.1062
2010,6543.0,0.287,0.1267
2010,6544.0,0.186,0.142
2010,6545.0,0.089,0.1444
2010,6546.0,0.017,0.172
2010,6547.0,0.0,0.2183
2010,6548.0,0.0,0.251
2010,6549.0,0.0,0.2682
2010,6550.0,0.0,0.2767
2010,6551.0,0.0,0.2884
2010,6552.0,0.0,0.2996
2010,6553.0,0.0,0.3147
2010,6554.0,0.0,0.3371
2010,6555.0,0.0,0.3677
2010,6556.0,0.0,0.4049
2010,6557.0,0.0,0.4504
2010,6558.0,0.0,0.5117
2010,6559.0,0.002,0.5682
2010,6560.0,0.038,0.6389
2010,6561.0,0.093,0.7182
2010,6562.0,0.135,0.7853
2010,6563.0,0.148,0.8007
2010,6564.0,0.138,0.775
2010,6565.0,0.13,0.7183
2010,6566.0,0.128,0.6352
2010,6567.0,0.117,0.5798
2010,6568.0,0.097,0.5193
2010,6569.0,0.06,0.4495
2010,6570.0,0.013,0.4003
2010,6571.0,0.0,0.3458
2010,6572.0,0.0,0.2965
2010,6573.0,0.0,0.2662
2010,6574.0,0.0,0.269
2010,6575.0,0.0,0.2802
2010,6576.0,0.0,0.2849
2010,6577.0,0.0,0.2889
2010,6578.0,0.0,0.2893
2010,6579.0,0.0,0.2918
2010,6580.0,0.0,0.2918
2010,6581.0,0.0,0.2895
2010,6582.0,0.0,0.3065
2010,6583.0,0.002,0.314
2010,6584.0,0.059,0.2963
2010,6585.0,0.198,0.2559
2010,6586.0,0.335,0.29
2010,6587.0,0.379,0.3717
2010,6588.0,0.358,0.3985
2010,6589.0,0.301,0.4036
2010,6590.0,0.234,0.4056
2010,6591.0,0.146,0.3969
2010,6592.0,0.077,0.3792
2010,6593.0,0.029,0.3849
2010,6594.0,0.002,0.3933
2010,6595.0,0.0,0.3823
2010,6596.0,0.0,0.3696
2010,6597.0,0.0,0.3601
2010,6598.0,0.0,0.3624
2010,6599.0,0.0,0.3581
2010,6600.0,0.0,0.3351
2010,6601.0,0.0,0.3206
2010,6602.0,0.0,0.3108
2010,6603.0,0.0,0.2826
2010,6604.0,0.0,0.2742
2010,6605.0,0.0,0.2811
2010,6606.0,0.0,0.2821
2010,6607.0,0.0,0.2911
2010,6608.0,0.014,0.3071
2010,6609.0,0.047,0.2937
2010,6610.0,0.086,0.2702
2010,6611.0,0.129,0.2413
2010,6612.0,0.16,0.211
2010,6613.0,0.187,0.1948
2010,6614.0,0.196,0.1842
2010,6615.0,0.178,0.1719
2010,6616.0,0.129,0.1553
2010,6617.0,0.068,0.1419
2010,6618.0,0.012,0.1522
2010,6619.0,0.0,0.175
2010,6620.0,0.0,0.1977
2010,6621.0,0.0,0.2219
2010,6622.0,0.0,0.222
2010,6623.0,0.0,0.22
2010,6624.0,0.0,0.2081
2010,6625.0,0.0,0.1946
2010,6626.0,0.0,0.18
2010,6627.0,0.0,0.1691
2010,6628.0,0.0,0.1609
2010,6629.0,0.0,0.1578
2010,6630.0,0.0,0.1604
2010,6631.0,0.0,0.1665
2010,6632.0,0.054,0.1777
2010,6633.0,0.184,0.1757
2010,6634.0,0.32,0.235
2010,6635.0,0.444,0.3234
2010,6636.0,0.497,0.4006
2010,6637.0,0.486,0.4585
2010,6638.0,0.43,0.5074
2010,6639.0,0.344,0.549
2010,6640.0,0.231,0.5718
2010,6641.0,0.115,0.5863
2010,6642.0,0.015,0.6163
2010,6643.0,0.0,0.6498
2010,6644.0,0.0,0.6625
2010,6645.0,0.0,0.6498
2010,6646.0,0.0,0.6304
2010,6647.0,0.0,0.581
2010,6648.0,0.0,0.5495
2010,6649.0,0.0,0.52
2010,6650.0,0.0,0.4932
2010,6651.0,0.0,0.4705
2010,6652.0,0.0,0.4681
2010,6653.0,0.0,0.4749
2010,6654.0,0.0,0.4817
2010,6655.0,0.0,0.4872
2010,6656.0,0.028,0.473
2010,6657.0,0.102,0.4561
2010,6658.0,0.203,0.4756
2010,6659.0,0.294,0.5119
2010,6660.0,0.33,0.5405
2010,6661.0,0.307,0.5576
2010,6662.0,0.282,0.5517
2010,6663.0,0.259,0.5412
2010,6664.0,0.186,0.5309
2010,6665.0,0.077,0.5052
2010,6666.0,0.007,0.4965
2010,6667.0,0.0,0.4976
2010,6668.0,0.0,0.4894
2010,6669.0,0.0,0.4803
2010,6670.0,0.0,0.4647
2010,6671.0,0.0,0.4475
2010,6672.0,0.0,0.4178
2010,6673.0,0.0,0.3759
2010,6674.0,0.0,0.3509
2010,6675.0,0.0,0.3412
2010,6676.0,0.0,0.3166
2010,6677.0,0.0,0.298
2010,6678.0,0.0,0.2783
2010,6679.0,0.0,0.2619
2010,6680.0,0.024,0.2377
2010,6681.0,0.099,0.2244
2010,6682.0,0.206,0.269
2010,6683.0,0.317,0.3586
2010,6684.0,0.398,0.4404
2010,6685.0,0.437,0.5124
2010,6686.0,0.41,0.5587
2010,6687.0,0.336,0.5649
2010,6688.0,0.218,0.5153
2010,6689.0,0.11,0.457
2010,6690.0,0.011,0.4132
2010,6691.0,0.0,0.3535
2010,6692.0,0.0,0.3263
2010,6693.0,0.0,0.3122
2010,6694.0,0.0,0.3015
2010,6695.0,0.0,0.2941
2010,6696.0,0.0,0.2941
2010,6697.0,0.0,0.2824
2010,6698.0,0.0,0.2731
2010,6699.0,0.0,0.2651
2010,6700.0,0.0,0.2599
2010,6701.0,0.0,0.2618
2010,6702.0,0.0,0.2662
2010,6703.0,0.001,0.2687
2010,6704.0,0.068,0.2544
2010,6705.0,0.175,0.2201
2010,6706.0,0.276,0.2123
2010,6707.0,0.357,0.2286
2010,6708.0,0.421,0.2587
2010,6709.0,0.454,0.28
2010,6710.0,0.436,0.283
2010,6711.0,0.368,0.2592
2010,6712.0,0.256,0.2155
2010,6713.0,0.123,0.1902
2010,6714.0,0.013,0.2293
2010,6715.0,0.0,0.2916
2010,6716.0,0.0,0.3483
2010,6717.0,0.0,0.3788
2010,6718.0,0.0,0.3806
2010,6719.0,0.0,0.364
2010,6720.0,0.0,0.3573
2010,6721.0,0.0,0.3491
2010,6722.0,0.0,0.3385
2010,6723.0,0.0,0.3393
2010,6724.0,0.0,0.3531
2010,6725.0,0.0,0.3595
2010,6726.0,0.0,0.3828
2010,6727.0,0.0,0.3747
2010,6728.0,0.042,0.3656
2010,6729.0,0.139,0.3417
2010,6730.0,0.243,0.3466
2010,6731.0,0.322,0.4079
2010,6732.0,0.364,0.4375
2010,6733.0,0.37,0.4477
2010,6734.0,0.341,0.4388
2010,6735.0,0.276,0.4199
2010,6736.0,0.188,0.3858
2010,6737.0,0.085,0.3487
2010,6738.0,0.005,0.3503
2010,6739.0,0.0,0.3646
2010,6740.0,0.0,0.3727
2010,6741.0,0.0,0.3785
2010,6742.0,0.0,0.3757
2010,6743.0,0.0,0.369
2010,6744.0,0.0,0.3687
2010,6745.0,0.0,0.3719
2010,6746.0,0.0,0.3828
2010,6747.0,0.0,0.3932
2010,6748.0,0.0,0.4018
2010,6749.0,0.0,0.4009
2010,6750.0,0.0,0.41
2010,6751.0,0.0,0.4235
2010,6752.0,0.04,0.4163
2010,6753.0,0.134,0.4201
2010,6754.0,0.253,0.4461
2010,6755.0,0.362,0.4457
2010,6756.0,0.435,0.4385
2010,6757.0,0.464,0.4264
2010,6758.0,0.423,0.4142
2010,6759.0,0.341,0.404
2010,6760.0,0.221,0.393
2010,6761.0,0.093,0.3649
2010,6762.0,0.006,0.3651
2010,6763.0,0.0,0.3807
2010,6764.0,0.0,0.3777
2010,6765.0,0.0,0.3619
2010,6766.0,0.0,0.3545
2010,6767.0,0.0,0.3572
2010,6768.0,0.0,0.3533
2010,6769.0,0.0,0.3491
2010,6770.0,0.0,0.3416
2010,6771.0,0.0,0.3317
2010,6772.0,0.0,0.3391
2010,6773.0,0.0,0.3428
2010,6774.0,0.0,0.3497
2010,6775.0,0.001,0.3562
2010,6776.0,0.046,0.3508
2010,6777.0,0.152,0.3412
2010,6778.0,0.277,0.373
2010,6779.0,0.386,0.3702
2010,6780.0,0.462,0.3509
2010,6781.0,0.481,0.3265
2010,6782.0,0.456,0.3058
2010,6783.0,0.384,0.2864
2010,6784.0,0.27,0.266
2010,6785.0,0.134,0.2521
2010,6786.0,0.008,0.2714
2010,6787.0,0.0,0.2891
2010,6788.0,0.0,0.2861
2010,6789.0,0.0,0.2758
2010,6790.0,0.0,0.2613
2010,6791.0,0.0,0.2432
2010,6792.0,0.0,0.2282
2010,6793.0,0.0,0.2082
2010,6794.0,0.0,0.1989
2010,6795.0,0.0,0.1929
2010,6796.0,0.0,0.1865
2010,6797.0,0.0,0.1733
2010,6798.0,0.0,0.1594
2010,6799.0,0.0,0.1495
2010,6800.0,0.052,0.138
2010,6801.0,0.189,0.1214
2010,6802.0,0.363,0.1158
2010,6803.0,0.475,0.1083
2010,6804.0,0.531,0.1013
2010,6805.0,0.541,0.0938
2010,6806.0,0.504,0.0883
2010,6807.0,0.421,0.0857
2010,6808.0,0.298,0.0844
2010,6809.0,0.155,0.0896
2010,6810.0,0.01,0.1127
2010,6811.0,0.0,0.136
2010,6812.0,0.0,0.1404
2010,6813.0,0.0,0.1334
2010,6814.0,0.0,0.1181
2010,6815.0,0.0,0.1015
2010,6816.0,0.0,0.0893
2010,6817.0,0.0,0.0763
2010,6818.0,0.0,0.0646
2010,6819.0,0.0,0.056
2010,6820.0,0.0,0.0495
2010,6821.0,0.0,0.0438
2010,6822.0,0.0,0.0403
2010,6823.0,0.0,0.0384
2010,6824.0,0.027,0.0358
2010,6825.0,0.107,0.0322
2010,6826.0,0.232,0.0288
2010,6827.0,0.354,0.0259
2010,6828.0,0.433,0.024
2010,6829.0,0.455,0.0236
2010,6830.0,0.429,0.0245
2010,6831.0,0.353,0.026
2010,6832.0,0.238,0.0288
2010,6833.0,0.113,0.035
2010,6834.0,0.006,0.0481
2010,6835.0,0.0,0.0591
2010,6836.0,0.0,0.0637
2010,6837.0,0.0,0.0628
2010,6838.0,0.0,0.0582
2010,6839.0,0.0,0.0519
2010,6840.0,0.0,0.0451
2010,6841.0,0.0,0.0385
2010,6842.0,0.0,0.0323
2010,6843.0,0.0,0.0281
2010,6844.0,0.0,0.0254
2010,6845.0,0.0,0.0236
2010,6846.0,0.0,0.0231
2010,6847.0,0.0,0.0251
2010,6848.0,0.013,0.0283
2010,6849.0,0.071,0.0318
2010,6850.0,0.171,0.0322
2010,6851.0,0.269,0.032
2010,6852.0,0.351,0.0331
2010,6853.0,0.39,0.0344
2010,6854.0,0.371,0.0359
2010,6855.0,0.308,0.0386
2010,6856.0,0.204,0.0428
2010,6857.0,0.089,0.0458
2010,6858.0,0.002,0.0526
2010,6859.0,0.0,0.0571
2010,6860.0,0.0,0.0584
2010,6861.0,0.0,0.0592
2010,6862.0,0.0,0.0602
2010,6863.0,0.0,0.0638
2010,6864.0,0.0,0.0683
2010,6865.0,0.0,0.0714
2010,6866.0,0.0,0.0721
2010,6867.0,0.0,0.0699
2010,6868.0,0.0,0.0688
2010,6869.0,0.0,0.0701
2010,6870.0,0.0,0.0718
2010,6871.0,0.0,0.0759
2010,6872.0,0.015,0.0771
2010,6873.0,0.071,0.069
2010,6874.0,0.151,0.063
2010,6875.0,0.229,0.0631
2010,6876.0,0.28,0.0621
2010,6877.0,0.288,0.0616
2010,6878.0,0.251,0.065
2010,6879.0,0.183,0.0692
2010,6880.0,0.109,0.0688
2010,6881.0,0.038,0.0737
2010,6882.0,0.0,0.0949
2010,6883.0,0.0,0.1161
2010,6884.0,0.0,0.1316
2010,6885.0,0.0,0.1435
2010,6886.0,0.0,0.1451
2010,6887.0,0.0,0.1484
2010,6888.0,0.0,0.1552
2010,6889.0,0.0,0.1673
2010,6890.0,0.0,0.1767
2010,6891.0,0.0,0.1957
2010,6892.0,0.0,0.2061
2010,6893.0,0.0,0.2057
2010,6894.0,0.0,0.2109
2010,6895.0,0.0,0.2188
2010,6896.0,0.008,0.2196
2010,6897.0,0.041,0.2048
2010,6898.0,0.093,0.1888
2010,6899.0,0.162,0.2098
2010,6900.0,0.208,0.2438
2010,6901.0,0.228,0.2766
2010,6902.0,0.198,0.3022
2010,6903.0,0.149,0.3123
2010,6904.0,0.098,0.3025
2010,6905.0,0.041,0.2978
2010,6906.0,0.001,0.3139
2010,6907.0,0.0,0.3093
2010,6908.0,0.0,0.2955
2010,6909.0,0.0,0.2827
2010,6910.0,0.0,0.2698
2010,6911.0,0.0,0.248
2010,6912.0,0.0,0.2297
2010,6913.0,0.0,0.2162
2010,6914.0,0.0,0.2
2010,6915.0,0.0,0.1872
2010,6916.0,0.0,0.1772
2010,6917.0,0.0,0.1698
2010,6918.0,0.0,0.1563
2010,6919.0,0.0,0.141
2010,6920.0,0.02,0.1287
2010,6921.0,0.102,0.1114
2010,6922.0,0.225,0.1061
2010,6923.0,0.358,0.11
2010,6924.0,0.436,0.1025
2010,6925.0,0.451,0.0928
2010,6926.0,0.415,0.0862
2010,6927.0,0.333,0.0811
2010,6928.0,0.212,0.0742
2010,6929.0,0.087,0.0673
2010,6930.0,0.002,0.0718
2010,6931.0,0.0,0.0755
2010,6932.0,0.0,0.0785
2010,6933.0,0.0,0.0856
2010,6934.0,0.0,0.0955
2010,6935.0,0.0,0.1063
2010,6936.0,0.0,0.1202
2010,6937.0,0.0,0.1377
2010,6938.0,0.0,0.157
2010,6939.0,0.0,0.1746
2010,6940.0,0.0,0.1864
2010,6941.0,0.0,0.1968
2010,6942.0,0.0,0.2118
