year,hour_of_year,PV,Wind
2015,302.0,0.082,0.539
2015,303.0,0.037,0.5284
2015,304.0,0.006,0.5421
2015,305.0,0.0,0.5546
2015,306.0,0.0,0.5574
2015,307.0,0.0,0.5617
2015,308.0,0.0,0.57
2015,309.0,0.0,0.5621
2015,310.0,0.0,0.5414
2015,311.0,0.0,0.533
2015,312.0,0.0,0.5281
2015,313.0,0.0,0.5244
2015,314.0,0.0,0.5316
2015,315.0,0.0,0.5424
2015,316.0,0.0,0.5261
2015,317.0,0.0,0.5233
2015,318.0,0.0,0.5465
2015,319.0,0.0,0.5715
2015,320.0,0.0,0.5889
2015,321.0,0.004,0.6085
2015,322.0,0.05,0.6337
2015,323.0,0.127,0.6397
2015,324.0,0.18,0.6421
2015,325.0,0.185,0.6316
2015,326.0,0.139,0.6216
2015,327.0,0.06,0.6206
2015,328.0,0.005,0.6074
2015,329.0,0.0,0.6321
2015,330.0,0.0,0.715
2015,331.0,0.0,0.8125
2015,332.0,0.0,0.8839
2015,333.0,0.0,0.9219
2015,334.0,0.0,0.9385
2015,335.0,0.0,0.9381
2015,336.0,0.0,0.9242
2015,337.0,0.0,0.8996
2015,338.0,0.0,0.877
2015,339.0,0.0,0.8793
2015,340.0,0.0,0.8821
2015,341.0,0.0,0.8822
2015,342.0,0.0,0.8865
2015,343.0,0.0,0.8876
2015,344.0,0.0,0.8911
2015,345.0,0.007,0.8895
2015,346.0,0.049,0.8895
2015,347.0,0.086,0.8912
2015,348.0,0.101,0.9023
2015,349.0,0.094,0.9076
2015,350.0,0.074,0.8971
2015,351.0,0.043,0.8777
2015,352.0,0.01,0.8536
2015,353.0,0.0,0.8385
2015,354.0,0.0,0.8297
2015,355.0,0.0,0.8394
2015,356.0,0.0,0.8573
2015,357.0,0.0,0.8789
2015,358.0,0.0,0.8951
2015,359.0,0.0,0.8962
2015,360.0,0.0,0.8784
2015,361.0,0.0,0.8454
2015,362.0,0.0,0.803
2015,363.0,0.0,0.7563
2015,364.0,0.0,0.7047
2015,365.0,0.0,0.648
2015,366.0,0.0,0.6016
2015,367.0,0.0,0.568
2015,368.0,0.0,0.537
2015,369.0,0.007,0.5093
2015,370.0,0.059,0.4905
2015,371.0,0.13,0.4735
2015,372.0,0.181,0.4764
2015,373.0,0.179,0.4857
2015,374.0,0.136,0.4899
2015,375.0,0.076,0.4875
2015,376.0,0.018,0.4774
2015,377.0,0.0,0.4725
2015,378.0,0.0,0.4726
2015,379.0,0.0,0.4743
2015,380.0,0.0,0.4642
2015,381.0,0.0,0.4479
2015,382.0,0.0,0.4305
2015,383.0,0.0,0.4079
2015,384.0,0.0,0.3872
2015,385.0,0.0,0.3728
2015,386.0,0.0,0.3514
2015,387.0,0.0,0.3347
2015,388.0,0.0,0.3278
2015,389.0,0.0,0.3117
2015,390.0,0.0,0.3027
2015,391.0,0.0,0.3
2015,392.0,0.0,0.3025
2015,393.0,0.005,0.2905
2015,394.0,0.033,0.2661
2015,395.0,0.072,0.2396
2015,396.0,0.108,0.2284
2015,397.0,0.116,0.2215
2015,398.0,0.099,0.2116
2015,399.0,0.054,0.2077
2015,400.0,0.01,0.2102
2015,401.0,0.0,0.2127
2015,402.0,0.0,0.2076
2015,403.0,0.0,0.1982
2015,404.0,0.0,0.1856
2015,405.0,0.0,0.1744
2015,406.0,0.0,0.1728
2015,407.0,0.0,0.1773
2015,408.0,0.0,0.1851
2015,409.0,0.0,0.2051
2015,410.0,0.0,0.2399
2015,411.0,0.0,0.2778
2015,412.0,0.0,0.2987
2015,413.0,0.0,0.2899
2015,414.0,0.0,0.2953
2015,415.0,0.0,0.3302
2015,416.0,0.0,0.3644
2015,417.0,0.007,0.3939
2015,418.0,0.061,0.3939
2015,419.0,0.141,0.3716
2015,420.0,0.204,0.381
2015,421.0,0.219,0.4138
2015,422.0,0.188,0.4218
2015,423.0,0.118,0.4183
2015,424.0,0.032,0.4099
2015,425.0,0.0,0.4141
2015,426.0,0.0,0.4115
2015,427.0,0.0,0.3902
2015,428.0,0.0,0.3555
2015,429.0,0.0,0.3244
2015,430.0,0.0,0.3014
2015,431.0,0.0,0.2676
2015,432.0,0.0,0.2374
2015,433.0,0.0,0.2245
2015,434.0,0.0,0.2094
2015,435.0,0.0,0.1928
2015,436.0,0.0,0.1753
2015,437.0,0.0,0.1587
2015,438.0,0.0,0.1338
2015,439.0,0.0,0.1109
2015,440.0,0.0,0.0916
2015,441.0,0.015,0.0737
2015,442.0,0.091,0.0552
2015,443.0,0.174,0.041
2015,444.0,0.219,0.0324
2015,445.0,0.219,0.0291
2015,446.0,0.173,0.0295
2015,447.0,0.099,0.032
2015,448.0,0.024,0.0384
2015,449.0,0.0,0.0484
2015,450.0,0.0,0.0574
2015,451.0,0.0,0.0654
2015,452.0,0.0,0.0726
2015,453.0,0.0,0.0804
2015,454.0,0.0,0.0856
2015,455.0,0.0,0.0886
2015,456.0,0.0,0.093
2015,457.0,0.0,0.0959
2015,458.0,0.0,0.0941
2015,459.0,0.0,0.09
2015,460.0,0.0,0.0866
2015,461.0,0.0,0.0844
2015,462.0,0.0,0.0854
2015,463.0,0.0,0.0924
2015,464.0,0.0,0.1061
2015,465.0,0.013,0.1256
2015,466.0,0.058,0.1393
2015,467.0,0.116,0.1488
2015,468.0,0.153,0.1583
2015,469.0,0.152,0.168
2015,470.0,0.117,0.177
2015,471.0,0.061,0.181
2015,472.0,0.013,0.1979
2015,473.0,0.0,0.2267
2015,474.0,0.0,0.2455
2015,475.0,0.0,0.2549
2015,476.0,0.0,0.2548
2015,477.0,0.0,0.2556
2015,478.0,0.0,0.2574
2015,479.0,0.0,0.2533
2015,480.0,0.0,0.2433
2015,481.0,0.0,0.2311
2015,482.0,0.0,0.2201
2015,483.0,0.0,0.2133
2015,484.0,0.0,0.2025
2015,485.0,0.0,0.1995
2015,486.0,0.0,0.1961
2015,487.0,0.0,0.193
2015,488.0,0.0,0.183
2015,489.0,0.004,0.1683
2015,490.0,0.029,0.1506
2015,491.0,0.061,0.1316
2015,492.0,0.084,0.1191
2015,493.0,0.089,0.1082
2015,494.0,0.075,0.0985
2015,495.0,0.045,0.092
2015,496.0,0.011,0.094
2015,497.0,0.0,0.1007
2015,498.0,0.0,0.104
2015,499.0,0.0,0.105
2015,500.0,0.0,0.1063
2015,501.0,0.0,0.1089
2015,502.0,0.0,0.1102
2015,503.0,0.0,0.1061
2015,504.0,0.0,0.0978
2015,505.0,0.0,0.0909
2015,506.0,0.0,0.0856
2015,507.0,0.0,0.0814
2015,508.0,0.0,0.0733
2015,509.0,0.0,0.0615
2015,510.0,0.0,0.0521
2015,511.0,0.0,0.0493
2015,512.0,0.0,0.0509
2015,513.0,0.019,0.054
2015,514.0,0.084,0.0591
2015,515.0,0.155,0.0676
2015,516.0,0.198,0.0782
2015,517.0,0.2,0.0869
2015,518.0,0.179,0.0986
2015,519.0,0.122,0.1087
2015,520.0,0.036,0.1308
2015,521.0,0.0,0.1622
2015,522.0,0.0,0.186
2015,523.0,0.0,0.2073
2015,524.0,0.0,0.2267
2015,525.0,0.0,0.2371
2015,526.0,0.0,0.254
2015,527.0,0.0,0.2693
2015,528.0,0.0,0.2857
2015,529.0,0.0,0.304
2015,530.0,0.0,0.3219
2015,531.0,0.0,0.3475
2015,532.0,0.0,0.3677
2015,533.0,0.0,0.3982
2015,534.0,0.0,0.4428
2015,535.0,0.0,0.4933
2015,536.0,0.0,0.5325
2015,537.0,0.025,0.5637
2015,538.0,0.092,0.5789
2015,539.0,0.149,0.5972
2015,540.0,0.159,0.5984
2015,541.0,0.143,0.5855
2015,542.0,0.107,0.5711
2015,543.0,0.06,0.5564
2015,544.0,0.015,0.5627
2015,545.0,0.0,0.5634
2015,546.0,0.0,0.5493
2015,547.0,0.0,0.5333
2015,548.0,0.0,0.5236
2015,549.0,0.0,0.5244
2015,550.0,0.0,0.5248
2015,551.0,0.0,0.5261
2015,552.0,0.0,0.5301
2015,553.0,0.0,0.5382
2015,554.0,0.0,0.5481
2015,555.0,0.0,0.5656
2015,556.0,0.0,0.5805
2015,557.0,0.0,0.594
2015,558.0,0.0,0.5799
2015,559.0,0.0,0.5407
2015,560.0,0.0,0.5051
2015,561.0,0.045,0.4819
2015,562.0,0.158,0.4492
2015,563.0,0.249,0.4222
2015,564.0,0.29,0.4176
2015,565.0,0.285,0.4121
2015,566.0,0.241,0.3987
2015,567.0,0.155,0.3879
2015,568.0,0.05,0.3938
2015,569.0,0.001,0.4044
2015,570.0,0.0,0.3916
2015,571.0,0.0,0.3781
2015,572.0,0.0,0.3632
2015,573.0,0.0,0.3428
2015,574.0,0.0,0.3341
2015,575.0,0.0,0.3318
2015,576.0,0.0,0.3255
2015,577.0,0.0,0.3368
2015,578.0,0.0,0.3622
2015,579.0,0.0,0.3867
2015,580.0,0.0,0.408
2015,581.0,0.0,0.4238
2015,582.0,0.0,0.4268
2015,583.0,0.0,0.4301
2015,584.0,0.0,0.4369
2015,585.0,0.025,0.4337
2015,586.0,0.088,0.4168
2015,587.0,0.153,0.4259
2015,588.0,0.176,0.4605
2015,589.0,0.156,0.4974
2015,590.0,0.111,0.4902
2015,591.0,0.052,0.5055
2015,592.0,0.011,0.5493
2015,593.0,0.0,0.5591
2015,594.0,0.0,0.5535
2015,595.0,0.0,0.5351
2015,596.0,0.0,0.4949
2015,597.0,0.0,0.4375
2015,598.0,0.0,0.4077
2015,599.0,0.0,0.3775
2015,600.0,0.0,0.3639
2015,601.0,0.0,0.3517
2015,602.0,0.0,0.3519
2015,603.0,0.0,0.3689
2015,604.0,0.0,0.3989
2015,605.0,0.0,0.4049
2015,606.0,0.0,0.4135
2015,607.0,0.0,0.4537
2015,608.0,0.0,0.498
2015,609.0,0.021,0.5188
2015,610.0,0.09,0.5319
2015,611.0,0.158,0.5368
2015,612.0,0.194,0.5465
2015,613.0,0.157,0.5358
2015,614.0,0.105,0.516
2015,615.0,0.066,0.4961
2015,616.0,0.022,0.4763
2015,617.0,0.0,0.4549
2015,618.0,0.0,0.4165
2015,619.0,0.0,0.3798
2015,620.0,0.0,0.3603
2015,621.0,0.0,0.3478
2015,622.0,0.0,0.3228
2015,623.0,0.0,0.2963
2015,624.0,0.0,0.2845
2015,625.0,0.0,0.2854
2015,626.0,0.0,0.2871
2015,627.0,0.0,0.2881
2015,628.0,0.0,0.2868
2015,629.0,0.0,0.2973
2015,630.0,0.0,0.325
2015,631.0,0.0,0.349
2015,632.0,0.0,0.3405
2015,633.0,0.014,0.3401
2015,634.0,0.068,0.3193
2015,635.0,0.129,0.3176
2015,636.0,0.181,0.3331
2015,637.0,0.185,0.3552
2015,638.0,0.144,0.3672
2015,639.0,0.069,0.361
2015,640.0,0.017,0.3621
2015,641.0,0.0,0.3728
2015,642.0,0.0,0.3826
2015,643.0,0.0,0.4177
2015,644.0,0.0,0.4643
2015,645.0,0.0,0.522
2015,646.0,0.0,0.5765
2015,647.0,0.0,0.6048
2015,648.0,0.0,0.627
2015,649.0,0.0,0.656
2015,650.0,0.0,0.6654
2015,651.0,0.0,0.6516
2015,652.0,0.0,0.6552
2015,653.0,0.0,0.6711
2015,654.0,0.0,0.7021
2015,655.0,0.0,0.7385
2015,656.0,0.0,0.7735
2015,657.0,0.002,0.8003
2015,658.0,0.031,0.8257
2015,659.0,0.065,0.8424
2015,660.0,0.117,0.8715
2015,661.0,0.145,0.8889
2015,662.0,0.144,0.8806
2015,663.0,0.101,0.855
2015,664.0,0.032,0.8167
2015,665.0,0.0,0.77
2015,666.0,0.0,0.7499
2015,667.0,0.0,0.7542
2015,668.0,0.0,0.7382
2015,669.0,0.0,0.7031
2015,670.0,0.0,0.685
2015,671.0,0.0,0.6882
2015,672.0,0.0,0.7014
2015,673.0,0.0,0.7195
2015,674.0,0.0,0.7326
2015,675.0,0.0,0.7226
2015,676.0,0.0,0.6877
2015,677.0,0.0,0.6367
2015,678.0,0.0,0.584
2015,679.0,0.0,0.5375
2015,680.0,0.0,0.4913
2015,681.0,0.01,0.4545
2015,682.0,0.044,0.4346
2015,683.0,0.08,0.4342
2015,684.0,0.102,0.4282
2015,685.0,0.106,0.409
2015,686.0,0.092,0.3907
2015,687.0,0.06,0.3725
2015,688.0,0.02,0.3457
2015,689.0,0.0,0.3279
2015,690.0,0.0,0.313
2015,691.0,0.0,0.2886
2015,692.0,0.0,0.2756
2015,693.0,0.0,0.2735
2015,694.0,0.0,0.2725
2015,695.0,0.0,0.2795
2015,696.0,0.0,0.2998
2015,697.0,0.0,0.3247
2015,698.0,0.0,0.3541
2015,699.0,0.0,0.3875
2015,700.0,0.0,0.4228
2015,701.0,0.0,0.4508
2015,702.0,0.0,0.4499
2015,703.0,0.0,0.4463
2015,704.0,0.0,0.4434
2015,705.0,0.018,0.436
2015,706.0,0.078,0.4328
2015,707.0,0.149,0.4376
2015,708.0,0.184,0.4544
2015,709.0,0.184,0.4753
2015,710.0,0.149,0.4656
2015,711.0,0.093,0.441
2015,712.0,0.032,0.4322
2015,713.0,0.001,0.4305
2015,714.0,0.0,0.4306
2015,715.0,0.0,0.4334
2015,716.0,0.0,0.4421
2015,717.0,0.0,0.4587
2015,718.0,0.0,0.4706
2015,719.0,0.0,0.4895
2015,720.0,0.0,0.5139
2015,721.0,0.0,0.5271
2015,722.0,0.0,0.5402
2015,723.0,0.0,0.5484
2015,724.0,0.0,0.5683
2015,725.0,0.0,0.5753
2015,726.0,0.0,0.5966
2015,727.0,0.0,0.6191
2015,728.0,0.0,0.651
2015,729.0,0.01,0.6783
2015,730.0,0.057,0.6928
2015,731.0,0.118,0.7116
2015,732.0,0.163,0.7467
2015,733.0,0.175,0.7734
2015,734.0,0.148,0.7882
2015,735.0,0.095,0.8047
2015,736.0,0.035,0.8163
2015,737.0,0.001,0.824
2015,738.0,0.0,0.8305
2015,739.0,0.0,0.8356
2015,740.0,0.0,0.8389
2015,741.0,0.0,0.8394
2015,742.0,0.0,0.8448
2015,743.0,0.0,0.8505
2015,744.0,0.0,0.8511
2015,745.0,0.0,0.8445
2015,746.0,0.0,0.835
2015,747.0,0.0,0.8237
2015,748.0,0.0,0.8042
2015,749.0,0.0,0.7738
2015,750.0,0.0,0.7383
2015,751.0,0.0,0.7038
2015,752.0,0.0,0.6629
2015,753.0,0.035,0.6116
2015,754.0,0.126,0.5524
2015,755.0,0.21,0.5145
2015,756.0,0.257,0.5016
2015,757.0,0.264,0.4813
2015,758.0,0.229,0.4484
2015,759.0,0.161,0.4136
2015,760.0,0.068,0.3918
2015,761.0,0.004,0.376
2015,762.0,0.0,0.3538
2015,763.0,0.0,0.3338
2015,764.0,0.0,0.323
2015,765.0,0.0,0.3165
2015,766.0,0.0,0.3093
2015,767.0,0.0,0.3004
2015,768.0,0.0,0.2877
2015,769.0,0.0,0.2754
2015,770.0,0.0,0.2557
2015,771.0,0.0,0.2354
2015,772.0,0.0,0.224
2015,773.0,0.0,0.2134
2015,774.0,0.0,0.2108
2015,775.0,0.0,0.2091
2015,776.0,0.0,0.2134
2015,777.0,0.026,0.2006
2015,778.0,0.072,0.1811
2015,779.0,0.115,0.1696
2015,780.0,0.143,0.1714
2015,781.0,0.145,0.1782
2015,782.0,0.121,0.1682
2015,783.0,0.077,0.1501
2015,784.0,0.028,0.1519
2015,785.0,0.001,0.1641
2015,786.0,0.0,0.1651
2015,787.0,0.0,0.1578
2015,788.0,0.0,0.1461
2015,789.0,0.0,0.1333
2015,790.0,0.0,0.1239
2015,791.0,0.0,0.1179
2015,792.0,0.0,0.1136
2015,793.0,0.0,0.1134
2015,794.0,0.0,0.1108
2015,795.0,0.0,0.1095
2015,796.0,0.0,0.1201
2015,797.0,0.0,0.1391
2015,798.0,0.0,0.1612
2015,799.0,0.0,0.1817
2015,800.0,0.0,0.203
2015,801.0,0.035,0.2223
2015,802.0,0.119,0.2223
2015,803.0,0.213,0.2312
2015,804.0,0.273,0.2667
2015,805.0,0.284,0.3023
2015,806.0,0.251,0.319
2015,807.0,0.169,0.3127
2015,808.0,0.077,0.3168
2015,809.0,0.006,0.3338
2015,810.0,0.0,0.318
2015,811.0,0.0,0.3059
2015,812.0,0.0,0.3096
2015,813.0,0.0,0.2928
2015,814.0,0.0,0.2792
2015,815.0,0.0,0.2678
2015,816.0,0.0,0.2558
2015,817.0,0.0,0.2434
2015,818.0,0.0,0.2418
2015,819.0,0.0,0.2433
2015,820.0,0.0,0.244
2015,821.0,0.0,0.2427
2015,822.0,0.0,0.2392
2015,823.0,0.0,0.2423
2015,824.0,0.0,0.2412
2015,825.0,0.05,0.2337
2015,826.0,0.154,0.2113
2015,827.0,0.252,0.1916
2015,828.0,0.315,0.1922
2015,829.0,0.318,0.2067
2015,830.0,0.263,0.2228
2015,831.0,0.171,0.2116
2015,832.0,0.076,0.2145
2015,833.0,0.008,0.2332
2015,834.0,0.0,0.2446
2015,835.0,0.0,0.2398
2015,836.0,0.0,0.2376
2015,837.0,0.0,0.2249
2015,838.0,0.0,0.2218
2015,839.0,0.0,0.2172
2015,840.0,0.0,0.2132
2015,841.0,0.0,0.2107
2015,842.0,0.0,0.2152
2015,843.0,0.0,0.2196
2015,844.0,0.0,0.2196
2015,845.0,0.0,0.2099
2015,846.0,0.0,0.1954
2015,847.0,0.0,0.1825
2015,848.0,0.0,0.1695
2015,849.0,0.036,0.1541
2015,850.0,0.099,0.1331
2015,851.0,0.157,0.1188
2015,852.0,0.194,0.1114
2015,853.0,0.202,0.1091
2015,854.0,0.18,0.1096
2015,855.0,0.13,0.1106
2015,856.0,0.061,0.117
2015,857.0,0.004,0.1316
2015,858.0,0.0,0.1411
2015,859.0,0.0,0.1383
2015,860.0,0.0,0.1298
2015,861.0,0.0,0.1201
2015,862.0,0.0,0.1115
2015,863.0,0.0,0.105
2015,864.0,0.0,0.1005
2015,865.0,0.0,0.0965
2015,866.0,0.0,0.0927
2015,867.0,0.0,0.0916
2015,868.0,0.0,0.0921
2015,869.0,0.0,0.0947
2015,870.0,0.0,0.0988
2015,871.0,0.0,0.101
2015,872.0,0.003,0.1017
2015,873.0,0.094,0.0971
2015,874.0,0.195,0.0872
2015,875.0,0.278,0.1035
2015,876.0,0.325,0.1094
2015,877.0,0.334,0.1116
2015,878.0,0.303,0.1126
2015,879.0,0.224,0.1137
2015,880.0,0.115,0.1162
2015,881.0,0.015,0.1265
2015,882.0,0.0,0.1348
2015,883.0,0.0,0.1375
2015,884.0,0.0,0.1398
2015,885.0,0.0,0.139
2015,886.0,0.0,0.1393
2015,887.0,0.0,0.1388
2015,888.0,0.0,0.1455
2015,889.0,0.0,0.1584
2015,890.0,0.0,0.167
2015,891.0,0.0,0.1765
2015,892.0,0.0,0.1803
2015,893.0,0.0,0.1823
2015,894.0,0.0,0.1854
2015,895.0,0.0,0.1919
2015,896.0,0.001,0.2002
2015,897.0,0.042,0.2033
2015,898.0,0.126,0.2028
2015,899.0,0.222,0.2099
2015,900.0,0.287,0.2187
2015,901.0,0.297,0.2262
2015,902.0,0.269,0.2359
2015,903.0,0.192,0.2402
2015,904.0,0.086,0.2466
2015,905.0,0.009,0.2585
2015,906.0,0.0,0.2597
2015,907.0,0.0,0.2541
2015,908.0,0.0,0.2391
2015,909.0,0.0,0.2239
2015,910.0,0.0,0.2141
2015,911.0,0.0,0.2076
2015,912.0,0.0,0.2021
2015,913.0,0.0,0.1959
2015,914.0,0.0,0.1959
2015,915.0,0.0,0.2015
2015,916.0,0.0,0.2142
2015,917.0,0.0,0.2218
2015,918.0,0.0,0.2204
2015,919.0,0.0,0.2129
2015,920.0,0.002,0.2074
2015,921.0,0.065,0.2027
2015,922.0,0.161,0.1944
2015,923.0,0.271,0.1925
2015,924.0,0.322,0.2013
2015,925.0,0.311,0.2294
2015,926.0,0.265,0.2604
2015,927.0,0.192,0.2767
2015,928.0,0.094,0.2834
2015,929.0,0.012,0.3045
2015,930.0,0.0,0.324
2015,931.0,0.0,0.3398
2015,932.0,0.0,0.3481
2015,933.0,0.0,0.3506
2015,934.0,0.0,0.3588
2015,935.0,0.0,0.3626
2015,936.0,0.0,0.3705
2015,937.0,0.0,0.3737
2015,938.0,0.0,0.3679
2015,939.0,0.0,0.3571
2015,940.0,0.0,0.3586
2015,941.0,0.0,0.3555
2015,942.0,0.0,0.3431
2015,943.0,0.0,0.3272
2015,944.0,0.0,0.3096
2015,945.0,0.02,0.293
2015,946.0,0.058,0.2751
2015,947.0,0.112,0.2683
2015,948.0,0.162,0.27
2015,949.0,0.196,0.2666
2015,950.0,0.204,0.2646
2015,951.0,0.163,0.2626
2015,952.0,0.076,0.2544
2015,953.0,0.009,0.2473
2015,954.0,0.0,0.2343
2015,955.0,0.0,0.2147
2015,956.0,0.0,0.2011
2015,957.0,0.0,0.1959
2015,958.0,0.0,0.1913
2015,959.0,0.0,0.1894
2015,960.0,0.0,0.1871
2015,961.0,0.0,0.1843
2015,962.0,0.0,0.1781
2015,963.0,0.0,0.1696
2015,964.0,0.0,0.1623
2015,965.0,0.0,0.1575
2015,966.0,0.0,0.1555
2015,967.0,0.0,0.1575
2015,968.0,0.001,0.1577
2015,969.0,0.023,0.15
2015,970.0,0.063,0.1373
2015,971.0,0.11,0.1354
2015,972.0,0.149,0.1398
2015,973.0,0.175,0.1371
2015,974.0,0.18,0.1292
2015,975.0,0.142,0.1182
2015,976.0,0.072,0.1108
2015,977.0,0.008,0.1145
2015,978.0,0.0,0.1202
2015,979.0,0.0,0.1214
2015,980.0,0.0,0.1241
2015,981.0,0.0,0.1302
2015,982.0,0.0,0.1421
2015,983.0,0.0,0.1565
2015,984.0,0.0,0.167
2015,985.0,0.0,0.1718
2015,986.0,0.0,0.1695
2015,987.0,0.0,0.1645
2015,988.0,0.0,0.1578
2015,989.0,0.0,0.1461
2015,990.0,0.0,0.1394
2015,991.0,0.0,0.1389
2015,992.0,0.002,0.1433
2015,993.0,0.046,0.1424
2015,994.0,0.117,0.1376
2015,995.0,0.185,0.1627
2015,996.0,0.251,0.1854
2015,997.0,0.287,0.2024
2015,998.0,0.271,0.2066
2015,999.0,0.194,0.1883
2015,1000.0,0.084,0.1553
2015,1001.0,0.01,0.1559
2015,1002.0,0.0,0.1659
2015,1003.0,0.0,0.1712
2015,1004.0,0.0,0.1813
2015,1005.0,0.0,0.188
2015,1006.0,0.0,0.1871
2015,1007.0,0.0,0.1823
2015,1008.0,0.0,0.1762
2015,1009.0,0.0,0.1651
2015,1010.0,0.0,0.1534
2015,1011.0,0.0,0.1432
2015,1012.0,0.0,0.1283
2015,1013.0,0.0,0.1185
2015,1014.0,0.0,0.112
2015,1015.0,0.0,0.1062
2015,1016.0,0.003,0.1047
2015,1017.0,0.05,0.1045
2015,1018.0,0.124,0.0953
2015,1019.0,0.198,0.0881
2015,1020.0,0.249,0.0882
2015,1021.0,0.268,0.0912
2015,1022.0,0.249,0.094
2015,1023.0,0.173,0.097
2015,1024.0,0.079,0.1026
2015,1025.0,0.011,0.1339
2015,1026.0,0.0,0.1739
2015,1027.0,0.0,0.2087
2015,1028.0,0.0,0.2452
2015,1029.0,0.0,0.2687
2015,1030.0,0.0,0.2907
2015,1031.0,0.0,0.321
2015,1032.0,0.0,0.337
2015,1033.0,0.0,0.3589
2015,1034.0,0.0,0.3697
2015,1035.0,0.0,0.3814
2015,1036.0,0.0,0.392
2015,1037.0,0.0,0.4051
2015,1038.0,0.0,0.427
2015,1039.0,0.0,0.4331
2015,1040.0,0.0,0.4301
2015,1041.0,0.013,0.42
2015,1042.0,0.039,0.411
2015,1043.0,0.067,0.4113
2015,1044.0,0.09,0.4047
2015,1045.0,0.103,0.3893
2015,1046.0,0.095,0.3721
2015,1047.0,0.074,0.3557
2015,1048.0,0.039,0.3378
2015,1049.0,0.006,0.3239
2015,1050.0,0.0,0.2983
2015,1051.0,0.0,0.2741
2015,1052.0,0.0,0.2609
2015,1053.0,0.0,0.2269
2015,1054.0,0.0,0.1968
2015,1055.0,0.0,0.1788
2015,1056.0,0.0,0.1684
2015,1057.0,0.0,0.1623
2015,1058.0,0.0,0.1717
2015,1059.0,0.0,0.1762
2015,1060.0,0.0,0.1784
2015,1061.0,0.0,0.1778
2015,1062.0,0.0,0.1719
2015,1063.0,0.0,0.1605
2015,1064.0,0.0,0.1481
2015,1065.0,0.031,0.1257
2015,1066.0,0.084,0.1055
2015,1067.0,0.146,0.1107
2015,1068.0,0.2,0.1238
2015,1069.0,0.216,0.1307
2015,1070.0,0.206,0.1341
2015,1071.0,0.157,0.1312
2015,1072.0,0.072,0.1234
2015,1073.0,0.011,0.1452
2015,1074.0,0.0,0.172
2015,1075.0,0.0,0.1821
2015,1076.0,0.0,0.1819
2015,1077.0,0.0,0.1739
2015,1078.0,0.0,0.1735
2015,1079.0,0.0,0.1772
2015,1080.0,0.0,0.1831
2015,1081.0,0.0,0.1849
2015,1082.0,0.0,0.1866
2015,1083.0,0.0,0.1897
2015,1084.0,0.0,0.193
2015,1085.0,0.0,0.1995
2015,1086.0,0.0,0.2116
2015,1087.0,0.0,0.2342
2015,1088.0,0.003,0.2535
2015,1089.0,0.041,0.2591
2015,1090.0,0.102,0.2872
2015,1091.0,0.183,0.3393
2015,1092.0,0.251,0.3926
2015,1093.0,0.299,0.4393
2015,1094.0,0.268,0.4528
2015,1095.0,0.206,0.4424
2015,1096.0,0.102,0.4235
2015,1097.0,0.015,0.4429
2015,1098.0,0.0,0.4661
2015,1099.0,0.0,0.4776
2015,1100.0,0.0,0.4902
2015,1101.0,0.0,0.4974
2015,1102.0,0.0,0.5028
2015,1103.0,0.0,0.4985
2015,1104.0,0.0,0.4802
2015,1105.0,0.0,0.4338
2015,1106.0,0.0,0.3659
2015,1107.0,0.0,0.3044
2015,1108.0,0.0,0.2656
2015,1109.0,0.0,0.2443
2015,1110.0,0.0,0.2245
2015,1111.0,0.0,0.2182
2015,1112.0,0.0,0.2247
2015,1113.0,0.019,0.2248
2015,1114.0,0.061,0.2227
2015,1115.0,0.116,0.2555
2015,1116.0,0.167,0.2862
2015,1117.0,0.181,0.3033
2015,1118.0,0.16,0.3034
2015,1119.0,0.119,0.2798
2015,1120.0,0.069,0.253
2015,1121.0,0.016,0.2656
2015,1122.0,0.0,0.2893
2015,1123.0,0.0,0.2959
2015,1124.0,0.0,0.3034
2015,1125.0,0.0,0.3175
2015,1126.0,0.0,0.3372
2015,1127.0,0.0,0.3483
2015,1128.0,0.0,0.3447
2015,1129.0,0.0,0.3482
2015,1130.0,0.0,0.3715
2015,1131.0,0.0,0.4031
2015,1132.0,0.0,0.4198
2015,1133.0,0.0,0.4325
2015,1134.0,0.0,0.4399
2015,1135.0,0.0,0.445
2015,1136.0,0.014,0.449
2015,1137.0,0.122,0.4318
2015,1138.0,0.266,0.4306
2015,1139.0,0.361,0.4756
2015,1140.0,0.41,0.5081
2015,1141.0,0.405,0.5131
2015,1142.0,0.349,0.5053
2015,1143.0,0.255,0.4698
2015,1144.0,0.137,0.4315
2015,1145.0,0.03,0.4349
2015,1146.0,0.0,0.4518
2015,1147.0,0.0,0.4679
2015,1148.0,0.0,0.49
2015,1149.0,0.0,0.5173
2015,1150.0,0.0,0.546
2015,1151.0,0.0,0.5736
2015,1152.0,0.0,0.5959
2015,1153.0,0.0,0.5972
2015,1154.0,0.0,0.5869
2015,1155.0,0.0,0.5705
2015,1156.0,0.0,0.5535
2015,1157.0,0.0,0.5424
2015,1158.0,0.0,0.5372
2015,1159.0,0.0,0.5359
2015,1160.0,0.011,0.5468
2015,1161.0,0.058,0.5531
2015,1162.0,0.128,0.5605
2015,1163.0,0.209,0.5808
2015,1164.0,0.253,0.5938
2015,1165.0,0.266,0.6016
2015,1166.0,0.244,0.6097
2015,1167.0,0.193,0.6283
2015,1168.0,0.114,0.6305
2015,1169.0,0.026,0.6433
