Storage,Time,Scenario,Dual_discharge,Dual_charge,Dual_energy,Dual_charge_b,Dual_discharge_b,Dual_energy_b,both_binding
H2,137,11,0,0,0,0,0,0,0
H2,137,12,0,0,0,0,0,0,0
H2,137,13,0,0,0,1,0,0,0
H2,137,19,0,0,0,0,0,0,0
H2,137,1,0,0,0,0,0,0,0
H2,137,22,0,0,0,0,0,0,0
H2,137,23,0,0,0,1,0,0,0
H2,137,24,0,0,0,1,0,0,0
H2,137,26,0,0,0,0,0,0,0
H2,137,27,0,0,0,0,0,1,0
H2,137,29,0,0,0,0,1,0,0
H2,137,30,0,0,0,0,0,0,0
H2,137,4,0,0,0,0,1,0,0
H2,137,7,0,0,0,0,0,0,0
H2,137,8,0,0,0,1,0,0,0
H2,138,11,0,0,0,0,0,0,0
H2,138,12,0,0,0,0,0,0,0
H2,138,13,0,0,0,0,0,0,0
H2,138,19,0,0,0,1,0,0,0
H2,138,1,0,0,0,0,0,0,0
H2,138,22,0,0,0,0,0,0,0
H2,138,23,0,0,0,1,0,0,0
H2,138,24,0,0,0,1,0,0,0
H2,138,26,0,0,0,0,0,0,0
H2,138,27,0,0,0,0,0,1,0
H2,138,29,0,0,0,1,0,0,0
H2,138,30,0,0,0,0,0,0,0
H2,138,4,0,0,0,0,1,0,0
H2,138,7,0,0,0,0,0,0,0
H2,138,8,0,0,0,1,0,0,0
H2,139,11,-6.07E-07,-24.02350546,-0.499104093,1,0,1,1
H2,139,12,0,0,0,0,0,0,0
H2,139,13,0,0,0,0,0,0,0
H2,139,19,0,0,0,1,0,0,0
H2,139,1,0,0,0,0,0,0,0
H2,139,22,0,0,0,0,0,0,0
H2,139,23,0,0,0,0,0,0,0
H2,139,24,0,0,0,1,0,0,0
H2,139,26,0,0,0,0,0,0,0
H2,139,27,0,0,0,0,1,0,0
H2,139,29,0,0,0,1,0,0,0
H2,139,30,0,0,0,0,0,0,0
H2,139,4,0,0,0,1,0,0,0
H2,139,7,0,0,0,1,0,0,0
H2,139,8,0,0,0,1,0,0,0
H2,140,11,0,0,0,0,0,1,0
H2,140,12,0,0,0,0,0,0,0
H2,140,13,0,0,0,0,0,0,0
H2,140,19,0,0,0,1,0,0,0
H2,140,1,0,0,0,0,0,0,0
H2,140,22,0,0,0,0,0,0,0
H2,140,23,0,0,0,0,0,0,0
H2,140,24,0,0,0,1,0,0,0
H2,140,26,0,0,0,0,0,0,0
H2,140,27,0,0,0,0,0,0,0
H2,140,29,0,0,0,1,0,0,0
H2,140,30,0,0,0,1,0,0,0
H2,140,4,0,0,0,1,0,0,0
H2,140,7,0,0,0,0,0,0,0
H2,140,8,0,0,0,0,1,0,0
H2,141,11,0,0,0,0,0,1,0
H2,141,12,0,0,0,1,0,0,0
H2,141,13,0,0,0,0,0,0,0
H2,141,19,0,0,0,0,1,0,0
H2,141,1,0,0,0,0,0,0,0
H2,141,22,0,0,0,0,0,0,0
H2,141,23,0,0,0,0,0,0,0
H2,141,24,0,0,0,0,1,0,0
H2,141,26,0,0,0,0,0,0,0
H2,141,27,0,0,0,0,0,0,0
H2,141,29,0,0,0,1,0,0,0
H2,141,30,0,0,0,0,0,0,0
H2,141,4,0,0,0,1,0,0,0
H2,141,7,0,0,0,0,0,0,0
H2,141,8,0,0,0,0,0,0,0
H2,142,11,0,0,0,0,1,0,0
H2,142,12,0,0,0,0,0,0,0
H2,142,13,0,0,0,0,0,0,0
H2,142,19,0,0,0,1,0,0,0
H2,142,1,0,0,0,0,0,0,0
H2,142,22,0,0,0,0,0,0,0
H2,142,23,0,0,0,1,0,0,0
H2,142,24,0,0,0,1,0,0,0
H2,142,26,0,0,0,0,1,0,0
H2,142,27,0,0,0,0,1,0,0
H2,142,29,0,0,0,1,0,0,0
H2,142,30,0,0,0,0,0,0,0
H2,142,4,0,0,0,1,0,0,0
H2,142,7,0,0,0,0,0,0,0
H2,142,8,0,0,0,0,0,0,0
H2,143,11,0,0,0,0,0,0,0
H2,143,12,0,0,0,0,0,0,0
H2,143,13,0,0,0,0,0,0,0
H2,143,19,0,0,0,1,0,0,0
H2,143,1,0,0,0,0,0,0,0
H2,143,22,0,0,0,1,0,0,0
H2,143,23,0,0,0,0,0,0,0
H2,143,24,0,0,0,0,1,0,0
H2,143,26,0,0,0,0,0,0,0
H2,143,27,0,0,0,0,0,0,0
H2,143,29,-6.11E-07,-1.00E-05,-17.15979489,1,0,1,1
H2,143,30,0,0,0,0,0,0,0
H2,143,4,0,0,0,1,0,0,0
H2,143,7,0,0,0,1,0,0,0
H2,143,8,0,0,0,0,0,0,0
H2,144,11,0,0,0,0,1,0,0
H2,144,12,0,0,0,0,0,0,0
H2,144,13,0,0,0,0,0,0,0
H2,144,19,0,0,0,1,0,0,0
H2,144,1,0,0,0,0,0,0,0
H2,144,22,0,0,0,1,0,0,0
H2,144,23,0,0,0,0,0,0,0
H2,144,24,0,0,0,1,0,0,0
H2,144,26,0,0,0,0,1,0,0
H2,144,27,0,0,0,0,0,0,0
H2,144,29,0,0,0,0,1,0,0
H2,144,30,0,0,0,1,0,0,0
H2,144,4,0,0,0,0,1,0,0
H2,144,7,0,0,0,1,0,0,0
H2,144,8,0,0,0,1,0,0,0
H2,145,11,0,0,0,0,0,0,0
H2,145,12,0,0,0,0,0,0,0
H2,145,13,0,0,0,0,0,0,0
H2,145,19,0,0,0,1,0,0,0
H2,145,1,0,0,0,0,0,0,0
H2,145,22,0,0,0,1,0,0,0
H2,145,23,0,0,0,0,1,0,0
H2,145,24,0,0,0,0,1,0,0
H2,145,26,0,0,0,0,0,0,0
H2,145,27,0,0,0,0,0,0,0
H2,145,29,0,0,0,0,0,0,0
H2,145,30,0,0,0,1,0,0,0
H2,145,4,0,0,0,0,0,0,0
H2,145,7,0,0,0,0,0,0,0
H2,145,8,0,0,0,1,0,0,0
H2,146,11,0,0,0,0,1,0,0
H2,146,12,0,0,0,0,0,0,0
H2,146,13,0,0,0,0,0,0,0
H2,146,19,0,0,0,1,0,0,0
H2,146,1,0,0,0,0,0,0,0
H2,146,22,0,0,0,1,0,0,0
H2,146,23,0,0,0,0,0,0,0
H2,146,24,0,0,0,0,0,0,0
H2,146,26,0,0,0,0,1,0,0
H2,146,27,0,0,0,0,1,0,0
H2,146,29,0,0,0,0,0,0,0
H2,146,30,0,0,0,1,0,0,0
H2,146,4,0,0,0,0,1,0,0
H2,146,7,0,0,0,1,0,0,0
H2,146,8,0,0,0,1,0,0,0
H2,147,11,0,0,0,0,0,0,0
H2,147,12,0,0,0,1,0,0,0
H2,147,13,0,0,0,1,0,0,0
H2,147,19,0,0,0,1,0,0,0
H2,147,1,0,0,0,0,0,0,0
H2,147,22,0,0,0,1,0,0,0
H2,147,23,0,0,0,0,0,0,0
H2,147,24,0,0,0,0,1,0,0
H2,147,26,0,0,0,1,0,0,0
H2,147,27,0,0,0,0,0,0,0
H2,147,29,0,0,0,0,1,0,0
H2,147,30,0,0,0,1,0,0,0
H2,147,4,0,0,0,0,0,0,0
H2,147,7,0,0,0,0,0,0,0
H2,147,8,0,0,0,1,0,0,0
H2,148,11,0,0,0,0,1,0,0
H2,148,12,0,0,0,1,0,0,0
H2,148,13,0,0,0,0,0,0,0
H2,148,19,0,0,0,1,0,0,0
H2,148,1,0,0,0,0,0,0,0
H2,148,22,0,0,0,1,0,0,0
H2,148,23,0,0,0,0,0,0,0
H2,148,24,0,0,0,0,0,0,0
H2,148,26,0,0,0,1,0,0,0
H2,148,27,0,0,0,0,1,0,0
H2,148,29,0,0,0,0,0,0,0
H2,148,30,0,0,0,0,0,0,0
H2,148,4,0,0,0,0,1,0,0
H2,148,7,-6.07E-07,-37.87957334,-0.130263449,1,0,1,1
H2,148,8,0,0,0,1,0,0,0
H2,149,11,0,0,0,1,0,0,0
H2,149,12,0,0,0,1,0,0,0
H2,149,13,0,0,0,0,0,0,0
H2,149,19,0,0,0,1,0,0,0
H2,149,1,0,0,0,0,0,0,0
H2,149,22,0,0,0,1,0,0,0
H2,149,23,0,0,0,0,1,0,0
H2,149,24,0,0,0,0,1,0,0
H2,149,26,0,0,0,1,0,0,0
H2,149,27,0,0,0,0,0,0,0
H2,149,29,0,0,0,0,1,0,0
H2,149,30,0,0,0,1,0,0,0
H2,149,4,0,0,0,0,0,0,0
H2,149,7,0,0,0,0,0,0,0
H2,149,8,0,0,0,1,0,0,0
H2,150,11,0,0,0,0,0,0,0
H2,150,12,0,0,0,1,0,0,0
H2,150,13,0,0,0,0,0,0,0
H2,150,19,0,0,0,1,0,0,0
H2,150,1,0,0,0,0,0,0,0
H2,150,22,0,0,0,1,0,0,0
H2,150,23,0,0,0,0,0,0,0
H2,150,24,0,0,0,1,0,0,0
H2,150,26,0,0,0,1,0,0,0
H2,150,27,0,0,0,0,0,0,0
H2,150,29,0,0,0,0,0,0,0
H2,150,30,0,0,0,0,0,0,0
H2,150,4,0,0,0,0,1,0,0
H2,150,7,0,0,0,0,0,0,0
H2,150,8,0,0,0,1,0,0,0
H2,151,11,0,0,0,0,0,0,0
H2,151,12,0,0,0,1,0,0,0
H2,151,13,0,0,0,0,0,0,0
H2,151,19,0,0,0,1,0,0,0
H2,151,1,0,0,0,0,0,0,0
H2,151,22,0,0,0,0,0,0,0
H2,151,23,0,0,0,0,1,0,0
H2,151,24,0,0,0,1,0,0,0
H2,151,26,0,0,0,1,0,0,0
H2,151,27,0,0,0,0,0,0,0
H2,151,29,0,0,0,0,0,0,0
H2,151,30,0,0,0,0,0,0,0
H2,151,4,0,0,0,1,0,0,0
H2,151,7,0,0,0,0,1,0,0
H2,151,8,0,0,0,1,0,0,0
H2,152,11,0,0,0,0,0,0,0
H2,152,12,0,0,0,1,0,0,0
H2,152,13,0,0,0,0,0,0,0
H2,152,19,0,0,0,1,0,0,0
H2,152,1,0,0,0,0,0,0,0
H2,152,22,0,0,0,1,0,0,0
H2,152,23,0,0,0,0,0,0,0
H2,152,24,0,0,0,1,0,0,0
H2,152,26,0,0,0,0,1,0,0
H2,152,27,0,0,0,0,0,0,0
H2,152,29,0,0,0,1,0,0,0
H2,152,30,0,0,0,0,0,0,0
H2,152,4,0,0,0,1,0,0,0
H2,152,7,0,0,0,0,0,0,0
H2,152,8,0,0,0,1,0,0,0
H2,153,11,0,0,0,0,0,0,0
H2,153,12,0,0,0,1,0,0,0
H2,153,13,0,0,0,1,0,0,0
H2,153,19,0,0,0,1,0,0,0
H2,153,1,0,0,0,0,0,1,0
H2,153,22,0,0,0,0,0,0,0
H2,153,23,0,0,0,0,1,0,0
H2,153,24,0,0,0,1,0,0,0
H2,153,26,0,0,0,1,0,0,0
H2,153,27,0,0,0,1,0,0,0
H2,153,29,0,0,0,0,0,0,0
H2,153,30,0,0,0,1,0,0,0
H2,153,4,0,0,0,1,0,0,0
H2,153,7,0,0,0,0,1,0,0
H2,153,8,0,0,0,0,1,0,0
H2,154,11,0,0,0,0,0,0,0
H2,154,12,0,0,0,1,0,0,0
H2,154,13,0,0,0,0,0,0,0
H2,154,19,-6.26E-07,-1.62E-06,-5.719964112,1,0,1,1
H2,154,1,0,0,0,0,1,0,0
H2,154,22,0,0,0,1,0,0,0
H2,154,23,0,0,0,0,0,0,0
H2,154,24,0,0,0,1,0,0,0
H2,154,26,0,0,0,1,0,0,0
H2,154,27,0,0,0,1,0,0,0
H2,154,29,0,0,0,0,0,0,0
H2,154,30,0,0,0,0,0,0,0
H2,154,4,0,0,0,1,0,0,0
H2,154,7,0,0,0,0,0,0,0
H2,154,8,0,0,0,0,0,0,0
H2,155,11,0,0,0,0,0,0,0
H2,155,12,0,0,0,1,0,0,0
H2,155,13,0,0,0,1,0,0,0
H2,155,19,0,0,0,0,1,0,0
H2,155,1,0,0,0,1,0,0,0
H2,155,22,0,0,0,1,0,0,0
H2,155,23,0,0,0,0,0,0,0
H2,155,24,0,0,0,1,0,0,0
H2,155,26,0,0,0,1,0,0,0
H2,155,27,0,0,0,1,0,0,0
H2,155,29,0,0,0,0,0,0,0
H2,155,30,0,0,0,0,0,0,0
H2,155,4,0,0,0,1,0,0,0
H2,155,7,0,0,0,0,1,0,0
H2,155,8,0,0,0,0,0,0,0
H2,156,11,0,0,0,0,0,0,0
H2,156,12,0,0,0,1,0,0,0
H2,156,13,0,0,0,1,0,0,0
H2,156,19,0,0,0,0,0,0,0
H2,156,1,0,0,0,0,1,0,0
H2,156,22,0,0,0,1,0,0,0
H2,156,23,0,0,0,0,0,0,0
H2,156,24,0,0,0,1,0,0,0
H2,156,26,0,0,0,1,0,0,0
H2,156,27,0,0,0,1,0,0,0
H2,156,29,0,0,0,0,0,0,0
H2,156,30,0,0,0,0,1,0,0
H2,156,4,0,0,0,0,1,0,0
H2,156,7,0,0,0,0,0,0,0
H2,156,8,0,0,0,1,0,0,0
H2,157,11,0,0,0,0,0,0,0
H2,157,12,0,0,0,0,0,0,0
H2,157,13,0,0,0,1,0,0,0
H2,157,19,0,0,0,0,1,0,0
H2,157,1,0,0,0,1,0,0,0
H2,157,22,0,0,0,1,0,0,0
H2,157,23,0,0,0,0,0,0,0
H2,157,24,0,0,0,1,0,0,0
H2,157,26,0,0,0,1,0,0,0
H2,157,27,0,0,0,1,0,0,0
H2,157,29,0,0,0,0,0,0,0
H2,157,30,0,0,0,0,0,0,0
H2,157,4,0,0,0,1,0,0,0
H2,157,7,0,0,0,0,0,0,0
H2,157,8,0,0,0,0,0,0,0
H2,158,11,0,0,0,1,0,0,0
H2,158,12,0,0,0,1,0,0,0
H2,158,13,0,0,0,0,1,0,0
H2,158,19,0,0,0,1,0,0,0
H2,158,1,0,0,0,0,1,0,0
H2,158,22,0,0,0,1,0,0,0
H2,158,23,0,0,0,1,0,0,0
H2,158,24,0,0,0,1,0,0,0
H2,158,26,0,0,0,1,0,0,0
H2,158,27,0,0,0,1,0,0,0
H2,158,29,0,0,0,0,0,0,0
H2,158,30,0,0,0,0,1,0,0
H2,158,4,0,0,0,0,1,0,0
H2,158,7,0,0,0,1,0,0,0
H2,158,8,0,0,0,1,0,0,0
H2,159,11,0,0,0,1,0,0,0
H2,159,12,0,0,0,1,0,0,0
H2,159,13,0,0,0,1,0,0,0
H2,159,19,0,0,0,1,0,0,0
H2,159,1,0,0,0,0,0,0,0
H2,159,22,0,0,0,1,0,0,0
H2,159,23,0,0,0,0,0,0,0
H2,159,24,0,0,0,0,1,0,0
H2,159,26,0,0,0,1,0,0,0
H2,159,27,0,0,0,1,0,0,0
H2,159,29,0,0,0,0,0,0,0
H2,159,30,0,0,0,1,0,0,0
H2,159,4,0,0,0,0,0,0,0
H2,159,7,0,0,0,1,0,0,0
H2,159,8,0,0,0,0,1,0,0
H2,160,11,0,0,0,1,0,0,0
H2,160,12,0,0,0,1,0,0,0
H2,160,13,0,0,0,1,0,0,0
H2,160,19,0,0,0,1,0,0,0
H2,160,1,0,0,0,0,1,0,0
H2,160,22,0,0,0,1,0,0,0
H2,160,23,0,0,0,0,0,0,0
H2,160,24,0,0,0,1,0,0,0
H2,160,26,0,0,0,1,0,0,0
H2,160,27,0,0,0,1,0,0,0
H2,160,29,0,0,0,0,0,0,0
H2,160,30,0,0,0,0,0,0,0
H2,160,4,0,0,0,0,1,0,0
H2,160,7,0,0,0,1,0,0,0
H2,160,8,0,0,0,1,0,0,0
H2,161,11,0,0,0,1,0,0,0
H2,161,12,0,0,0,1,0,0,0
H2,161,13,0,0,0,1,0,0,0
H2,161,19,0,0,0,1,0,0,0
H2,161,1,0,0,0,0,0,0,0
H2,161,22,0,0,0,0,0,0,0
H2,161,23,0,0,0,0,0,0,0
H2,161,24,0,0,0,0,1,0,0
H2,161,26,0,0,0,1,0,0,0
H2,161,27,0,0,0,1,0,0,0
H2,161,29,0,0,0,0,1,0,0
H2,161,30,0,0,0,1,0,0,0
H2,161,4,0,0,0,0,0,0,0
H2,161,7,0,0,0,0,0,0,0
H2,161,8,0,0,0,1,0,0,0
H2,162,11,0,0,0,1,0,0,0
H2,162,12,0,0,0,1,0,0,0
H2,162,13,0,0,0,0,0,0,0
H2,162,19,0,0,0,1,0,0,0
H2,162,1,0,0,0,0,1,0,0
H2,162,22,0,0,0,0,0,0,0
H2,162,23,0,0,0,0,0,0,0
H2,162,24,0,0,0,0,1,0,0
H2,162,26,0,0,0,1,0,0,0
H2,162,27,0,0,0,0,0,0,0
H2,162,29,0,0,0,0,0,0,0
H2,162,30,0,0,0,0,0,0,0
H2,162,4,0,0,0,0,1,0,0
H2,162,7,0,0,0,1,0,0,0
H2,162,8,0,0,0,1,0,0,0
H2,163,11,0,0,0,1,0,0,0
H2,163,12,0,0,0,1,0,0,0
H2,163,13,0,0,0,0,0,0,0
H2,163,19,0,0,0,0,1,0,0
H2,163,1,0,0,0,0,0,0,0
H2,163,22,0,0,0,0,0,0,0
H2,163,23,0,0,0,0,0,0,0
H2,163,24,0,0,0,0,1,0,0
H2,163,26,-6.07E-07,-56.05568528,-0.223885976,1,0,1,1
H2,163,27,0,0,0,1,0,0,0
H2,163,29,0,0,0,1,0,0,0
H2,163,30,0,0,0,0,0,0,0
H2,163,4,0,0,0,1,0,0,0
H2,163,7,0,0,0,0,1,0,0
H2,163,8,0,0,0,1,0,0,0
H2,164,11,0,0,0,1,0,0,0
H2,164,12,0,0,0,1,0,0,0
H2,164,13,0,0,0,0,0,0,0
H2,164,19,0,0,0,1,0,0,0
H2,164,1,0,0,0,0,1,0,0
H2,164,22,0,0,0,0,0,0,0
H2,164,23,0,0,0,0,0,0,0
H2,164,24,0,0,0,1,0,0,0
H2,164,26,0,0,0,0,0,1,0
H2,164,27,0,0,0,0,0,0,0
H2,164,29,0,0,0,1,0,0,0
H2,164,30,0,0,0,1,0,0,0
H2,164,4,0,0,0,1,0,0,0
H2,164,7,0,0,0,0,0,0,0
H2,164,8,0,0,0,1,0,0,0
H2,165,11,0,0,0,0,1,0,0
H2,165,12,0,0,0,1,0,0,0
H2,165,13,0,0,0,1,0,0,0
H2,165,19,0,0,0,1,0,0,0
H2,165,1,0,0,0,0,1,0,0
H2,165,22,0,0,0,0,0,0,0
H2,165,23,0,0,0,0,0,0,0
H2,165,24,0,0,0,1,0,0,0
H2,165,26,0,0,0,0,0,1,0
H2,165,27,0,0,0,0,0,0,0
H2,165,29,0,0,0,1,0,0,0
H2,165,30,0,0,0,1,0,0,0
H2,165,4,0,0,0,1,0,0,0
H2,165,7,0,0,0,0,1,0,0
H2,165,8,0,0,0,1,0,0,0
H2,166,11,0,0,0,0,0,0,0
H2,166,12,-6.15E-07,-4.72E-06,-5.719939729,1,0,1,1
H2,166,13,0,0,0,1,0,0,0
H2,166,19,0,0,0,1,0,0,0
H2,166,1,0,0,0,0,1,0,0
H2,166,22,0,0,0,0,0,0,0
H2,166,23,0,0,0,1,0,0,0
H2,166,24,0,0,0,1,0,0,0
H2,166,26,0,0,0,0,0,1,0
H2,166,27,0,0,0,0,0,0,0
H2,166,29,0,0,0,1,0,0,0
H2,166,30,0,0,0,1,0,0,0
H2,166,4,0,0,0,1,0,0,0
H2,166,7,0,0,0,0,0,0,0
H2,166,8,0,0,0,1,0,0,0
H2,167,11,0,0,0,0,1,0,0
H2,167,12,0,0,0,0,1,0,0
H2,167,13,0,0,0,1,0,0,0
H2,167,19,0,0,0,1,0,0,0
H2,167,1,0,0,0,1,0,0,0
H2,167,22,0,0,0,0,0,0,0
H2,167,23,0,0,0,1,0,0,0
H2,167,24,0,0,0,0,1,0,0
H2,167,26,0,0,0,0,0,1,0
H2,167,27,0,0,0,1,0,0,0
H2,167,29,0,0,0,1,0,0,0
H2,167,30,0,0,0,1,0,0,0
H2,167,4,0,0,0,1,0,0,0
H2,167,7,0,0,0,0,0,0,0
H2,167,8,0,0,0,1,0,0,0
H2,168,11,0,0,0,0,0,0,0
H2,168,12,0,0,0,0,1,0,0
H2,168,13,0,0,0,1,0,0,0
H2,168,19,0,0,0,1,0,0,0
H2,168,1,0,0,0,1,0,0,0
H2,168,22,0,0,0,1,0,0,0
H2,168,23,0,0,0,1,0,0,0
H2,168,24,0,0,0,0,1,0,0
H2,168,26,0,0,0,0,0,1,0
H2,168,27,0,0,0,0,0,0,0
H2,168,29,0,0,0,1,0,0,0
H2,168,30,0,0,0,1,0,0,0
H2,168,4,0,0,0,1,0,0,0
H2,168,7,0,0,0,0,0,0,0
H2,168,8,0,0,0,1,0,0,0
H2,169,11,0,0,0,0,0,0,0
H2,169,12,0,0,0,0,1,0,0
H2,169,13,0,0,0,1,0,0,0
H2,169,19,0,0,0,1,0,0,0
H2,169,1,0,0,0,1,0,0,0
H2,169,22,0,0,0,1,0,0,0
H2,169,23,0,0,0,1,0,0,0
H2,169,24,0,0,0,0,1,0,0
H2,169,26,0,0,0,0,1,0,0
H2,169,27,0,0,0,0,0,0,0
H2,169,29,0,0,0,0,0,0,0
H2,169,30,0,0,0,1,0,0,0
H2,169,4,0,0,0,1,0,0,0
H2,169,7,0,0,0,0,0,0,0
H2,169,8,0,0,0,1,0,0,0
H2,170,11,0,0,0,0,0,0,0
H2,170,12,0,0,0,1,0,0,0
H2,170,13,0,0,0,0,1,0,0
H2,170,19,0,0,0,1,0,0,0
H2,170,1,0,0,0,1,0,0,0
H2,170,22,-6.07E-07,-108.107065,-0.123176632,1,0,1,1
H2,170,23,0,0,0,1,0,0,0
H2,170,24,0,0,0,0,0,0,0
H2,170,26,0,0,0,1,0,0,0
H2,170,27,0,0,0,0,0,0,0
H2,170,29,0,0,0,1,0,0,0
H2,170,30,0,0,0,0,1,0,0
H2,170,4,0,0,0,1,0,0,0
H2,170,7,0,0,0,0,0,0,0
H2,170,8,0,0,0,0,0,0,0
H2,171,11,0,0,0,1,0,0,0
H2,171,12,0,0,0,1,0,0,0
H2,171,13,0,0,0,0,0,0,0
H2,171,19,0,0,0,0,1,0,0
H2,171,1,0,0,0,1,0,0,0
H2,171,22,0,0,0,0,0,1,0
H2,171,23,0,0,0,0,0,0,0
H2,171,24,0,0,0,0,1,0,0
H2,171,26,0,0,0,0,1,0,0
H2,171,27,0,0,0,0,0,0,0
H2,171,29,0,0,0,1,0,0,0
H2,171,30,0,0,0,0,0,0,0
H2,171,4,0,0,0,1,0,0,0
H2,171,7,0,0,0,1,0,0,0
H2,171,8,0,0,0,0,0,0,0
H2,172,11,0,0,0,1,0,0,0
H2,172,12,0,0,0,1,0,0,0
H2,172,13,0,0,0,0,1,0,0
H2,172,19,0,0,0,0,1,0,0
H2,172,1,0,0,0,0,1,0,0
H2,172,22,0,0,0,0,0,1,0
H2,172,23,0,0,0,0,0,0,0
H2,172,24,0,0,0,1,0,0,0
H2,172,26,0,0,0,0,0,0,0
H2,172,27,0,0,0,0,0,0,0
H2,172,29,0,0,0,0,0,0,0
H2,172,30,0,0,0,0,1,0,0
H2,172,4,0,0,0,0,1,0,0
H2,172,7,0,0,0,1,0,0,0
H2,172,8,0,0,0,0,0,0,0
H2,173,11,0,0,0,1,0,0,0
H2,173,12,0,0,0,1,0,0,0
H2,173,13,0,0,0,0,0,0,0
H2,173,19,0,0,0,0,1,0,0
H2,173,1,0,0,0,1,0,0,0
H2,173,22,0,0,0,0,0,1,0
H2,173,23,0,0,0,0,0,0,0
H2,173,24,0,0,0,1,0,0,0
H2,173,26,0,0,0,0,1,0,0
H2,173,27,0,0,0,1,0,0,0
H2,173,29,0,0,0,0,0,0,0
H2,173,30,0,0,0,1,0,0,0
H2,173,4,0,0,0,0,1,0,0
H2,173,7,0,0,0,1,0,0,0
H2,173,8,0,0,0,0,0,0,0
H2,174,11,0,0,0,1,0,0,0
H2,174,12,0,0,0,1,0,0,0
H2,174,13,0,0,0,0,0,0,0
H2,174,19,0,0,0,1,0,0,0
H2,174,1,0,0,0,0,1,0,0
H2,174,22,0,0,0,0,0,1,0
H2,174,23,0,0,0,1,0,0,0
H2,174,24,0,0,0,1,0,0,0
H2,174,26,0,0,0,0,0,0,0
H2,174,27,0,0,0,1,0,0,0
H2,174,29,0,0,0,0,0,0,0
H2,174,30,0,0,0,1,0,0,0
H2,174,4,0,0,0,0,1,0,0
H2,174,7,0,0,0,1,0,0,0
H2,174,8,0,0,0,0,0,0,0
H2,175,11,0,0,0,1,0,0,0
H2,175,12,0,0,0,0,1,0,0
H2,175,13,0,0,0,1,0,0,0
H2,175,19,0,0,0,1,0,0,0
H2,175,1,0,0,0,1,0,0,0
H2,175,22,0,0,0,0,1,0,0
H2,175,23,0,0,0,1,0,0,0
H2,175,24,0,0,0,1,0,0,0
H2,175,26,0,0,0,0,1,0,0
H2,175,27,0,0,0,1,0,0,0
H2,175,29,0,0,0,0,0,0,0
H2,175,30,0,0,0,1,0,0,0
H2,175,4,0,0,0,0,1,0,0
H2,175,7,0,0,0,1,0,0,0
H2,175,8,0,0,0,0,0,0,0
H2,176,11,0,0,0,1,0,0,0
H2,176,12,0,0,0,0,1,0,0
H2,176,13,0,0,0,0,0,0,0
H2,176,19,0,0,0,1,0,0,0
H2,176,1,0,0,0,1,0,0,0
H2,176,22,0,0,0,0,0,0,0
H2,176,23,0,0,0,1,0,0,0
H2,176,24,0,0,0,1,0,0,0
H2,176,26,0,0,0,0,0,0,0
H2,176,27,0,0,0,1,0,0,0
H2,176,29,0,0,0,0,1,0,0
H2,176,30,0,0,0,1,0,0,0
H2,176,4,0,0,0,1,0,0,0
H2,176,7,0,0,0,0,0,0,0
H2,176,8,0,0,0,0,0,0,0
H2,177,11,0,0,0,0,0,0,0
H2,177,12,0,0,0,0,1,0,0
H2,177,13,0,0,0,0,0,0,0
H2,177,19,0,0,0,1,0,0,0
H2,177,1,0,0,0,1,0,0,0
H2,177,22,0,0,0,0,1,0,0
H2,177,23,0,0,0,0,0,0,0
H2,177,24,0,0,0,1,0,0,0
H2,177,26,0,0,0,0,0,0,0
H2,177,27,-6.07E-07,-88.08769791,-0.617830176,1,0,1,1
H2,177,29,0,0,0,0,0,0,0
H2,177,30,0,0,0,1,0,0,0
H2,177,4,0,0,0,1,0,0,0
H2,177,7,0,0,0,0,1,0,0
H2,177,8,0,0,0,0,0,0,0
H2,178,11,0,0,0,1,0,0,0
H2,178,12,0,0,0,0,0,0,0
H2,178,13,0,0,0,0,0,0,0
H2,178,19,0,0,0,1,0,0,0
H2,178,1,0,0,0,1,0,0,0
H2,178,22,0,0,0,0,0,0,0
H2,178,23,0,0,0,0,0,0,0
H2,178,24,0,0,0,1,0,0,0
H2,178,26,0,0,0,1,0,0,0
H2,178,27,0,0,0,0,1,0,0
H2,178,29,0,0,0,0,0,0,0
H2,178,30,0,0,0,0,0,0,0
H2,178,4,0,0,0,0,0,0,0
H2,178,7,0,0,0,0,0,0,0
H2,178,8,0,0,0,0,0,0,0
H2,179,11,0,0,0,0,0,0,0
H2,179,12,0,0,0,0,1,0,0
H2,179,13,0,0,0,1,0,0,0
H2,179,19,0,0,0,1,0,0,0
H2,179,1,0,0,0,1,0,0,0
H2,179,22,0,0,0,0,1,0,0
H2,179,23,0,0,0,0,1,0,0
H2,179,24,0,0,0,1,0,0,0
H2,179,26,0,0,0,1,0,0,0
H2,179,27,0,0,0,0,0,0,0
H2,179,29,0,0,0,0,0,0,0
H2,179,30,0,0,0,1,0,0,0
H2,179,4,0,0,0,1,0,0,0
H2,179,7,0,0,0,0,0,0,0
H2,179,8,0,0,0,1,0,0,0
H2,180,11,0,0,0,0,0,0,0
H2,180,12,0,0,0,1,0,0,0
H2,180,13,0,0,0,1,0,0,0
H2,180,19,0,0,0,1,0,0,0
H2,180,1,0,0,0,0,1,0,0
H2,180,22,0,0,0,0,0,0,0
H2,180,23,0,0,0,0,0,0,0
H2,180,24,0,0,0,1,0,0,0
H2,180,26,0,0,0,1,0,0,0
H2,180,27,0,0,0,0,0,0,0
H2,180,29,0,0,0,0,1,0,0
H2,180,30,0,0,0,0,1,0,0
