delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,LDES_H2_P,LDES_H2_E
0.5,0.5,4.72E+09,8999.996062,-5.230655495,152.8188679,143.7719374,49.73661984,89.52591572,47.00392988,4,19.95915556,196.1201128,1.618399706,174.4634445
