delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.25,0.5,4.715356693344805e9,9000.001615414358,-2.9151972547230356,159.94019506004054,133.85608155358256,50.890540038770204,91.60297206981608,47.20706996197323,3.9999999999977214,27.122750004661007,108.49100001852074,3.9999999999954543,3.844317857596133,352.52394608232896,91.69999962041733
0.25,0.5,4715356827.64947,8999.9980450904,-1.47812202587337,159.940156683955,133.699250547991,50.9078611733453,91.6341501136752,47.2378348324833,3.99999999987317,26.9956505981985,107.982602385932,3.99999999974581,3.85360215445536,353.37523643345,91.6999789469426
