Time,Scenario,dfix,dflex
1,1,55.946124086142696,6.203833368505508
1,2,45.24341489614465,5.018444636664767
2,1,58.06376486614253,6.4386575289281165
2,2,53.289630806144004,5.910943896575276
3,1,51.53566688614304,5.714757322790386
3,2,58.860200066144564,6.53054274647008
4,1,75.27471389614115,8.347178002998048
4,2,74.6701010961433,8.284664080442393
5,1,52.22990186614299,5.791740831293478
5,2,54.98032850614387,6.098478108760925
6,1,77.56545275614215,8.603833920478628
6,2,76.78594232614313,8.51941672296116
7,1,55.88014229614269,6.196514870032354
7,2,55.9414971861438,6.20509240821066
8,1,77.45094719614097,8.588499232812946
8,2,69.12365912614374,7.669281154281937
9,1,53.615155316142875,5.9453511666212995
9,2,77.47252163614206,8.593348391581277
10,1,77.26179716614217,8.57015240853508
10,2,55.398325676143834,6.144842994615779
11,1,55.920992396142694,6.201044728373466
11,2,61.84678985614432,6.8619119757276135
12,1,76.21260281614258,8.454484834779922
12,2,52.170351476144106,5.786793292617766
13,1,79.13174345614122,8.775743961295197
13,2,63.25649558614321,7.016485903462262
14,1,56.29839407614304,6.2435072377533745
14,2,74.27346020614333,8.240663078917024
15,1,64.07796293614354,7.108341003975014
15,2,53.45671391614399,5.929476441455421
16,1,62.73689777614364,6.959569370333297
16,2,73.75942556614338,8.183622984890507
17,1,52.28875376614336,5.798835683687321
17,2,64.13758577614414,7.1160707848325035
18,1,79.52149241614231,8.821543968439256
18,2,73.34965862614341,8.138166653330178
19,1,55.14607169614313,6.1157139908453795
19,2,75.77505188614221,8.405064299464554
20,1,78.63132275614238,8.722790833492708
20,2,55.47140216614384,6.152949073579664
21,1,55.68182036614309,6.175128843550041
21,2,67.45487903614388,7.48413671193833
22,1,80.99579627614268,8.986224754577732
22,2,60.12499778614345,6.669133605638273
23,1,58.58646020614287,6.497255146865251
23,2,68.82758162614377,7.636439040363023
24,1,81.57343427614214,9.049169465339714
24,2,55.53077750614382,6.159534755081991
25,1,69.93343592614195,7.7556460376765815
25,2,78.97102082614298,8.76186064812368
26,1,57.300317276142955,6.354621204286547
26,2,60.34101371614343,6.69309346211167
27,1,69.79441364614308,7.742485022888782
27,2,79.7911822761429,8.852850941854863
28,1,56.06135207614305,6.217219140635858
28,2,56.164323146143765,6.229808605171722
29,1,83.93430689614196,9.311072518495024
29,2,76.34443202614216,8.468223357260042
30,1,61.59119147614262,6.830481625379452
30,2,52.91753408614404,5.869669785630673
31,1,83.470102916142,9.259571529286518
31,2,74.16278819614335,8.228383942155217
32,1,60.55563032614269,6.715637283385048
32,2,70.05839696614366,7.7729930508715395
33,1,83.47171841614201,9.259754378038243
33,2,57.087156956143694,6.332170738340171
34,1,63.59079977614245,7.052239454421761
34,2,58.99913549614457,6.54596264887799
35,1,84.15708236614194,9.33578279829091
35,2,59.7496846461435,6.627503002127342
36,1,57.8833541961429,6.419280272024429
36,2,75.95345627614321,8.42705979926569
37,1,78.03095075614245,8.656210347027441
37,2,57.154390376143695,6.33962837215479
38,1,56.50120205614302,6.265998769877864
38,2,78.06856418614304,8.661732468111579
39,1,61.57001492614373,6.830124045932408
39,2,60.30616688614345,6.68923093484783
40,1,51.118684466143456,5.6690742767478595
40,2,76.0378898661432,8.436427763901358
41,1,73.20483944614169,8.118447189505854
41,2,55.950653696143796,6.206108065270106
42,1,51.16840559614345,5.674588381042811
42,2,74.5773715761433,8.274382254380127
43,1,77.13308969614249,8.556591057570268
43,2,55.09246922614386,6.110916932241505
44,1,53.511183806143265,5.93440392996522
44,2,74.8367177361433,8.303156889731703
45,1,75.6656271861426,8.39379785190175
45,2,59.06961764614455,6.553782696067836
46,1,55.43736893614311,6.148019034344523
46,2,63.435845246144204,7.038211478596815
47,1,75.07587266614325,8.32965563362233
47,2,78.89606747614296,8.753544522768765
48,1,64.83241178614234,7.189935480586613
48,2,61.53707105614335,6.825762658941579
49,1,74.60955863614157,8.274231214202755
49,2,81.14013242614278,9.00252504693856
50,1,59.143277966143934,6.560916468295159
50,2,63.105273356143215,6.999709813258695
