Storage,Time,Scenario,Discharge,Charge,energy_level
H2,1,13,0.03386048097060108,0.9339366287203528,1358.4193614111437
H2,1,15,8.208517555677904,0.0576728056176915,1026.3880031012773
H2,1,16,0.28360157195983704,3.107467973940596,1339.0083846803136
H2,1,19,0.463840809944466,1.0607145380139995,1322.9627827952118
H2,1,1,0.045662530616617146,1.909469113527015,1366.694774862265
H2,1,22,0.05756859961884493,1.4725788206474728,1354.63463555448
H2,1,24,0.14813057181471415,3.687978994174877,1349.506923870252
H2,1,26,0.6481948153383801,0.904061422843543,1319.1608521531298
H2,1,28,0.490433571124086,0.9600345754287121,1322.0950306469988
H2,1,29,9.281314846865204,0.01846353329345846,818.2063664552725
H2,1,2,0.22214123909453873,1.720941021873801,1336.8843649325468
H2,1,30,3.153323645427899,0.00042314328094975257,1134.8825366587712
H2,1,6,0.05822282936733603,6.137864593429424,1412.0756911458816
H2,1,7,0.17811060379378513,1.8452679319902061,1341.4934253277154
H2,1,9,0.11551133939501415,0.8564228763268398,1337.3143480560543
H2,2,13,0.12120730650990469,3.066256074554817,1383.4574411903732
H2,2,15,0.03860587469158656,9.165700877893583,1185.0330511184895
H2,2,16,0.17740407650506831,2.89133537420501,1362.8277844967356
H2,2,19,0.3963179127818547,1.1190532573414806,1323.653176482747
H2,2,1,9.24341899513676,0.04321532853902153,1165.383233031699
H2,2,22,0.14319910000921354,3.2107776596937976,1376.4936833955687
H2,2,24,0.023235218939364064,2.2481373736346253,1458.2401660018454
H2,2,26,0.20894524598359013,0.32058086904348665,1313.563210953972
H2,2,28,0.1754771380280717,0.353606843768723,1319.8778875325124
H2,2,29,0.04394841042339702,5.203459681138472,925.0819479041618
H2,2,2,0.33655468961035,2.795411040588158,1347.643356264889
H2,2,30,0.004331395119758069,0.0014160913524356898,1134.7930941328086
H2,2,6,0.082183757301822,6.648476673838765,1470.634353178088
H2,2,7,0.06957959904576856,1.578942525993202,1380.643633803573
H2,2,9,0.0922665430647997,0.9854160560198278,1355.5856673386857
H2,3,13,0.16661256677300237,4.272317425265381,1404.9589936999791
H2,3,15,0.07686823665219805,8.97315843388031,1264.8719567460403
H2,3,16,0.21046560188307065,3.8939368560126586,1386.258733237887
H2,3,19,0.15459010052962988,0.5515154007901527,1326.8029267657919
H2,3,1,0.12296270703325225,1.7689673221718722,1177.5597815062602
H2,3,22,0.056572931136813956,3.381108582570733,1435.355601799369
H2,3,24,9.311507307734882,0.000796401211596303,1272.0161939981513
H2,3,26,0.37353390190794167,0.7771201157035635,1311.8060703437
H2,3,28,0.4923560249376321,0.6407216520929587,1315.4110494270483
H2,3,29,0.1444847319898266,3.857827725310582,947.0220012096668
H2,3,2,0.06413208742959554,1.1605612182172103,1378.9540351011456
H2,3,30,1.228928617456782,0.00042416170031295524,1061.0673008055662
H2,3,6,0.009272612408166805,0.0410297077104264,1471.1682919347802
H2,3,7,0.20784888139634564,2.8785368865953873,1398.6514320640536
H2,3,9,0.22447429862376478,2.4364828068119735,1369.8571408402959
H2,4,13,9.22285986613533,0.045408590616396946,1170.640345483008
H2,4,15,0.06871812709416522,9.065897352804175,1345.7474254889848
H2,4,16,0.16831108259077315,4.019296201521122,1416.3486251959125
H2,4,19,0.1580173120549805,0.692567849070667,1331.740354171182
H2,4,1,0.05873662057551536,5.886086237788191,1261.8426581519707
H2,4,22,0.12264208426085367,5.845538459089425,1470.1756578724371
H2,4,24,9.311440775666133,0.0008643936332499737,1102.7233596156448
H2,4,26,0.3443110648327302,0.7929869389689392,1310.8840394287145
H2,4,28,0.4678504123055246,1.415171840778407,1316.2509713122308
H2,4,29,0.10518175026388576,0.4088066241305522,948.5408635546223
H2,4,2,0.21757410024447493,3.4056461459621654,1398.837703447198
H2,4,30,3.1195792306553805,0.0008716045926685183,970.325727865759
H2,4,6,2.184000623801954,0.001145946274351507,1411.6167280789286
H2,4,7,0.2774183432825637,1.0094814078709464,1400.6738700973126
H2,4,9,0.16131655500022965,2.460830411790896,1389.8670925724466
H2,5,13,9.225921240819837,0.05247302582886421,1003.2636721594752
H2,5,15,0.10718152216165987,8.935769415692066,1394.2287607029687
H2,5,16,7.85471624505324,0.0894237398144889,1174.6306939114934
H2,5,19,0.6932029885818813,2.749460795700301,1333.7331260485198
H2,5,1,0.09023764931883543,0.5394166788736218,1265.259090592088
H2,5,22,0.2078531716382816,0.05250628984326627,1464.7171514876463
H2,5,24,9.31193840827677,0.00036977686120312725,848.7653427673762
H2,5,26,0.4382595893055263,1.166528925392012,1311.0419469204064
H2,5,28,0.11364837532870588,0.40467389094455025,1318.7035191386572
H2,5,29,0.12516715257902286,4.544447004415013,978.0762642310166
H2,5,2,0.12427322481509467,3.837129618602675,1438.1983949796456
H2,5,30,0.0014621101072531993,9.30836953063618,1009.4049524359663
H2,5,6,0.0017863888759037574,8.702866718559958,1466.4155908378548
H2,5,7,9.182031248425677,0.0655541287526151,1167.5919220594235
H2,5,9,0.2871747032316143,1.514804581844138,1394.7111732719882
H2,6,13,0.08711598578840025,5.28069479674147,1052.7970366259096
H2,6,15,8.065295604698889,0.06958013440767835,1174.9968017974065
H2,6,16,0.10500408007121627,5.802253147612129,1240.431990406571
H2,6,19,0.22177005883956874,1.1659448462013053,1339.514382776541
H2,6,1,0.1396154111858082,5.344019574894279,1293.1548610390678
