Y,T,PV,Wind
27,1,0.015600000000000001,0.35564
27,2,6.666666666666667e-05,0.6783066666666666
27,3,0.00732,0.43147199999999997
27,4,0.0081875,0.5791562499999999
27,5,0.0,0.43052499999999994
27,6,0.011,0.48538125
27,7,0.0001,0.5232300000000001
27,8,0.025583333333333336,0.3773499999999999
27,9,0.0015384615384615385,0.29184615384615387
27,10,0.02836363636363637,0.4403636363636364
27,11,0.0,0.7182
27,12,0.030357142857142857,0.5280642857142858
27,13,0.0,0.25338000000000005
27,14,0.037200000000000004,0.13906666666666664
27,15,0.0,0.10557777777777778
27,16,0.01807142857142857,0.30256428571428573
27,17,0.0,0.39987
27,18,0.0225625,0.4135062500000001
27,19,0.0,0.27275
27,20,0.018600000000000002,0.16102
27,21,0.012972222222222222,0.3191333333333334
27,22,0.04954545454545455,0.15416363636363634
27,23,0.0,0.29652
27,24,0.06646666666666666,0.41892666666666667
27,25,0.0,0.36106666666666665
27,26,0.05633333333333334,0.3255933333333333
27,27,0.0,0.15733333333333338
27,28,0.062357142857142854,0.07195714285714286
27,29,0.0,0.15203
27,30,0.041,0.20595000000000002
27,31,0.0,0.20238750000000003
27,32,0.0258125,0.09608125000000002
27,33,0.0024000000000000002,0.04914
27,34,0.08335714285714284,0.03326428571428571
27,35,0.0029000000000000002,0.03663
27,36,0.10453846153846154,0.08961538461538462
27,37,0.0,0.2271888888888889
27,38,0.03214285714285715,0.4033571428571428
27,39,0.0,0.6533
27,40,0.024000000000000004,0.62758125
27,41,0.0,0.46451249999999994
27,42,0.0245,0.41211875000000003
27,43,0.0,0.38262500000000005
27,44,0.026,0.5294142857142857
27,45,0.0,0.63792
27,46,0.03264285714285715,0.7201285714285713
27,47,0.0,0.502
27,48,0.012266666666666667,0.8729600000000002
27,49,0.0086,0.49010285714285706
27,50,0.0465,0.70331875
27,51,0.0,0.8939375
27,52,0.0514375,0.8812937500000001
27,53,0.0,0.7902875
27,54,0.04753333333333333,0.7796466666666665
27,55,0.0,0.45465555555555554
27,56,0.02733333333333333,0.23002000000000003
27,57,0.0,0.7032111111111112
27,58,0.0496875,0.9370812500000002
27,59,0.0,0.9156444444444445
27,60,0.09723076923076922,0.7853923076923076
27,61,0.002916666666666667,0.48790000000000006
27,62,0.10084615384615384,0.30033846153846155
27,63,0.0,0.30862222222222224
27,64,0.056875,0.30480624999999995
27,65,0.0,0.5127375
27,66,0.030533333333333336,0.5329266666666665
27,67,0.0,0.3498
27,68,0.013750000000000002,0.5584999999999999
27,69,0.0,0.5838374999999999
27,70,0.0528,0.7572799999999998
27,71,0.0,0.5356111111111111
27,72,0.0356875,0.4126875000000001
27,73,0.03402941176470587,0.36895588235294113
27,74,0.27871428571428575,0.27727142857142856
27,75,0.0012,0.25264000000000003
27,76,0.13314285714285715,0.10662142857142858
27,77,0.0,0.16493000000000002
27,78,0.10106666666666667,0.24349333333333334
27,79,0.0,0.3171555555555556
27,80,0.07456249999999998,0.31728125
27,81,0.0,0.25858749999999997
27,82,0.19711111111111113,0.28821111111111114
27,83,0.009705882352941177,0.3369294117647059
27,84,0.33571428571428574,0.1531857142857143
27,85,0.005333333333333333,0.11973333333333332
27,86,0.012090909090909091,0.40952727272727274
27,87,0.1340769230769231,0.7586923076923077
27,88,0.018885714285714287,0.20770285714285716
27,89,0.2794285714285714,0.19642857142857142
27,90,0.021578947368421055,0.26434210526315793
27,91,0.03131884057971015,0.6768376811594202
27,92,0.2595714285714286,0.3460142857142857
27,93,0.013058823529411765,0.2502470588235294
27,94,0.320375,0.1846625
27,95,0.007,0.11917500000000002
27,96,0.294875,0.08211249999999999
27,97,0.004,0.12984
27,98,0.256,0.0765888888888889
27,99,0.049538461538461545,0.0855948717948718
27,100,0.26499999999999996,0.09352222222222221
27,101,0.015411764705882354,0.11502352941176469
27,102,0.4018571428571428,0.08397142857142859
27,103,0.012058823529411766,0.1773058823529412
27,104,0.1333076923076923,0.4994538461538462
27,105,0.05412244897959184,0.5420306122448978
27,106,0.0,0.3285125
27,107,0.2554444444444444,0.09846666666666667
27,108,0.005857142857142858,0.19415714285714286
27,109,0.0,0.3163
27,110,0.12850000000000003,0.37529375
27,111,0.0,0.30705
27,112,0.13306249999999997,0.3088
27,113,0.0,0.20226249999999998
27,114,0.129,0.1282375
27,115,0.00025,0.19208750000000002
27,116,0.3427777777777778,0.1378888888888889
27,117,0.02316666666666667,0.07906666666666667
27,118,0.0028,0.21749000000000002
27,119,0.19914285714285715,0.32977142857142855
27,120,0.007058823529411764,0.18006470588235293
27,121,0.184375,0.3145875
27,122,0.018529411764705885,0.12393529411764703
27,123,0.38585714285714284,0.04752857142857143
27,124,0.01735294117647059,0.14709999999999998
27,125,0.31228571428571433,0.19578571428571429
27,126,0.06016129032258065,0.2585709677419355
27,127,0.022,0.11289000000000002
27,128,0.429,0.10225000000000001
27,129,0.03811111111111111,0.09089444444444444
27,130,0.4855714285714285,0.15019999999999997
27,131,0.017625000000000002,0.16405
27,132,0.26337499999999997,0.1722125
27,133,0.013470588235294118,0.1386294117647059
27,134,0.31675000000000003,0.1620375
27,135,0.020124999999999997,0.08251250000000002
27,136,0.409,0.031125
27,137,0.05671052631578947,0.08247894736842105
27,138,0.34640000000000004,0.10737000000000001
27,139,0.003785714285714286,0.11902857142857144
27,140,0.37899999999999995,0.11574444444444446
27,141,0.028117647058823532,0.19834117647058824
27,142,0.3597142857142857,0.2638714285714286
27,143,0.021294117647058824,0.1753647058823529
27,144,0.40199999999999997,0.07491666666666667
27,145,0.03855555555555555,0.060472222222222226
27,146,0.30742857142857144,0.1488857142857143
27,147,0.009733333333333335,0.20222
27,148,0.059187500000000004,0.37747500000000006
27,149,0.003375,0.2509625
27,150,0.34870000000000007,0.34104999999999996
27,151,0.01918421052631579,0.6989052631578947
27,152,0.22688888888888886,0.6091
27,153,0.018941176470588236,0.2933823529411765
27,154,0.32625000000000004,0.3859375
27,155,0.005071428571428571,0.2680142857142857
27,156,0.269875,0.17437500000000003
27,157,0.03233333333333334,0.13164444444444445
27,158,0.353625,0.10977500000000001
27,159,0.03375,0.05952500000000001
27,160,0.446875,0.06317500000000001
27,161,0.007230769230769231,0.19793076923076927
27,162,0.10779999999999999,0.6361466666666666
27,163,0.008818181818181819,0.25408181818181813
27,164,0.3017142857142857,0.10397142857142856
27,165,0.025529411764705884,0.1274
27,166,0.28250000000000003,0.1442625
27,167,0.055024390243902446,0.11694390243902439
27,168,0.39025,0.2566125
27,169,0.009285714285714286,0.26667857142857143
27,170,0.2468,0.52242
27,171,0.011866666666666666,0.4284999999999999
27,172,0.3112222222222223,0.31257777777777773
27,173,0.006538461538461538,0.1128923076923077
27,174,0.2621,0.07769999999999999
27,175,0.021562500000000002,0.17420000000000002
27,176,0.313875,0.10778749999999998
27,177,0.048,0.08523529411764705
27,178,0.458,0.18303333333333335
27,179,0.03711764705882353,0.3293764705882354
27,180,0.32699999999999996,0.48504285714285716
27,181,0.032,0.35412941176470586
27,182,0.26066666666666666,0.32058888888888887
27,183,0.017666666666666667,0.15603333333333336
27,184,0.357625,0.19761249999999997
27,185,0.0314375,0.14106874999999997
27,186,0.41585714285714287,0.06297142857142857
27,187,0.04035294117647059,0.08176470588235295
27,188,0.26171428571428573,0.17864285714285713
27,189,0.03570588235294118,0.2373529411764706
27,190,0.3462222222222222,0.24528888888888892
27,191,0.0344,0.15657333333333331
27,192,0.450375,0.36312500000000003
27,193,0.041499999999999995,0.49583749999999993
27,194,0.43487499999999996,0.63415
27,195,0.0469375,0.27822500000000006
27,196,0.570125,0.043425
27,197,0.0585625,0.07606875
27,198,0.562125,0.0851875
27,199,0.0514375,0.09939374999999999
27,200,0.47987500000000005,0.120025
27,201,0.0403125,0.16256874999999998
27,202,0.3795,0.0966375
27,203,0.029400000000000003,0.1268733333333333
27,204,0.44200000000000006,0.2445
27,205,0.0456875,0.18056874999999997
27,206,0.492625,0.16996250000000002
27,207,0.0419375,0.23796874999999998
27,208,0.4284444444444444,0.6042
27,209,0.031266666666666665,0.48612
27,210,0.30266666666666664,0.5212777777777777
27,211,0.031066666666666666,0.25172666666666665
27,212,0.338,0.13495
27,213,0.021428571428571432,0.10049999999999999
27,214,0.23563636363636364,0.23053636363636362
27,215,0.007538461538461539,0.28457692307692306
27,216,0.26708333333333334,0.4305583333333333
27,217,0.007416666666666666,0.21340833333333334
27,218,0.24418750000000003,0.12460624999999999
27,219,0.002,0.33305
27,220,0.19715384615384618,0.3685307692307693
27,221,0.03257142857142857,0.5920500000000001
27,222,0.3785,0.5894375000000001
27,223,0.042333333333333334,0.43638666666666664
27,224,0.52175,0.47783749999999997
27,225,0.05512499999999999,0.23090624999999998
27,226,0.41039999999999993,0.54086
27,227,0.019615384615384614,0.34454615384615384
27,228,0.43190909090909085,0.34739090909090903
27,229,0.00775,0.09185833333333333
27,230,0.3049090909090909,0.047990909090909084
27,231,0.0256,0.16214
27,232,0.364,0.2999714285714286
27,233,0.042066666666666676,0.26189333333333337
27,234,0.39109090909090904,0.2013090909090909
27,235,0.04973333333333333,0.26160666666666665
27,236,0.4905,0.3305625
27,237,0.05675,0.24627499999999997
27,238,0.3672222222222222,0.39426666666666665
27,239,0.03493333333333334,0.2931333333333333
27,240,0.40599999999999997,0.38654999999999995
27,241,0.061687500000000006,0.29305625
27,242,0.5607500000000001,0.3565
27,243,0.0686875,0.27532500000000004
27,244,0.5133333333333333,0.22621111111111109
27,245,0.05553333333333333,0.18173333333333336
27,246,0.567,0.15522222222222226
27,247,0.030692307692307692,0.09086153846153847
27,248,0.45640000000000003,0.07783
27,249,0.06218750000000001,0.11210624999999999
27,250,0.5101249999999999,0.0833
27,251,0.04886666666666666,0.07784666666666668
27,252,0.378,0.14447500000000002
27,253,0.044294117647058824,0.2053235294117647
27,254,0.3228888888888889,0.13484444444444443
27,255,0.019846153846153847,0.12858461538461535
27,256,0.22281818181818183,0.3024363636363636
27,257,0.014846153846153846,0.2825153846153846
27,258,0.37936363636363635,0.3179181818181818
27,259,0.03233333333333333,0.32783333333333337
27,260,0.31925,0.49941250000000004
27,261,0.03571428571428571,0.1281142857142857
27,262,0.3718181818181818,0.05276363636363637
27,263,0.051,0.10774000000000002
27,264,0.5142222222222222,0.053144444444444446
27,265,0.0598,0.07085999999999999
27,266,0.557,0.12665
