delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1.0,0.5,4.401552348759427e9,12.987820147637883,1024.3177849947654,3.354777098326781e-9,"Tuple{Int64, Float64}[]",7999.978577686848,7.999917462763521,58.94851803039226,199.20077685625918,73.48278388607652,135.34238347136275,36.884961077162416,3.9999947944684973,0.07337390929199929,0.29347937350545494,3.999778345426881,12.140320367425431,221.07384903377084,18.209885929118478
0.75,0.5,4.382535818325361e9,4.390953036360403e9,1.5804646810236153e8,3.0179726786691876e-9,"Tuple{Int64, Float64}[]",10000.785148088224,5.999022553752953,58.733993435094085,198.20009323812246,77.97584837607968,140.35664144198537,35.121195666572504,3.999992608686347,0.6906841325785148,2.759822603754097,3.995781101052541,13.093849415346211,247.9594400718897,18.937092691876927
0.5,0.5,4.363673211976531e9,4.390468153372144e9,1.5749575070511124e8,5.418614633707819e-9,"Tuple{Int64, Float64}[]",12001.388995539652,3.9983047412610815,57.95397822995302,196.79562674779984,81.63081344608774,146.93554504816882,33.57986970438722,3.9999868416897337,0.9091322935637439,3.631204436275075,3.9941430548473558,13.850031771823572,264.5460477881723,19.10075385721232
0.25,0.5,4.344953744870199e9,4.390028400582407e9,1.5708858843460444e8,8.810974122185967e-9,"Tuple{Int64, Float64}[]",14002.222506165434,1.9962035331188839,57.41432477339691,197.57970959385153,84.35452539250285,151.838239498176,32.2651703782394,3.9999775419760426,1.173928203061624,4.67426383351551,3.981728883695743,14.56033705380024,278.117284688695,19.101019685262475
