delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.25,0.5,4.714747574557589e9,9000.001557054837,-4.875399304876355,160.0368141747027,143.04009318553477,49.51014578804189,89.11826241865707,46.46491553796539,3.9999999999853926,19.926657381977506,195.74840037372616,9.823443873269438,1.4944103501258508,162.14350236159962,108.49998619719464
