Storage,Time,Scenario,Dual_discharge,Dual_charge,Dual_energy
H2,1,11,-109.20045012386693,-2.8116304696899547e-6,-5.73430236437161e-8
H2,1,12,-3.6097325637773924e-6,-7.171527114356425e-6,-2.778705251038488e-7
H2,1,13,-8.058729655976925e-6,-2.811639768226891e-6,-5.502216650951133e-8
H2,1,19,-156.00110588919307,-2.8116337259020746e-6,-4.299434699637701e-8
H2,1,1,-3.1784269485061944e-6,-2.8116401986135134e-6,-1.3575000265746585e-7
H2,1,22,-3.442761403921146e-6,-2.8116396177286316e-6,-1.327334634436339e-7
H2,1,23,-4.28185462097478e-6,-6.308671125943442e-6,-1.5078736433246743e-7
H2,1,24,-3.1971427748326908e-6,-5.9094044024685306e-6,-3.62908825489572e-7
H2,1,26,-3.5822035585507804e-6,-7.142675604596065e-6,-2.6821347991402914e-7
H2,1,27,-4.09998680895782e-6,-5.075557947396999e-6,-2.0523201122878607e-7
H2,1,29,-3.236726992897381e-6,-5.2966922311709015e-6,-3.371314995012823e-7
H2,1,30,-2.8116386409189205e-6,-169.95252272979596,-8.926107061117671e-7
H2,1,4,-1.1113979309402004e-5,-2.8116360342451868e-6,-1.1507981907268191e-7
H2,1,7,-5.348522914910371e-6,-2.811628672549556e-6,-7.480922765310943e-8
H2,1,8,-2.811618540480876e-6,-20.020157948521895,-7.303625775036347e-7
H2,2,11,-57.21739689332756,-2.8116206044029887e-6,-3.8691296456278994e-8
H2,2,12,-3.5122179779578777e-6,-7.307715443650791e-6,-3.1135496376794114e-7
H2,2,13,-2.811633189865575e-6,-56.05649107354971,-5.821189770252075e-8
H2,2,19,-2.8488364457388276e-6,-0.0004010289816836045,-5.8218993360327605e-8
H2,2,1,-3.206619106769102e-6,-2.8116389196615528e-6,-1.0966009597708466e-7
H2,2,22,-4.506999158846447e-6,-2.811639120090812e-6,-7.478353878641091e-8
H2,2,23,-4.01819985411217e-6,-6.461456733141858e-6,-1.3165467715258956e-7
H2,2,24,-3.123244100835611e-6,-5.741410833881154e-6,-6.379886463767282e-7
H2,2,26,-3.0975583779635033e-6,-6.850823758959419e-6,-7.75556392841346e-7
H2,2,27,-3.933938921911151e-6,-6.42780857733589e-6,-1.9458845393388447e-7
H2,2,29,-3.7355101040276796e-6,-6.482744115874275e-6,-3.246908352971878e-7
H2,2,30,-2.8116368506282333e-6,-2.8116374146537306e-6,-8.926232122614423e-7
