Y,T,PV,Wind
7,1,0.0,0.452225
7,2,0.0008333333333333334,0.4532
7,3,0.024,0.40615
7,4,0.0185,0.37525
7,5,0.0,0.33764000000000005
7,6,0.0,0.2964
7,7,0.0,0.27213333333333334
7,8,0.0,0.22967999999999997
7,9,0.0,0.20800000000000002
7,10,0.028428571428571425,0.20045714285714286
7,11,0.0,0.223075
7,12,0.0,0.24925000000000003
7,13,0.0,0.2865
7,14,0.0,0.35724
7,15,0.0,0.40900000000000003
7,16,0.024000000000000004,0.44830000000000003
7,17,0.0,0.5146666666666667
7,18,0.0,0.55045
7,19,0.0,0.5699
7,20,0.0,0.5722333333333334
7,21,0.0,0.5145000000000001
7,22,0.0,0.4932
7,23,0.006,0.5015499999999999
7,24,0.016714285714285713,0.4703714285714286
7,25,0.0,0.5434
7,26,0.0,0.5522
7,27,0.0,0.5336
7,28,0.0,0.48375
7,29,0.0,0.4129777777777778
7,30,0.016875,0.4824125
7,31,0.0,0.45500000000000007
7,32,0.0,0.4434
7,33,0.0,0.42184999999999995
7,34,0.0,0.43516000000000005
7,35,0.0,0.52455
7,36,0.009,0.5694
7,37,0.030000000000000002,0.62615
7,38,0.02075,0.717175
7,39,0.0,0.8113000000000001
7,40,0.0,0.84895
7,41,0.0,0.8531
7,42,0.0,0.833925
7,43,0.0,0.7976
7,44,0.0095,0.7561
7,45,0.048,0.6854
7,46,0.07733333333333332,0.6057666666666667
7,47,0.025,0.5445
7,48,0.0,0.5173
7,49,0.0,0.4806
7,50,0.0,0.44355
7,51,0.0,0.4025125
7,52,0.0,0.4558
7,53,0.005,0.52
7,54,0.03,0.626
7,55,0.051000000000000004,0.7161
7,56,0.026000000000000006,0.8009000000000001
7,57,0.0,0.8765499999999999
7,58,0.0,0.8339
7,59,0.0,0.7904
7,60,0.0,0.7352
7,61,0.0,0.6745
7,62,0.0,0.59155
7,63,0.0,0.528
7,64,0.006000000000000001,0.4966
7,65,0.07024999999999999,0.53745
7,66,0.013999999999999999,0.5981
7,67,0.0,0.5739
7,68,0.0,0.50505
7,69,0.0,0.4253
7,70,0.0,0.33946666666666675
7,71,0.0,0.26378
7,72,0.006666666666666667,0.21286666666666668
7,73,0.06366666666666666,0.1543
7,74,0.0,0.158225
7,75,0.0,0.12965
7,76,0.0,0.1439
7,77,0.0,0.2097
7,78,0.0,0.3195666666666667
7,79,0.0,0.4064
7,80,0.0,0.49269999999999997
7,81,0.018,0.57435
7,82,0.021333333333333333,0.6493666666666668
7,83,0.0,0.6352
7,84,0.0,0.5345500000000001
7,85,0.0,0.4747
7,86,0.0,0.44304
7,87,0.0,0.4832
7,88,0.0075,0.5528500000000001
7,89,0.06475,0.53725
7,90,0.014666666666666666,0.5210666666666667
7,91,0.0,0.5477000000000001
7,92,0.0,0.5681499999999999
7,93,0.0,0.5963
7,94,0.0,0.5747
7,95,0.0,0.49239999999999995
7,96,0.0006666666666666666,0.4214166666666666
7,97,0.031,0.4348
7,98,0.08575,0.43457500000000004
7,99,0.014666666666666666,0.4260333333333333
7,100,0.0,0.44165
7,101,0.0,0.49765000000000004
7,102,0.0,0.51715
7,103,0.0,0.49667500000000003
7,104,0.0,0.4616
7,105,0.024999999999999998,0.4474333333333333
7,106,0.07875,0.442375
7,107,0.0024000000000000002,0.44874
7,108,0.0,0.42375
7,109,0.0,0.3881
7,110,0.0,0.33349999999999996
7,111,0.0,0.2813
7,112,0.006999999999999999,0.24786666666666665
7,113,0.07075000000000001,0.2273
7,114,0.01933333333333333,0.23650000000000002
7,115,0.0,0.22203333333333333
7,116,0.0,0.1875
7,117,0.0,0.1582
7,118,0.0,0.10835
7,119,0.006666666666666665,0.08616666666666667
7,120,0.054200000000000005,0.06294
7,121,0.0035,0.1227
7,122,0.0,0.19353333333333333
7,123,0.0,0.22185
7,124,0.0,0.212
7,125,0.0,0.2023
7,126,0.006000000000000001,0.25416666666666665
7,127,0.043833333333333335,0.30028333333333335
7,128,0.0,0.34072500000000006
7,129,0.0,0.3692
7,130,0.0,0.3655
7,131,0.0,0.3450875
7,132,0.007333333333333334,0.3171333333333333
7,133,0.07025,0.284
7,134,0.016,0.2726
7,135,0.0,0.3075
7,136,0.0,0.296
7,137,0.0,0.2668
7,138,0.0,0.22466666666666668
7,139,0.00028571428571428574,0.19055714285714284
7,140,0.013,0.2312
7,141,0.0378,0.29258
7,142,0.0025,0.38085
7,143,0.0,0.4717
7,144,0.0,0.53305
7,145,0.0,0.553825
7,146,0.001,0.5746571428571429
7,147,0.035,0.6104
7,148,0.115,0.62065
7,149,0.02766666666666667,0.6261
7,150,0.0,0.6236
7,151,0.0,0.5894999999999999
7,152,0.0,0.5442499999999999
7,153,0.0,0.4795749999999999
7,154,0.005,0.44684999999999997
7,155,0.061,0.4298
7,156,0.13540000000000002,0.44094
7,157,0.0056,0.44534
7,158,0.0,0.43910000000000005
7,159,0.0,0.4228
7,160,0.0,0.4344666666666666
7,161,0.0,0.48884
7,162,0.0055,0.50375
7,163,0.0845,0.49225
7,164,0.14275,0.49840000000000007
7,165,0.0125,0.5226
7,166,0.0,0.5451
7,167,0.0,0.5507500000000001
7,168,0.0,0.5469
7,169,0.0,0.5468125
7,170,0.021666666666666667,0.5796666666666667
7,171,0.1346,0.5974999999999999
7,172,0.004200000000000001,0.5767199999999999
7,173,0.0,0.56
7,174,0.0,0.5562
7,175,0.0,0.5628749999999999
7,176,0.015333333333333332,0.6283666666666666
7,177,0.10999999999999999,0.669075
7,178,0.024000000000000004,0.6931333333333334
7,179,0.0,0.7375000000000002
7,180,0.0,0.73385
7,181,0.0,0.7237
7,182,0.0,0.705375
7,183,0.0105,0.7219
7,184,0.1,0.7438
7,185,0.2325,0.74725
7,186,0.153,0.6991
7,187,0.0265,0.6497999999999999
7,188,0.0,0.609
7,189,0.0,0.58565
7,190,0.0,0.5530999999999999
7,191,0.0026,0.47540999999999994
7,192,0.098,0.4685
7,193,0.1835,0.5555
7,194,0.103,0.5609
7,195,0.017,0.5449999999999999
7,196,0.0,0.52905
7,197,0.0,0.5199499999999999
7,198,0.0,0.48436666666666667
7,199,0.0,0.5352
7,200,0.0028,0.58476
7,201,0.066,0.6012
7,202,0.1142,0.62178
7,203,0.0135,0.5965499999999999
7,204,0.0,0.556275
7,205,0.0,0.51945
7,206,0.0,0.4655125
7,207,0.0155,0.5044
7,208,0.135,0.505
7,209,0.243,0.4976
7,210,0.3156666666666667,0.4936
7,211,0.206,0.4583
7,212,0.08,0.4652
7,213,0.0006666666666666666,0.48196666666666665
7,214,0.0,0.46785
7,215,0.0,0.44189999999999996
7,216,0.0,0.3861666666666667
7,217,0.0,0.33110000000000006
7,218,0.013,0.3335
7,219,0.106,0.3293
7,220,0.20675,0.32830000000000004
7,221,0.122,0.2836
7,222,0.022,0.29025
7,223,0.0,0.3105
7,224,0.0,0.30955
7,225,0.0,0.29805000000000004
7,226,0.0,0.263275
7,227,0.012,0.26635
7,228,0.1,0.2627
7,229,0.19724999999999998,0.26415
7,230,0.119,0.2491
7,231,0.022,0.2495
7,232,0.0,0.260475
7,233,0.0,0.24985
7,234,0.0,0.235275
7,235,0.0225,0.22699999999999998
7,236,0.135,0.2089
7,237,0.233,0.2084
7,238,0.3213333333333333,0.18776666666666667
7,239,0.218,0.1556
7,240,0.096,0.1582
7,241,0.005,0.1785
7,242,0.0,0.17196666666666668
7,243,0.0,0.14084999999999998
7,244,0.0,0.1268
7,245,0.0,0.11224999999999999
7,246,0.028,0.12125
7,247,0.16,0.1198
7,248,0.32075,0.10844999999999999
7,249,0.212,0.0962
7,250,0.082,0.1103
7,251,0.00075,0.1456
7,252,0.0,0.12905
7,253,0.0,0.110475
7,254,0.0,0.13201666666666667
7,255,0.034,0.1342
7,256,0.116,0.1231
7,257,0.25549999999999995,0.118075
7,258,0.171,0.1254
7,259,0.037000000000000005,0.161
7,260,0.0,0.20477499999999998
7,261,0.0,0.22195
7,262,0.0,0.22928
7,263,0.007000000000000001,0.19272
7,264,0.121,0.1368
7,265,0.22,0.1163
7,266,0.29633333333333334,0.11446666666666666
7,267,0.196,0.1013
7,268,0.088,0.1072
7,269,0.00175,0.12015
7,270,0.0,0.08555
7,271,0.0,0.063
7,272,0.0,0.0504625
7,273,0.023,0.07600000000000001
7,274,0.135,0.0868
7,275,0.236,0.0919
7,276,0.315,0.14193333333333336
7,277,0.199,0.1689
7,278,0.086,0.1888
7,279,0.006,0.2381
7,280,0.0,0.29259999999999997
7,281,0.0,0.34575
7,282,0.0,0.389
7,283,0.0,0.44493333333333335
7,284,0.0,0.5124
7,285,0.0,0.5541
7,286,0.021500000000000002,0.58555
7,287,0.11259999999999999,0.6233000000000001
7,288,0.023000000000000003,0.5785
7,289,0.0,0.5861666666666667
7,290,0.0,0.62285
7,291,0.0,0.6173
7,292,0.0,0.5819666666666666
7,293,0.0,0.48955000000000004
7,294,0.0,0.4161
7,295,0.014666666666666668,0.3813
7,296,0.06633333333333334,0.3663666666666667
7,297,0.056,0.30415
7,298,0.013000000000000001,0.247
7,299,0.0,0.209
7,300,0.0,0.16935
7,301,0.0,0.1353
7,302,0.0,0.1058
7,303,0.0,0.16543333333333332
7,304,0.0165,0.16835
7,305,0.13483333333333333,0.13188333333333335
7,306,0.0185,0.12575
7,307,0.0,0.14806666666666668
7,308,0.0,0.17905
7,309,0.0,0.1999
7,310,0.0,0.2148
7,311,0.0,0.27481999999999995
7,312,0.015000000000000001,0.30705000000000005
7,313,0.088,0.3072
7,314,0.184,0.27786
7,315,0.0455,0.18869999999999998
7,316,0.0,0.1352
7,317,0.0,0.14505
7,318,0.0,0.1927
7,319,0.0,0.26005
7,320,0.0,0.38405
7,321,0.0,0.5544
7,322,0.0,0.6977
7,323,0.0,0.79555
7,324,0.005,0.8488
7,325,0.031875,0.8280875000000001
7,326,0.0,0.8109666666666667
7,327,0.0,0.8108500000000001
7,328,0.0,0.7671749999999999
7,329,0.0,0.6858
7,330,0.0033333333333333335,0.5849666666666666
7,331,0.033,0.5342
7,332,0.0844,0.51604
