Y,T,PV,Windon,Winfoff
20,1,0.044217000000000006,0.10753313793103446,0.1400505172413793
20,2,0.0658053,0.15007064705882356,0.5115182352941177
20,3,0.01351075,0.11260450000000001,0.18404958333333332
20,4,0.127369525,0.17773016666666666,0.18403666666666665
20,5,0.011933835483870968,0.2175213548387097,0.45354000000000005
20,6,0.0951966,0.21745852941176463,0.8331691176470589
20,7,0.0,0.23886944444444444,0.33641888888888893
20,8,0.12361108000000003,0.30563486666666667,0.2373153333333333
20,9,0.024788318181818182,0.11333900000000002,0.30980272727272723
20,10,0.023853907894736837,0.2640542368421052,0.16935789473684212
20,11,0.123439125,0.339339,0.19125708333333333
20,12,0.0,0.5941665555555555,0.44975833333333337
20,13,0.056499499999999994,0.8333524,0.8005646666666667
20,14,0.017597472727272724,0.9354266363636362,1.0
20,15,0.030657119999999996,0.6200762,0.961123
20,16,0.0,0.3010445555555556,0.637291111111111
20,17,0.040624368749999994,0.144484625,0.3872384375
20,18,0.039697039999999996,0.09997486666666666,0.17681366666666667
20,19,0.008474925,0.44142037500000003,0.623700625
20,20,0.008458904347826087,0.7471559999999999,0.9876104347826088
20,21,0.045079770731707325,0.5850202926829269,0.9552307317073172
20,22,0.016049133333333333,0.934425,1.0
20,23,0.028510753124999996,0.6554953437500001,0.9752351562499998
20,24,0.03739051578947368,0.43061028947368424,0.9455939473684211
20,25,0.08680495263157895,0.31269478947368423,0.4578292105263158
20,26,0.036975665217391304,0.7127597826086958,0.9868395652173912
20,27,0.00564995,0.5796711666666666,0.6877091666666667
20,28,0.000614125,0.28973199999999993,0.4453795833333334
20,29,0.08027086153846154,0.4222201538461538,0.9651553846153844
20,30,0.04799787391304348,0.2949201739130435,0.47760891304347813
20,31,0.02919455769230769,0.5301308076923077,0.9592998076923076
20,32,0.0,0.17548899999999998,0.427354375
20,33,0.08231164615384615,0.09079984615384615,0.0673176923076923
20,34,0.024731542372881356,0.20550869491525423,0.299772627118644
20,35,0.11275334999999999,0.50039225,0.7410550000000001
20,36,0.03709315,0.691688409090909,0.9942802272727272
20,37,0.41505023999999996,0.5741078,1.0
20,38,0.03594678333333333,0.5104084444444444,0.9902131944444444
20,39,0.0248720625,0.63248925,0.6149043750000001
20,40,0.12822930000000002,0.39150733333333326,0.6092274999999999
20,41,0.006163581818181818,0.13814763636363636,0.3375618181818182
20,42,0.1236942230769231,0.19634184615384614,0.1858330769230769
20,43,0.02231905714285714,0.2716907428571428,0.35080042857142857
20,44,0.1081615846153846,0.36681538461538454,0.428431923076923
20,45,0.07443195000000001,0.4444337083333334,0.6702135416666666
20,46,0.05316567857142857,0.09862478571428572,0.3281386904761905
20,47,0.0057222,0.27298141176470586,0.8879611764705881
20,48,0.3512093142857143,0.17132414285714284,0.8583235714285715
20,49,0.0064158,0.22831982352941171,0.5389076470588237
20,50,0.31120345714285713,0.183625,0.5015357142857143
20,51,0.03524354999999999,0.2174053529411765,0.5155163235294119
20,52,0.04200615,0.116997375,0.24524875000000002
20,53,0.440327625,0.057432250000000004,0.280085
20,54,0.07450326774193548,0.13826096774193547,0.19978500000000005
20,55,0.03440392894736842,0.31797605263157896,0.49769276315789474
20,56,0.040848085714285706,0.4299273333333334,0.7460961904761906
20,57,0.09990936428571427,0.1620662142857143,0.48643428571428565
20,58,0.045101340000000004,0.12583357142857138,0.10477557142857144
20,59,0.36135115,0.234136,0.26466249999999997
20,60,0.013838283333333333,0.12925316666666664,0.32257222222222226
20,61,0.11757186923076925,0.2812309230769231,0.19576500000000002
20,62,0.019529175,0.35098741666666666,0.3188608333333333
20,63,0.3119755,0.5578621666666667,0.49633583333333336
20,64,0.00324258,0.609409,0.7695956666666668
20,65,0.29828051250000004,0.532795,0.865675
20,66,0.0082906875,0.32149206250000006,0.5985324999999999
20,67,0.09206961999999999,0.22126906666666668,0.368373
20,68,0.0636847625,0.12486970833333332,0.097281875
20,69,0.009245372727272728,0.40924490909090905,0.4684240909090909
20,70,0.34808605,0.6679241666666668,0.7263299999999999
20,71,0.0705629625,0.6526550416666667,0.8045597916666667
20,72,0.07068311739130434,0.3539602173913043,0.8402415217391301
20,73,0.02272908947368421,0.31108899999999995,0.46003184210526316
20,74,0.3210996428571429,0.26048114285714286,0.3240828571428572
20,75,0.015885366666666664,0.2631644444444445,0.38261750000000005
20,76,0.3404709000000001,0.25758349999999997,0.24138666666666667
20,77,0.016867966666666664,0.2784257222222222,0.43373305555555564
20,78,0.33826005,0.5414960000000001,0.5324508333333333
20,79,0.018617684210526314,0.5092017894736841,0.7066694736842107
20,80,0.0363562,0.483947611111111,0.9773402777777778
20,81,0.040900725,0.27523975,0.50239375
20,82,0.3493143,0.10399228571428572,0.12227285714285714
20,83,0.0116069625,0.070215375,0.08600562499999999
20,84,0.45417175714285707,0.156392,0.115165
20,85,0.034391,0.17699566666666666,0.38998000000000005
20,86,0.46943715,0.18838983333333334,0.2923558333333333
20,87,0.030951899999999997,0.3118383684210527,0.32058894736842103
20,88,0.25277384999999997,0.44301650000000004,0.66607375
20,89,0.03242579999999999,0.651374375,0.99145125
20,90,0.01016991,0.8875020000000001,1.0
20,91,0.28409422500000003,0.866554625,1.0
20,92,0.0234957,0.8227995294117647,1.0
20,93,0.4800702857142857,0.8352314285714286,1.0
20,94,0.01400205,0.5103645,0.8936583333333333
20,95,0.027602127272727272,0.23887172727272726,0.5932272727272727
20,96,0.5654862999999999,0.25828033333333333,0.5149358333333333
20,97,0.034073099999999995,0.1308872352941177,0.2649314705882353
20,98,0.22108500000000003,0.38439209999999996,0.3912665
20,99,0.0035794714285714286,0.6105309285714285,0.9020446428571429
20,100,0.39942690000000003,0.756718625,0.9705562500000001
20,101,0.02235415,0.5503288333333333,0.8037783333333334
20,102,0.09899695,0.19925666666666672,0.27142222222222223
20,103,0.01056295,0.42017166666666667,0.5992816666666667
20,104,0.031353872727272726,0.6365289999999999,0.8712213636363638
20,105,0.48122835,0.873927875,0.991741875
20,106,0.00530604,0.713143,0.941334
20,107,0.030147954545454547,0.34757772727272723,0.5793477272727272
20,108,0.5251996999999999,0.27929833333333337,0.25965083333333333
20,109,0.03954965,0.2208522222222222,0.19765083333333333
20,110,0.41921927142857146,0.23739685714285713,0.34294857142857144
20,111,0.027397199999999997,0.14360970588235297,0.30494882352941177
20,112,0.5196550285714285,0.18080000000000002,0.4388714285714285
20,113,0.01759468125,0.21377481250000002,0.4059159375
20,114,0.4876971333333333,0.07861033333333332,0.06911277777777777
20,115,0.012970319999999999,0.0613816,0.10675366666666665
20,116,0.6101946,0.18177933333333335,0.38033555555555554
20,117,0.0122825,0.1833236666666667,0.408084
20,118,0.6011874333333334,0.07974033333333334,0.1326111111111111
20,119,0.01483726,0.10928606666666668,0.15461766666666668
20,120,0.5017810666666667,0.2577781111111111,0.24231666666666665
20,121,0.0259774875,0.38840925,0.4919990625
20,122,0.5413424142857142,0.759925,0.73315
20,123,0.029391300000000002,0.7743358235294117,0.9381082352941177
20,124,0.4276415571428572,0.9629537142857142,1.0
20,125,0.04102355,0.8692713333333333,1.0
20,126,0.045556909090909085,0.4323688181818181,0.9872586363636363
20,127,0.5232345,0.29461925,0.7399312499999999
20,128,0.17328852857142857,0.5978022857142857,0.7374457142857143
20,129,0.0338997,0.719192846153846,0.9975723076923078
20,130,0.5232345,0.693212625,0.997353125
20,131,0.007001025,0.36517362499999995,0.7705825
20,132,0.014739,0.6544152857142856,0.9083492857142856
20,133,0.3794473666666666,0.9060214444444443,1.0
20,134,0.027543506250000002,0.838163375,1.0
20,135,0.39279435,0.8075545000000001,1.0
20,136,0.04945753333333333,0.7261568333333335,0.8856049999999999
20,137,0.48859784999999994,0.6577871249999999,1.0
20,138,0.01650768,0.25980960000000003,0.9385629999999999
20,139,0.0083521,0.16569566666666666,0.5093472222222223
20,140,0.5986981800000001,0.3878725,0.155775
20,141,0.035281481249999996,0.38855049999999997,0.41655281250000004
20,142,0.4009008,0.4458415,0.36349437500000004
20,143,0.014738999999999999,0.2578886,0.30979333333333336
20,144,0.5394473999999999,0.27438911111111114,0.12148555555555555
20,145,0.02574412,0.1087964,0.09386800000000001
20,146,0.6119960333333334,0.13441977777777778,0.23897555555555558
20,147,0.02368066,0.11269866666666667,0.39910433333333334
20,148,0.6424566333333332,0.16244377777777777,0.34575333333333336
20,149,0.019750260000000002,0.12377266666666667,0.27117766666666665
20,150,0.5902969499999999,0.128325625,0.07953437500000002
20,151,0.0338997,0.15964075,0.33469343749999997
20,152,0.5453429999999999,0.4728081428571428,0.7049621428571429
20,153,0.14709522,0.5747632,0.5816220000000001
20,154,0.0275128,0.29586225000000005,0.26740083333333337
20,155,0.6346981875000001,0.380697,0.151764375
20,156,0.05690891666666667,0.22309966666666664,0.3568444444444444
20,157,0.39146783999999996,0.410642,0.6461330000000001
20,158,0.05297851666666667,0.3201855,0.5401319444444445
20,159,0.5949028874999999,0.6750055,0.842831875
20,160,0.02515456,0.6466010666666668,0.9956886666666667
20,161,0.5728557999999999,0.6515705555555555,0.9725333333333332
20,162,0.01886592,0.257979,0.5592090000000001
20,163,0.04053225,0.44540833333333335,0.8546183333333334
20,164,0.303991875,0.7169708749999999,0.940288125
20,165,0.0340839375,0.5209370625,0.8927775
20,166,0.378301,0.34879333333333334,0.44466916666666667
20,167,0.048378599999999994,0.18239529411764704,0.18161441176470586
20,168,0.63156615,0.24703212500000002,0.082479375
20,169,0.04642785,0.10714518749999999,0.0681225
20,170,0.6241966499999999,0.04241737499999999,0.08823375
20,171,0.048362343749999995,0.089990375,0.077093125
20,172,0.6461209125,0.20871099999999998,0.179645
20,173,0.041084962499999995,0.225025375,0.30150406249999995
20,174,0.40483120000000006,0.16273255555555557,0.22473277777777778
20,175,0.02269806,0.13166759999999997,0.35783299999999996
20,176,0.01871853,0.18430299999999997,0.6767610000000001
20,177,0.44751288750000007,0.36477812500000006,0.90684375
20,178,0.032131019999999996,0.43744560000000005,0.9674275
20,179,0.06864162857142857,0.38662142857142856,0.6153942857142857
20,180,0.5691359571428573,0.5070148571428571,0.5538150000000001
20,181,0.03988741875,0.44937275,0.4544115625
20,182,0.5297851666666668,0.43811355555555553,0.6171583333333334
20,183,0.0407779,0.22640679999999996,0.6034563333333334
20,184,0.7951690499999999,0.092999,0.442234375
20,185,0.0694575375,0.082984375,0.4830478125
20,186,0.69641775,0.045652,0.25123949999999995
20,187,0.03926890714285714,0.05458707142857143,0.12908178571428572
20,188,0.724053375,0.023532249999999998,0.110205
20,189,0.06512795625,0.14279668750000002,0.16966687500000002
20,190,0.6115211099999999,0.41458569999999995,0.262074
20,191,0.04442755714285714,0.12735907142857142,0.23428249999999998
20,192,0.7360288125,0.27552225,0.1733675
20,193,0.056837268749999996,0.33110412499999997,0.379885625
20,194,0.6122212125,0.17630825,0.35731375
20,195,0.04486183125,0.247003875,0.5818699999999999
20,196,0.5114433,0.3986075,0.767695625
20,197,0.0561924375,0.19478375,0.6581784375
20,198,0.7094986125,0.24235675,0.606611875
20,199,0.050014340000000004,0.12436026666666665,0.25333200000000006
20,200,0.5623747333333333,0.25117388888888886,0.17806055555555556
20,201,0.04596725625,0.30213375000000003,0.43125843750000004
20,202,0.40057326666666665,0.21849177777777778,0.7448783333333332
20,203,0.02442462857142857,0.09606614285714288,0.12160857142857143
20,204,0.5171751333333333,0.2295281111111111,0.10326444444444444
20,205,0.0844458,0.19449294117647062,0.19142499999999998
20,206,0.7653752142857142,0.3978084285714285,0.4174592857142857
20,207,0.0709206,0.38356852941176467,0.5417432352941176
20,208,0.47038465714285715,0.3446338571428571,0.47472071428571433
20,209,0.06558855,0.22157887499999995,0.3129740625
20,210,0.5683358399999999,0.5640620999999999,0.6389410000000001
20,211,0.05179705714285714,0.3004105,0.4302357142857143
20,212,0.7680861375000001,0.265592375,0.12378687499999999
20,213,0.05989393636363636,0.18337845454545454,0.2982340909090909
20,214,0.0987513,0.3429776,0.628091
20,215,0.63952521,0.45554819999999996,0.7137439999999999
20,216,0.02347712142857143,0.32522207142857146,0.45175857142857145
20,217,0.3298260666666667,0.6753131111111111,0.7684383333333333
20,218,0.03006756,0.5326141999999999,0.8816923333333333
20,219,0.4276152375,0.5549006249999999,0.847040625
20,220,0.056468793749999996,0.53146725,0.9737290625
20,221,0.47253234,0.41715079999999993,0.7892910000000001
20,222,0.140536365,0.75789665,0.98597975
20,223,0.7445300571428571,0.8204284285714285,0.888672857142857
20,224,0.066693975,0.8270116875,1.0
20,225,0.5825180333333333,0.874871111111111,1.0
20,226,0.0564995,0.48232919999999996,0.7255406666666666
20,227,0.4613307000000001,0.5141274,0.7062729999999999
20,228,0.015598775,0.20507616666666661,0.20839749999999999
20,229,0.5532484636363637,0.04882627272727273,0.12315454545454543
20,230,0.03321943846153846,0.14660446153846154,0.6600615384615385
20,231,0.7559692272727272,0.23191709090909096,0.9650786363636363
20,232,0.09206962,0.28434566666666666,0.9954590000000001
20,233,0.88598785,0.41055725,1.0
20,234,0.0869601,0.3406422666666667,0.9555073333333333
20,235,0.55477596,0.5362414999999998,0.9330105000000002
20,236,0.05571342,0.3389774,0.6157220000000001
20,237,0.558976575,0.4810975,0.5321925
20,238,0.044953949999999986,0.3737232857142857,0.4650996428571429
20,239,0.3633833454545454,0.6069332727272727,0.5090763636363635
20,240,0.043136139999999996,0.38917953333333344,0.7380376666666667
20,241,0.5220881333333334,0.6157872222222223,1.0
20,242,0.06691506,0.512681,0.8046979999999999
20,243,0.053060399999999994,0.2739798,0.484034
20,244,0.5581168,0.3796548888888889,0.9528300000000001
20,245,0.05227432,0.33725226666666674,0.9149903333333333
20,246,0.49184043,0.5308175,1.0
20,247,0.028911115384615382,0.3428680769230769,0.7804561538461537
20,248,0.48663265000000006,0.3599709166666667,0.7134520833333333
20,249,0.02579325,0.21640441666666668,0.6362233333333333
20,250,0.574821,0.27495159999999996,0.446493
20,251,0.06170728,0.11954646666666666,0.21722733333333333
20,252,0.5621454599999999,0.2035921,0.3716745
20,253,0.03605386153846154,0.17980907692307693,0.29110192307692306
20,254,0.6979735333333333,0.1712577777777778,0.4023283333333334
20,255,0.08207780625,0.15513487499999998,0.2829525
20,256,0.4580553666666667,0.3599928888888889,0.422685
20,257,0.043990246153846155,0.2090239230769231,0.27877346153846155
20,258,0.6750461999999999,0.31073972727272725,0.13647045454545456
20,259,0.04319660769230768,0.2089283076923077,0.2481430769230769
20,260,0.50083122,0.120797,0.186124
20,261,0.04650973333333333,0.09080177777777779,0.17563222222222225
20,262,0.07916948571428571,0.3019037142857143,0.6100357142857143
20,263,0.6155006399999999,0.5437786,0.9648165000000001
20,264,0.028911115384615382,0.4401610769230769,0.726186923076923
20,265,0.3648572454545455,0.506579,0.9967081818181818
20,266,0.03741438461538461,0.24620961538461536,0.6754303846153846
20,267,0.58278006,0.22148000000000004,0.24586099999999997
20,268,0.06495687857142855,0.13925635714285714,0.10672857142857141
20,269,0.8119551333333334,0.19790066666666664,0.3084844444444445
20,270,0.10238692,0.31319080000000005,0.6477966666666668
20,271,0.7590510181818182,0.2924953636363637,0.5220400000000001
20,272,0.0338997,0.18973641666666666,0.55548125
20,273,0.7432475727272727,0.100231,0.4116940909090909
20,274,0.10110954,0.11422039999999999,0.4863176666666667
20,275,0.8417811375000002,0.054466,0.32284562499999997
20,276,0.08464397142857141,0.060455000000000016,0.29786571428571434
20,277,0.6056595230769232,0.06853884615384616,0.23362076923076927
20,278,0.07210772307692308,0.13840761538461538,0.2367088461538462
20,279,0.777113775,0.100810125,0.23106625000000003
20,280,0.0928557,0.11703033333333333,0.3382926666666666
20,281,0.6710666699999999,0.08682920000000002,0.152086
20,282,0.0790993,0.1103106,0.12011466666666665
20,283,0.5289458625,0.20153549999999998,0.089415625
20,284,0.05627618181818181,0.23251290909090908,0.5899159090909091
20,285,0.11555376000000002,0.34216399999999997,0.927055
20,286,0.5514228375,0.36744774999999996,0.8966750000000001
20,287,0.07876153125,0.26119243750000004,0.7486790624999999
20,288,0.5476357333333333,0.21351977777777784,0.5957166666666667
20,289,0.04206283846153846,0.16078161538461538,0.34624615384615376
20,290,0.6148619499999999,0.1353551666666667,0.26470124999999994
20,291,0.06453576428571428,0.16055685714285714,0.4516810714285714
20,292,0.7043399625000001,0.110754125,0.309535
20,293,0.09294781875,0.063378875,0.17718437500000003
20,294,0.5053371428571428,0.028282285714285715,0.1065292857142857
20,295,0.09979170000000001,0.11914188235294117,0.24281205882352938
20,296,0.6431563636363636,0.24214872727272727,0.4229386363636364
20,297,0.047287625,0.12056158333333333,0.15550375000000002
20,298,0.7254863333333333,0.034326888888888886,0.04005888888888889
20,299,0.0776254,0.11123719999999998,0.23749099999999995
20,300,0.6031198799999999,0.10684149999999999,0.191456
20,301,0.045464146153846155,0.08506292307692308,0.18843230769230768
20,302,0.6013512,0.043279000000000005,0.10224363636363636
20,303,0.0668168,0.049042,0.109616
20,304,0.5703992999999999,0.06199462500000001,0.140371875
20,305,0.0945138375,0.0907036875,0.19914593749999998
20,306,0.7658752874999999,0.086487375,0.134695
20,307,0.26579329999999995,0.18622400000000003,0.17504666666666666
20,308,0.010719272727272727,0.36703427272727274,0.49099772727272734
20,309,0.31450758461538453,0.6406404615384614,0.9305299999999999
20,310,0.038935525,0.41852375,0.6876704166666666
20,311,0.52986705,0.7052556,0.7414425
20,312,0.06348297857142857,0.5757430714285715,0.9043807142857142
20,313,0.6458629800000001,0.6207203,0.8724019999999999
20,314,0.05674514999999999,0.31564935714285713,0.6257682142857143
20,315,0.6121106700000001,0.22629379999999996,0.36555200000000004
20,316,0.049796764285714286,0.14384092857142858,0.29396857142857147
20,317,0.5818957200000001,0.0369058,0.09735550000000001
20,318,0.03775451538461538,0.11204384615384616,0.09049615384615385
20,319,0.4669995461538462,0.11258276923076925,0.10303923076923079
20,320,0.0432344,0.06224416666666666,0.15975333333333336
20,321,0.7338384333333334,0.026479666666666665,0.11473444444444442
20,322,0.1046469,0.14525773333333333,0.4296393333333334
20,323,0.8270216666666665,0.16180344444444444,0.4787777777777778
20,324,0.10327126,0.203852,0.5702036666666666
20,325,0.7362949333333334,0.29415155555555555,0.5080211111111113
20,326,0.09698261999999999,0.25771533333333335,0.5449593333333332
20,327,0.6362826300000001,0.27917780000000003,0.2704285
20,328,0.05874544285714286,0.1959662142857143,0.15840999999999997
20,329,0.6121106700000001,0.1534201,0.06976550000000001
20,330,0.050452730769230764,0.14678700000000003,0.12112653846153847
20,331,0.5126492181818181,0.10842863636363637,0.05250272727272727
20,332,0.0756602,0.1042312,0.105834
20,333,0.6819244,0.068139,0.1952138888888889
20,334,0.06464104285714287,0.13707707142857145,0.2020092857142857
20,335,0.57791619,0.08619639999999999,0.18215599999999998
20,336,0.06021934285714285,0.08968971428571428,0.15265285714285715
20,337,0.64394691,0.0678113,0.111507
20,338,0.08823748000000001,0.07589833333333335,0.267189
20,339,0.7091301375,0.16129337500000002,0.35578312500000003
20,340,0.0978301125,0.18380862499999995,0.37668874999999996
20,341,0.5625876300000001,0.2626572000000001,0.523373
20,342,0.0324258,0.1421069166666667,0.3159416666666666
20,343,0.6177114899999999,0.15198499999999998,0.1986325
20,344,0.08470011999999998,0.15244453333333335,0.24125233333333332
20,345,0.6984648333333334,0.15017699999999998,0.1863788888888889
20,346,0.0666413357142857,0.11965892857142857,0.45672964285714285
20,347,0.4770076363636363,0.12946718181818184,0.5827577272727272
20,348,0.03628061538461538,0.19048323076923077,0.5686234615384615
20,349,0.46221503999999997,0.26891740000000003,0.48324350000000005
