Time,Scenario,Generator,Dispatch
1,10,PV,0.09965272288519905
1,10,Wind_Onshore,11.648698443442886
1,10,Wind_Offshore,44.22181458536863
1,10,Nuclear,3.1877227749379187
1,10,Gas,0.001669192104547123
2,10,PV,0.6034000730931908
2,10,Wind_Onshore,17.827726094515292
2,10,Wind_Offshore,46.896763264698635
2,10,Nuclear,3.575069142590991
2,10,Gas,0.00039691533498278155
3,10,PV,2.1216958138360957
3,10,Wind_Onshore,15.137499944881519
3,10,Wind_Offshore,48.59898585853973
3,10,Nuclear,3.972371955891375
3,10,Gas,0.250313722350074
4,10,PV,0.5545901695901255
4,10,Wind_Onshore,20.120813033534418
4,10,Wind_Offshore,45.51199531539315
4,10,Nuclear,3.6028255688859447
4,10,Gas,0.0006948721055349731
5,10,PV,0.0
5,10,Wind_Onshore,16.576619887067572
5,10,Wind_Offshore,40.674506320852686
5,10,Nuclear,3.9941918068650293
5,10,Gas,4.456108527268881
6,10,PV,0.7433289551272662
6,10,Wind_Onshore,11.55225918698337
6,10,Wind_Offshore,55.53870971198797
6,10,Nuclear,3.999258547292103
6,10,Gas,7.13540079018383
7,10,PV,1.6323767272295995
7,10,Wind_Onshore,5.065928294034949
7,10,Wind_Offshore,36.1539332468515
7,10,Nuclear,3.9994341731105423
7,10,Gas,37.11341816760521
8,10,PV,0.0
8,10,Wind_Onshore,6.85891273348632
8,10,Wind_Offshore,54.573150512517195
8,10,Nuclear,3.998683215476193
8,10,Gas,10.907919624915651
9,10,PV,1.8808419570160644
9,10,Wind_Onshore,5.9977285576913735
9,10,Wind_Offshore,31.268077351090973
9,10,Nuclear,3.9991791430336927
9,10,Gas,37.133560895590904
10,10,PV,3.4371483328251293
10,10,Wind_Onshore,4.884271621849756
10,10,Wind_Offshore,20.657599435474012
10,10,Nuclear,3.9989093190826988
10,10,Gas,51.94031560323303
11,10,PV,3.5023688848562773
11,10,Wind_Onshore,3.136341152071444
11,10,Wind_Offshore,10.287550461074407
11,10,Nuclear,3.9991462992337103
11,10,Gas,52.782436582152805
