Time,Scenario,price_model
1,13,0.9999356479991333
1,15,6.000216979237057
1,16,1.000060978850323
1,19,1.0000320117983685
1,1,0.9999291002286412
1,22,0.9998619042578438
1,24,1.000046045901862
1,26,0.9999516285391001
1,28,1.0000714958384807
1,29,6.00011640194154
1,2,0.9998744291126132
1,30,312.0002789790562
1,6,0.9996315066417134
1,7,0.9999688299080489
1,9,1.0000119872685636
2,13,0.9999342792694961
2,15,1.000090415149283
2,16,1.0000429755525415
2,19,1.0000706200681542
2,1,6.00010796798011
2,22,0.9998244443481656
2,24,1.0000394313778251
2,26,0.9999926864684925
2,28,1.0000052853649128
2,29,1.0000524077539454
2,2,0.9999010602531699
2,30,264.07719525606433
2,6,0.9996444943853486
2,7,0.99997341509403
2,9,0.99997730382574
3,13,0.9999456169977528
3,15,1.1819062864008822
3,16,1.000059317279515
3,19,1.0000088538169
3,1,0.9999171377061771
3,22,0.9998260085888075
3,24,312.0000474868212
3,26,0.9999476517834349
3,28,1.0280340538396748
3,29,1.000052508130712
3,2,0.9998828152046872
3,30,312.00025097610364
3,6,6.0001394677054405
3,7,0.9999492063712596
3,9,0.9999986230988291
4,13,6.000203155099333
4,15,1.000092299158097
4,16,0.9999594012235251
4,19,1.0000373973830268
4,1,0.9999092570856885
4,22,0.9998331016207631
4,24,312.000018473427
4,26,1.0000197645929765
4,28,1.0000257549852671
4,29,1.1817904394282053
4,2,0.9998436057090334
4,30,312.00031175618915
4,6,312.0003628459593
4,7,1.000011986228671
4,9,0.9998892545081812
5,13,6.000176129432239
5,15,1.000087376757314
5,16,2.5979280802997433
5,19,1.0001497338893177
5,1,1.1816214030893075
5,22,6.000244872689551
5,24,497.6411088452253
5,26,1.0000260055430292
5,28,1.0000165858109655
5,29,1.0000601091623178
5,2,0.9998214299684527
5,30,6.000211792045432
5,6,120.12030273743909
5,7,6.000097972551806
5,9,0.9999974422325275
6,13,0.9999116229000542
6,15,6.00033875616084
6,16,1.000034684301621
6,19,0.9999350467425092
6,1,0.9999138580983997
6,22,13.196637922358505
6,24,2.5979644584418287
6,26,1.0000271841000608
6,28,0.9999001243934362
6,29,1.0000631845165007
6,2,0.9998420204877956
6,30,6.000219540060467
6,6,312.0003731174437
6,7,0.9999230643125836
6,9,312.0002015067838
7,13,0.9999278991093528
7,15,0.9999830343925895
7,16,1.00002898270621
7,19,0.9999462144244191
7,1,0.9998997717570557
7,22,312.0001424726513
7,24,2.597908101929095
7,26,0.9999536597294929
7,28,0.9998991512991324
7,29,1.000051821715493
7,2,6.000242743915354
7,30,312.0001586836578
7,6,6.000253555232829
7,7,6.000088102353754
7,9,0.9999633451312127
8,13,0.9999653457618489
8,15,0.9999861547113298
8,16,1.0000395116647978
8,19,2.5977396510742565
8,1,0.9999123139772843
8,22,5.080974348842256
8,24,0.9999776215412686
8,26,1.0000312447674986
8,28,0.9998870090794494
8,29,1.0000662589642557
8,2,5.079162476330602
8,30,312.0002433897148
8,6,0.9999511588332854
8,7,0.9999036870137639
8,9,0.9999605472979969
9,13,0.9999995584708392
9,15,6.0000699590275
9,16,1.0000305041662418
9,19,0.9999836513393925
9,1,0.9998946818348919
9,22,5.080901587521078
9,24,2.597893949574903
9,26,0.9999428305413236
9,28,0.9999888022654986
9,29,2.5980287256288825
9,2,0.9999637344144423
9,30,312.0002181306727
9,6,0.9999686740765199
9,7,93.33655938031839
9,9,0.9999698520376192
10,13,0.9999803920887729
10,15,312.00007073826936
10,16,1.0001787793914092
10,19,2.597760770756836
10,1,6.000175367344835
10,22,0.9999658439766899
10,24,6.000095044768424
10,26,1.0000924968056104
10,28,6.000227876138123
10,29,1.000036209132542
10,2,6.000203323836365
10,30,312.00039819049704
10,6,312.00053732895157
10,7,0.9999498751839955
10,9,0.9999083990630275
11,13,0.9999193019401575
11,15,6.0001804475364535
11,16,6.00014743635872
11,19,0.9999805889833926
11,1,312.00016691227614
11,22,5.080863448748007
11,24,6.000178672893236
11,26,1.0000536993383866
11,28,0.9999764203950328
11,29,1.000023197980978
11,2,312.000120405745
11,30,312.0002630762909
11,6,312.00050931587674
11,7,0.9999252892995969
11,9,6.000269708864916
12,13,1.1816087487549982
12,15,312.00007763064605
12,16,6.000149538887645
12,19,0.9999890709821875
12,1,312.0001665358568
12,22,5.080833914071047
12,24,1.00001157808203
12,26,0.9999444035149825
12,28,0.9999093938604258
12,29,1.0000281699742004
12,2,312.0001062895918
12,30,6.000224261676209
12,6,312.00053899888763
12,7,0.999936055951772
12,9,1.1816362636167277
13,13,1.0000021408611435
13,15,312.0000623603739
13,16,6.00016683036149
13,19,0.999977884624335
13,1,312.0001625423168
13,22,13.196647227189041
13,24,1.0001541894551265
13,26,1.0000250379246403
13,28,0.9999214384803885
13,29,1.0000399710405485
13,2,6.000124316957202
13,30,0.9999805098861785
13,6,6.000188585098376
13,7,2.597629012135542
13,9,0.999972799826363
14,13,0.9999017520358491
14,15,312.00008978392606
14,16,6.000159988529428
14,19,1.0000391330298095
14,1,120.12018799326549
14,22,697.090897958252
14,24,312.00002490966756
14,26,1.0000600550944387
14,28,0.9999090678230402
14,29,1.0000514668498006
14,2,6.000179771421559
14,30,0.9999903071292637
14,6,264.0777157323537
14,7,6.000157026663788
14,9,0.9999737007189298
15,13,0.9999208654380327
15,15,1.0000123740234503
15,16,1.0001417418097471
15,19,1.0000837278823331
15,1,321.88897620283376
15,22,5.080829068733348
15,24,466.70095023030797
15,26,0.9999974556798961
15,28,0.9999180130224854
15,29,1.0000454539793964
15,2,1.000095456439066
15,30,1.0000562205624828
15,6,5303.43137307356
15,7,6.000184499177689
15,9,0.9999800198431297
16,13,6.000105545476137
16,15,1.0000065329335426
16,16,1.0001252057689545
16,19,0.9999816470371332
16,1,321.889051761034
16,22,0.9999805683830445
16,24,2.5979307395553155
16,26,1.0000209390902306
16,28,1.0000224078679523
16,29,1.0000339195105248
16,2,1.1819737660041296
16,30,0.9999931329448115
16,6,312.0003434795161
16,7,1.0000010066320604
16,9,2.5976410410693234
17,13,1141.2071304054684
17,15,1.0000029122309178
17,16,1.0001234421792988
17,19,2.5978450693828066
17,1,312.0000780922305
17,22,0.9999487624601535
17,24,1.0000759949337201
17,26,0.9999227758038174
