delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.75,0.5,4.889776586168129e9,9000.000108782799,0.9968233076892723,103.65142466713685,74.49917519579624,49.999999999700314,100.03132355989237,34.56413996469145,11.999999999988573,9.725699845947528,147.99978031142106,15.217391309180606,9.139539025574866,1450.4559670581693,158.70121709633352
