delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.25,0.5,4.713901131175487e9,9000.004147831456,-2.7590270592571526,160.62294898444395,144.21065057986607,49.32397783537166,88.78316010368411,46.54626081003002,3.9999999999987947,20.292564449363145,198.5142177789074,9.782608712381718,1.5241044781456097,165.3653366530463,108.5000005080017
